ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio
61;INTER AMEX;C;5;;12/1998;20.173;51.757;2.074;6.507;4.460;-32.521;-38.145;-1.746;0;-2.143;10.416;;1998;12;Resultado
62;SOGERAL;C;5;;12/1998;60.315;60.071;-1.785;12.469;1.718;-33.719;-61.393;-18.656;0;-25.727;-6.707;;1998;12;Resultado
63;RABOBANK;I;4;;12/1998;2.452;56.410;29.772;5.922;929;-10.555;-81.640;0;0;0;3.290;;1998;12;Resultado
64;BNP;I;4;;12/1998;2.525;56.881;-4.004;9.330;1.823;-25.863;-28.982;0;0;0;11.710;;1998;12;Resultado
65;CREDITO SP;I;3;2;12/1998;53.822;24.644;-641;0;811;-32.753;-4.834;0;-302;-8.575;32.172;;1998;12;Resultado
66;BRASCAN;C;4;;12/1998;8.195;30.388;11.975;6.048;1.366;-33.366;-7.356;0;0;-174;17.076;;1998;12;Resultado
67;PANAMERICANO;I;3;2;12/1998;113.213;12.249;-2.452;0;2.535;-47.269;-411;0;-713;-25.365;51.787;;1998;12;Resultado
68;BEA;I;2;;12/1998;40.738;5.342;0;84;2.049;-13.490;-3.776;0;0;-4.251;26.696;;1998;12;Resultado
69;SOFISA;C;3;;12/1998;55.491;14.609;-1.216;88;1.318;-23.613;-2.845;-12.641;0;-1.837;29.354;;1998;12;Resultado
70;BANPARA;I;2;;12/1998;31.424;30.535;0;240;1.702;-40.583;-2.745;0;0;159;20.732;;1998;12;Resultado
71;INDUSTRIAL DO BRASIL;C;3;;12/1998;25.993;18.535;2.383;585;0;-25.038;-5.793;-5.438;0;-1.881;9.346;;1998;12;Resultado
72;PEBB;C;3;;12/1998;409;25.247;-17.424;0;0;-31.514;0;0;0;-68;-23.350;;1998;12;Resultado
73;CACIQUE;C;3;;12/1998;68.792;15.846;-19.469;0;172;-7.380;-282;0;-844;-22.550;34.285;;1998;12;Resultado
74;PINE;C;3;;12/1998;32.334;10.990;-15.257;491;703;-13.609;-6.926;0;0;308;9.034;;1998;12;Resultado
75;BANESE;I;2;;12/1998;26.390;17.546;-24;0;2.041;-21.943;-1.551;0;0;-7.334;15.125;;1998;12;Resultado
76;BVA;I;3;;12/1998;24.795;6.984;-378;0;0;-8.403;-10.864;0;0;-4.570;7.564;;1998;12;Resultado
77;BEM;I;2;2;12/1998;42.260;1.482;0;3;964;-22.984;-1.010;0;0;2.303;23.018;;1998;12;Resultado
78;SCHAHIN;C;3;;12/1998;25.487;2.352;-2.404;436;0;-10.765;-7.969;-332;0;-2.378;4.427;;1998;12;Resultado
79;LA PROVINCIA;I;4;;12/1998;2.051;6.397;-115;11.333;0;-581;-12.398;0;0;-39;6.648;;1998;12;Resultado
80;TRIANGULO;I;3;;12/1998;20.997;6.307;-3.437;0;996;-15.023;0;0;0;-661;9.179;;1998;12;Resultado
81;PROSPER;C;3;;12/1998;10.084;13.478;-9.691;184;0;-6.127;-2.871;0;0;-142;4.915;;1998;12;Resultado
82;GUANABARA;I;3;;12/1998;30.929;1.874;2.847;0;265;-8.328;-5.548;-11.107;0;-413;10.519;;1998;12;Resultado
83;DAYCOVAL;I;3;2;12/1998;18.650;5.751;-2.965;84;363;-7.433;-635;0;0;-1.329;12.486;;1998;12;Resultado
84;MODAL;I;3;2;12/1998;3.815;14.573;-4.628;0;0;-12.835;-15;0;0;0;910;;1998;12;Resultado
85;GE CAPITAL;I;3;;12/1998;42.843;528;0;0;13;-13.102;0;0;0;-22.106;8.176;;1998;12;Resultado
86;CLASSICO;I;3;;12/1998;0;16.308;0;0;0;0;0;0;0;0;16.308;;1998;12;Resultado
87;UBS WARBURG;C;4;;12/1998;745;39.063;4.168;0;0;-49.943;-1.170;0;-397;-6.844;-14.378;;1998;12;Resultado
88;PARAIBAN;I;2;;12/1998;6.420;8.521;0;0;0;-2.327;-38;0;0;-44;12.532;;1998;12;Resultado
89;WACHOVIA;I;4;;12/1998;1.461;2.747;0;3.179;0;-846;-4.010;0;0;0;2.531;;1998;12;Resultado
90;INVESTCRED;I;5;2;12/1998;3.142;9.302;0;0;0;-2.091;0;0;0;-170;10.183;;1998;12;Resultado
91;VR;C;3;;12/1998;12.846;1.940;193;288;130;-5.059;-542;0;0;-355;9.441;;1998;12;Resultado
92;INTERCAP;I;3;2;12/1998;11.982;8.764;-3.151;0;1.830;-9.281;0;0;0;-464;9.680;;1998;12;Resultado
93;CRUZEIRO;I;3;2;12/1998;11.887;7.749;-551;0;70;-11.979;-1.263;0;0;-416;5.497;;1998;12;Resultado
94;AGROINVEST;I;5;2;12/1998;5.977;2.220;44;0;0;-2.354;-2.765;0;0;-1.216;1.906;;1998;12;Resultado
95;FICSA;I;3;2;12/1998;37.271;3.051;-168;0;117;-6.189;0;0;0;-10.308;23.774;;1998;12;Resultado
96;BEPI;I;2;;12/1998;9.627;649;0;0;1.270;-1.964;-1.216;0;0;-6.085;2.281;;1998;12;Resultado
97;ARAUCARIA;I;3;2;12/1998;7.983;3.380;17;5.744;0;-5.877;-506;0;0;-2.688;8.053;;1998;12;Resultado
98;BANCOOB;I;3;;12/1998;748;15.648;-635;0;115;-12.729;0;0;0;0;3.147;;1998;12;Resultado
99;CREDIBEL;I;3;2;12/1998;8.415;7.195;-326;94;118;-4.482;-401;0;0;-3.417;7.196;;1998;12;Resultado
100;FATOR;C;3;;12/1998;0;11.004;1.703;0;0;-9.488;0;0;0;3;3.222;;1998;12;Resultado
101;LAVRA;I;3;2;12/1998;9.368;1.384;-290;2.079;0;-6.227;-2.380;0;0;-4.694;-760;;1998;12;Resultado
102;PECUNIA;I;3;2;12/1998;19.739;1.453;-107;0;199;-5.153;0;0;0;-5.541;10.590;;1998;12;Resultado
103;INTERIOR;I;3;;12/1998;13.147;2.104;-104;0;26;-4.472;-288;0;0;-595;9.818;;1998;12;Resultado
104;BGN;I;3;2;12/1998;4.113;3.050;434;0;0;-4.177;-281;0;0;-389;2.750;;1998;12;Resultado
105;PARANA;I;3;2;12/1998;10.960;1.736;-184;0;166;-5.748;0;0;0;-210;6.720;;1998;12;Resultado
106;BCOMURUGUAI;I;4;;12/1998;7.710;707;140;334;0;-1.732;-1.640;-95;0;-65;5.359;;1998;12;Resultado
107;RENNER;I;3;;12/1998;12.121;1.406;0;0;2;-3.363;0;0;0;-1.120;9.046;;1998;12;Resultado
108;MORADA;I;3;2;12/1998;7.505;1.149;-75;0;338;-3.180;-1.388;0;0;-1.366;2.983;;1998;12;Resultado
109;SANTOS NEVES;I;3;2;12/1998;6.225;416;-9;0;0;-2.616;-1.086;0;-1;-324;2.605;;1998;12;Resultado
110;BANCNACION;I;4;;12/1998;1.038;2.757;0;1.925;0;-215;-1.438;0;0;-2.265;1.802;;1998;12;Resultado
111;BANSICREDI;I;3;;12/1998;1.544;19.634;-16;0;0;-17.886;-108;0;0;-53;3.115;;1998;12;Resultado
112;UNION;I;4;;12/1998;3.289;1.315;-90;195;0;-1.710;-290;0;0;2.392;5.101;;1998;12;Resultado
113;RIBEIRAO PRETO;I;3;;12/1998;6.423;578;-266;0;0;-1.711;-924;0;0;-591;3.509;;1998;12;Resultado
114;LUSO BRASILEIRO;I;3;;12/1998;7.044;1.484;-137;0;0;-3.387;-477;0;0;-942;3.585;;1998;12;Resultado
115;CEDULA;I;3;;12/1998;5.710;1.983;19;0;19;-4.567;0;0;0;-15;3.149;;1998;12;Resultado
116;EXTERIBANK;I;4;;12/1998;1.075;3.427;0;87;0;-808;0;0;0;-14;3.767;;1998;12;Resultado
117;GERDAU;I;3;2;12/1998;7.678;696;-584;0;15;-4.071;0;0;0;-74;3.660;;1998;12;Resultado
118;THECA;C;3;;12/1998;0;980;-5;0;0;-203;0;0;0;-11;761;;1998;12;Resultado
119;MATONE;I;3;2;12/1998;8.368;1.238;-8;0;3;-2.936;0;0;0;-2.086;4.579;;1998;12;Resultado
120;OPPORTUNITY;I;3;2;12/1998;0;30.418;0;0;0;-27.117;0;0;0;0;3.301;;1998;12;Resultado
121;BONSUCESSO;I;3;2;12/1998;4.264;929;-334;0;0;-2.164;0;0;0;-577;2.118;;1998;12;Resultado
122;PRIMUS;C;3;;12/1998;26;3.860;-964;14;0;-1.927;0;0;0;0;1.009;;1998;12;Resultado
123;DESTAK;I;3;2;12/1998;708;2.989;271;0;0;-1.460;0;0;0;128;2.636;;1998;12;Resultado
124;PLANIBANC;C;5;;12/1998;0;783;100;0;0;0;-18;0;0;0;865;;1998;12;Resultado
125;LA REPUBLICA;I;4;;12/1998;1.911;131;0;782;0;-1;-195;0;0;-9.170;-6.542;;1998;12;Resultado
126;BANER;I;2;;12/1998;388;299;0;0;0;-4;-3.727;0;0;-663;-3.707;;1998;12;Resultado
127;BANCAP;I;3;2;12/1998;1.075;1.035;0;0;0;-2;0;0;0;-598;1.510;;1998;12;Resultado
128;HISPANO;I;4;;12/1998;0;954;0;0;0;0;0;0;0;0;954;;1998;12;Resultado
1;BNDES;I;1;;12/1998;2.352.137;475.003;40.773;430;0;-492;-2.745.347;0;0;21.226;143.730;;1998;12;Resultado
2;FIAT;C;4;;12/1998;665.823;46.809;-1.983;0;41.794;-276.271;-24.973;-292.349;0;-10.118;148.732;;1998;12;Resultado
3;CCF BRASIL;C;4;;12/1998;104.402;417.048;-85.330;46.956;2.184;-378.742;-80.836;-33.486;0;-885;-8.689;;1998;12;Resultado
4;BRI;C;3;;12/1998;329.190;116.315;-2.125;0;10.363;-211.224;-27.357;-139.453;0;-26.492;49.217;;1998;12;Resultado
5;GM;C;4;;12/1998;501.679;9.426;-12.040;3;4.809;-168.993;-35.163;-192.947;0;-42.065;64.709;;1998;12;Resultado
6;FORD;C;4;;12/1998;475.396;2.331;-257;0;0;-116.425;-37.305;-190.318;0;-50.478;82.944;;1998;12;Resultado
7;VOLKSWAGEN;C;4;;12/1998;421.977;3.795;0;0;0;-127.123;-16.189;-169.069;0;-51.470;61.921;;1998;12;Resultado
8;BRDE;I;2;;12/1998;130.086;30.672;565;0;0;-8;-96.379;-235;0;-72.867;-8.166;;1998;12;Resultado
9;BANCOCIDADE;C;3;;12/1998;135.075;145.912;-26.084;15.033;16.525;-176.946;-31.595;-27.738;0;-12.764;37.418;;1998;12;Resultado
10;ICATU;C;3;;12/1998;1.318;268.970;38.524;277;1.822;-273.134;-8.335;0;0;0;29.442;;1998;12;Resultado
11;REPUBLIC NATION;C;4;;12/1998;4.865;98.096;3.402;0;49.126;-27.424;-101.159;0;-508;0;26.398;;1998;12;Resultado
12;DESENBANCO;I;2;;12/1998;22.968;33.461;0;0;0;-709;-26.229;0;0;-4.344;25.147;;1998;12;Resultado
13;MATRIX;C;3;;12/1998;5.593;78.654;5.701;0;0;-62.168;-7.658;0;-237;-330;19.555;;1998;12;Resultado
14;MULTI;I;4;;12/1998;47.096;67.964;24.716;17.232;1.009;-25.252;-82.888;0;0;-2.159;47.718;;1998;12;Resultado
15;CREFISUL;C;3;;12/1998;78.186;-4.736;-19.464;592;8.068;-57.645;-2.944;-3.160;0;4.503;3.400;;1998;12;Resultado
16;BDMG;I;2;;12/1998;83.239;13.539;0;0;0;-269;-27.734;0;0;-44.619;24.156;;1998;12;Resultado
17;FONTE;C;3;;12/1998;4.598;135.021;-44.240;5.540;91;-132.714;-616;0;0;1.714;-30.606;;1998;12;Resultado
18;LIBERAL;C;4;;12/1998;168;114.483;-30.810;1.962;0;-50.393;-28.694;0;0;0;6.716;;1998;12;Resultado
19;BADESC;I;2;;12/1998;21.775;421;0;0;0;-12;-16.798;0;0;1.790;7.176;;1998;12;Resultado
20;PATRIMONIO;I;3;;12/1998;0;36.507;-4.784;446;296;-29.946;-754;0;0;0;1.765;;1998;12;Resultado
21;BANDES;I;2;2;12/1998;8.778;15.835;700;0;0;-590;-10.800;0;0;-3.997;9.926;;1998;12;Resultado
22;BRJ;I;3;;12/1998;24.181;197;-60;15;15.758;-82;-29.246;0;0;-247;10.516;;1998;12;Resultado
23;INDUSVAL;C;3;;12/1998;16.237;896;-1.577;834;451;-12.788;-359;0;0;-3.918;-224;;1998;12;Resultado
24;EUROINVEST;I;5;2;12/1998;954;7.215;0;0;0;-11.657;-1.515;0;0;35;-4.968;;1998;12;Resultado
25;MARKA;I;3;;12/1998;308;10.650;17.951;327;0;-15.734;-93;0;0;-1;13.408;;1998;12;Resultado
26;EQUATORIAL;I;3;2;12/1998;5.427;11.332;-874;0;630;-9.906;0;0;0;-564;6.045;;1998;12;Resultado
27;MERRILL LYNCH;C;4;;12/1998;0;6.513;10.414;0;0;-3.653;0;0;0;0;13.274;;1998;12;Resultado
28;TRANSBANCO;I;3;2;12/1998;10.622;3.555;0;0;0;-1.808;-7.131;0;0;19.425;24.663;;1998;12;Resultado
29;PORTO SEGURO;I;3;3;07/1997;4;1.873;0;0;0;-2.117;0;0;0;0;-240;;1998;12;Resultado
30;FENICIA;C;3;;12/1998;16.886;-64;8.426;250;0;-5.414;-660;-44;0;-33.752;-14.372;;1998;12;Resultado
31;RENDIMENTO;I;3;;12/1998;9.000;4.698;6.762;0;317;-6.699;-670;0;-59;-3.138;10.211;;1998;12;Resultado
32;STOCK;C;3;;12/1998;395;49.794;-20;0;0;-51.207;0;0;0;-837;-1.875;;1998;12;Resultado
33;ARBI;C;3;;12/1998;2.623;3.512;16;0;0;-3.535;-472;0;-9;1.000;3.135;;1998;12;Resultado
34;TENDENCIA;C;3;;12/1998;6;165;-27;30;0;-1.942;-4;0;0;0;-1.772;;1998;12;Resultado
35;SOCOPA;C;3;;12/1998;6.243;4.244;-2.125;1.059;0;-4.957;-1.033;0;0;-403;3.028;;1998;12;Resultado
36;PATENTE;C;3;;12/1998;176;43.509;911;115;0;-40.788;0;0;0;-76;3.847;;1998;12;Resultado
37;PORTO REAL;I;3;;12/1998;11.347;1.123;-1.093;0;381;-4.765;-19;0;0;-590;6.384;;1998;12;Resultado
38;BANCO AXIAL;I;3;2;12/1998;6;12.503;-13.184;0;61;-8.435;0;0;0;0;-9.049;;1998;12;Resultado
39;BOREAL;I;3;2;12/1998;574;-444;-1.476;9;0;-3.136;0;0;0;-1.553;-6.026;;1998;12;Resultado
40;GRAPHUS;C;4;;12/1998;20;6.577;-54;112;0;-4.649;-175;0;0;61;1.892;;1998;12;Resultado
41;REDE;I;3;;12/1998;3.875;96;-672;0;0;-2.772;-829;0;0;-2.611;-2.913;;1998;12;Resultado
42;HEXABANCO;I;3;;12/1998;5.265;548;-901;0;287;-4.666;0;0;0;-973;-440;;1998;12;Resultado
43;INTERPART;I;3;;12/1998;4.828;-236;-80;0;0;-1.144;-1.652;0;0;-2.319;-603;;1998;12;Resultado
44;TRICURY;I;3;;12/1998;5.305;2.365;-37;0;0;-2.817;0;0;0;-3;4.813;;1998;12;Resultado
45;OURINVEST;C;3;;12/1998;9.273;4.430;-639;0;0;-1.081;-1.575;0;-761;433;10.080;;1998;12;Resultado
46;BCO MERCANTIL INVS;I;3;2;12/1998;3.940;-1.650;0;0;0;-178;-725;0;0;-794;593;;1998;12;Resultado
47;BANACRE;I;2;;12/1998;2.696;88;0;0;131;-22.628;-67;0;0;493;-19.287;;1998;12;Resultado
48;EMBLEMA;I;3;2;12/1998;529;2.831;-194;0;0;-2.253;-42;0;0;-68;803;;1998;12;Resultado
49;INDUSCRED;I;3;;12/1998;6.768;976;0;0;0;-1.793;0;0;0;686;6.637;;1998;12;Resultado
50;EXPRINTER LOSAN;I;5;2;12/1998;7.718;1.184;-1.000;0;0;-932;0;0;0;-5.019;1.951;;1998;12;Resultado
51;NACOES;I;3;;12/1998;5.354;1.673;-214;0;0;-3.553;-256;0;0;1.180;4.184;;1998;12;Resultado
52;KEB;I;4;;12/1998;0;2.489;0;38;0;-21;0;0;0;0;2.506;;1998;12;Resultado
53;MALCON;I;3;2;12/1998;3.496;744;0;0;0;-660;0;0;0;-1.022;2.558;;1998;12;Resultado
54;FICRISA AXELRUD;I;3;;12/1998;4.132;580;0;0;0;-929;-1;0;0;-1.551;2.231;;1998;12;Resultado
55;POTTENCIAL;I;3;;12/1998;1.912;274;-37;0;0;-380;-559;0;0;-100;1.110;;1998;12;Resultado
56;HNF;I;3;2;12/1998;312;10;0;0;0;-145;0;0;0;422;599;;1998;12;Resultado
57;MAXINVEST;I;3;;12/1998;2.062;979;0;0;0;-1.246;0;0;0;-38;1.757;;1998;12;Resultado
58;FINANSINOS;I;3;2;12/1998;2.192;553;0;0;0;-677;0;0;0;-716;1.352;;1998;12;Resultado
59;MISASI;C;3;;12/1998;1.364;555;0;0;0;-795;0;0;0;0;1.124;;1998;12;Resultado
60;MINAS;I;3;;12/1998;762;1.257;-13;0;0;-905;0;0;0;-1.245;-144;;1998;12;Resultado
61;PRIME;I;3;2;12/1998;15;310;-628;0;0;-776;-2;0;0;0;-1.081;;1998;12;Resultado
62;OK;I;3;;12/1998;2.656;288;0;0;0;-70;0;0;0;-71;2.803;;1998;12;Resultado
63;PERFORMANCE;I;3;;12/1998;37;51;68;0;0;-80;0;0;0;0;76;;1998;12;Resultado
64;SINTESE;I;3;;12/1998;0;1.203;-9;0;0;0;0;0;0;0;1.194;;1998;12;Resultado
65;TECNICORP;I;3;2;12/1998;2.133;49;0;0;0;-676;0;0;0;-1.662;-156;;1998;12;Resultado
66;ROYAL INVEST;I;3;2;12/1998;204;329;6;0;0;-1;0;0;0;-385;153;;1998;12;Resultado
67;INVESTOR;C;3;;12/1998;0;7;38;0;0;0;-708;0;0;0;-663;;1998;12;Resultado
68;STERLING;I;5;;12/1998;7;-4;0;0;0;-435;0;0;0;0;-432;;1998;12;Resultado
