ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio
59;BCR;I;3;2;06/1996;7.713;3.200;-170;0;6;-5.588;-35;0;-23;-1.309;3.794;;1996;6;Resultado
60;FITAL;I;3;;06/1996;0;9.487;0;0;73;-8.696;0;0;0;0;864;;1996;6;Resultado
61;PAULISTA;I;3;2;06/1996;5.410;2.491;-2;579;0;-3.375;-488;0;0;-973;3.642;;1996;6;Resultado
62;EXPRINTER LOSAN;I;5;2;06/1996;10;2.724;3.085;0;0;-1.565;0;0;0;0;4.254;;1996;6;Resultado
63;PORTO REAL;I;3;;06/1996;9.895;1.874;-112;0;142;-3.510;0;0;0;-5.073;3.216;;1996;6;Resultado
64;HNF;I;3;2;06/1996;8.330;908;0;0;0;-5.660;0;0;0;-12.838;-9.260;;1996;6;Resultado
65;MIL;I;3;2;06/1996;7.706;197;5;30;0;-2.518;-16;0;0;-1.248;4.156;;1996;6;Resultado
66;IOCHPE;I;3;;06/1996;5.034;235;1;0;0;-1.773;-1.048;0;0;-1.270;1.179;;1996;6;Resultado
67;BCO MERCANTIL INVS;I;3;2;06/1996;4.417;369;0;0;0;-36;-219;0;0;-2.649;1.882;;1996;6;Resultado
68;INTERFINANCE;I;3;2;06/1996;8.450;7.419;-230;0;0;-9.136;0;0;0;-67;6.436;;1996;6;Resultado
69;NACOES;I;3;;06/1996;4.606;2.051;21;0;0;-2.952;-573;0;0;-1.013;2.140;;1996;6;Resultado
70;METROPOLITANO;I;5;;06/1996;4.315;711;0;0;0;-2.330;-258;0;0;-1.809;629;;1996;6;Resultado
71;MAXI-DIVISA;I;3;;06/1996;253;3.846;-1.342;0;0;-2.024;0;0;0;-67;666;;1996;6;Resultado
72;EMBLEMA;I;3;2;06/1996;1.111;2.690;0;0;0;-370;0;0;0;0;3.431;;1996;6;Resultado
73;PERFORMANCE;I;3;;06/1996;36;24.160;146;0;0;-23.715;0;0;0;0;627;;1996;6;Resultado
74;AUGUSTA;I;3;2;06/1996;30;568;0;0;0;-47;0;0;0;-11;540;;1996;6;Resultado
75;TRICURY;I;3;;06/1996;5.152;1.095;37;0;0;-1.838;0;0;0;-1.410;3.036;;1996;6;Resultado
76;FICRISA AXELRUD;I;3;2;06/1996;3.005;961;0;0;0;-498;-13;0;0;311;3.766;;1996;6;Resultado
77;MISASI;C;3;;06/1996;686;789;0;0;0;-866;0;0;0;-688;-79;;1996;6;Resultado
78;INTERPART;I;3;;06/1996;908;1.453;76;0;0;-738;0;0;0;-24;1.675;;1996;6;Resultado
79;MALCON;I;3;2;06/1996;1.782;1.287;0;0;0;-506;0;0;0;-310;2.253;;1996;6;Resultado
80;FINANSINOS;I;3;2;06/1996;3.205;533;0;0;0;-683;0;0;0;-1.520;1.535;;1996;6;Resultado
81;OPERADOR;I;3;2;06/1996;1.047;249;0;0;0;-57;0;0;0;639;1.878;;1996;6;Resultado
82;TECNICORP;I;3;2;06/1996;2.527;41;0;0;0;-607;0;0;0;-784;1.177;;1996;6;Resultado
83;PRIME;C;3;;06/1996;5;756;-95;0;0;-251;-10;0;0;0;405;;1996;6;Resultado
84;MAXINVEST;I;3;;06/1996;1.083;546;0;0;0;-428;0;0;0;-39;1.162;;1996;6;Resultado
85;STERLING;I;5;;06/1996;211;11;0;0;0;-531;0;0;0;9;-300;;1996;6;Resultado
86;POTTENCIAL;I;3;;06/1996;2.689;143;0;0;0;-472;0;0;0;-333;2.027;;1996;6;Resultado
87;PORTO SEGURO;I;3;;06/1996;0;749;0;0;0;-192;0;0;0;0;557;;1996;6;Resultado
88;AMERICAN EXPRES;I;4;2;06/1996;858;641;-36;0;0;0;0;0;0;0;1.463;;1996;6;Resultado
89;OK;I;3;2;06/1996;1.668;209;0;0;0;0;0;0;0;-333;1.544;;1996;6;Resultado
90;BANCRED;I;3;2;06/1996;403;93;0;0;0;-96;0;0;0;-177;223;;1996;6;Resultado
91;CRITERIUM;I;3;;06/1996;0;5.103;0;0;0;-4.926;0;0;0;0;177;;1996;6;Resultado
92;TOTAL;I;3;;06/1996;0;8.713;-182;0;0;-8.232;0;0;0;0;299;;1996;6;Resultado
93;BRASEG;I;5;2;06/1996;0;38;0;0;0;0;0;0;0;0;38;;1996;6;Resultado
