ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio;18;19;20;21;22
32;STOCK;C;3;;12/1998;75.652;353;0;0;661;0;1.015;51.865;0;0;0;0;1998;12;Passivo;0;22.773;23.929;-1.615;
33;ARBI;C;3;;12/1998;53.861;43;0;0;4.000;0;4.044;41.517;0;0;0;5.673;1998;12;Passivo;0;2.628;42.378;-3.552;
34;TENDENCIA;C;3;;12/1998;22.478;0;0;3.003;1.284;0;4.287;5.606;0;0;0;166;1998;12;Passivo;0;12.419;64.525;-2.991;
35;SOCOPA;C;3;;12/1998;61.937;4.861;0;1.058;30.931;0;36.850;1.876;0;140;580;9.011;1998;12;Passivo;0;13.480;24.147;-998;
36;PATENTE;C;3;;12/1998;73.900;276;0;0;4.629;0;4.905;57.893;0;1;81;0;1998;12;Passivo;0;11.019;33.399;2.767;
37;PORTO REAL;I;3;;12/1998;61.562;7.026;4.212;0;42.854;0;54.092;1.153;0;1.981;1.342;650;1998;12;Passivo;0;2.345;19.728;501;
38;BANCO AXIAL;I;3;2;12/1998;43.893;9;0;0;29.236;0;29.245;9.549;0;8;0;0;1998;12;Passivo;0;5.091;26.475;-6.907;
39;BOREAL;I;3;2;12/1998;19.670;79;0;2.508;7.932;0;10.519;7.398;0;12;0;0;1998;12;Passivo;0;1.741;49.528;-7.716;
40;GRAPHUS;C;4;;12/1998;97.777;666;0;0;130;0;796;59.797;0;439;0;2.530;1998;12;Passivo;0;34.215;29.969;508;
41;REDE;I;3;;12/1998;33.020;0;0;0;24.492;0;24.492;0;0;0;0;3.643;1998;12;Passivo;0;4.885;27.245;-1.112;
42;HEXABANCO;I;3;;12/1998;38.583;767;0;1.116;33.309;0;35.192;0;0;0;0;0;1998;12;Passivo;0;3.391;11.170;-3.933;
43;INTERPART;I;3;;12/1998;32.373;180;0;200;8.671;0;9.051;0;0;22;0;22.244;1998;12;Passivo;0;1.057;11.821;-1.550;
44;TRICURY;I;3;;12/1998;30.203;0;0;0;27.759;0;27.759;0;0;0;0;0;1998;12;Passivo;0;2.444;13.758;1.540;
45;OURINVEST;C;3;;12/1998;22.362;24;0;1.231;6.401;0;7.655;0;0;0;0;12.365;1998;12;Passivo;0;2.342;19.886;2.095;
46;BCO MERCANTIL INVS;I;3;2;12/1998;12.373;0;0;0;0;0;0;0;0;0;0;10.090;1998;12;Passivo;0;2.283;29.220;710;
47;BANACRE;I;2;;12/1998;129.559;370;769;120.183;0;0;121.322;0;0;0;0;1.793;1998;12;Passivo;0;6.443;-91.514;-31.443;
48;EMBLEMA;I;3;2;12/1998;21.321;1.148;0;2.603;13.704;0;17.455;2.053;0;36;0;661;1998;12;Passivo;0;1.116;16.011;-1.128;
49;INDUSCRED;I;3;;12/1998;19.885;2.068;0;0;12.985;0;15.053;0;0;48;1;0;1998;12;Passivo;0;4.783;14.744;1.358;
50;EXPRINTER LOSAN;I;5;2;12/1998;15.724;0;0;0;8.530;0;8.530;0;0;0;0;0;1998;12;Passivo;0;7.194;18.818;1.974;
51;NACOES;I;3;;12/1998;29.985;1.549;0;600;19.394;0;21.544;3.735;0;58;53;3.102;1998;12;Passivo;0;1.494;10.216;-158;
52;KEB;I;4;;12/1998;9.041;1.049;0;0;1.021;0;2.070;0;0;87;0;2;1998;12;Passivo;0;6.881;18.930;1.359;
53;MALCON;I;3;2;12/1998;9.317;14;0;0;16;0;30;0;5.718;124;0;0;1998;12;Passivo;0;3.446;16.591;171;
54;FICRISA AXELRUD;I;3;;12/1998;15.315;785;0;0;7.670;0;8.455;0;487;191;0;0;1998;12;Passivo;0;6.182;7.898;-160;
55;POTTENCIAL;I;3;;12/1998;14.074;37;0;753;3.211;0;4.001;1.500;0;5;0;7.967;1998;12;Passivo;0;602;7.800;-260;
56;HNF;I;3;2;12/1998;5.740;18;0;0;0;0;18;0;0;0;0;0;1998;12;Passivo;0;5.722;14.307;730;
57;MAXINVEST;I;3;;12/1998;12.978;494;0;0;7.378;0;7.872;3.067;0;203;0;0;1998;12;Passivo;0;1.835;9.263;967;
58;FINANSINOS;I;3;2;12/1998;7.595;12;0;0;6.228;0;6.240;0;0;2;0;0;1998;12;Passivo;0;1.353;9.292;-130;
59;MISASI;C;3;;12/1998;6.348;0;0;0;4.886;0;4.886;0;0;0;0;0;1998;12;Passivo;0;1.462;9.668;139;
60;MINAS;I;3;;12/1998;8.230;107;0;0;7.665;0;7.773;0;0;5;0;0;1998;12;Passivo;0;452;7.502;-533;
61;PRIME;I;3;2;12/1998;6.559;0;0;4.907;871;0;5.778;235;0;0;0;0;1998;12;Passivo;0;546;8.084;-927;
62;OK;I;3;;12/1998;5.866;0;0;0;162;0;162;0;0;0;0;0;1998;12;Passivo;0;5.704;6.775;702;
63;PERFORMANCE;I;3;;12/1998;971;0;0;0;158;0;158;0;0;0;0;0;1998;12;Passivo;0;812;10.955;230;
64;SINTESE;I;3;;12/1998;1.399;0;0;0;0;0;0;0;0;0;0;0;1998;12;Passivo;0;1.399;9.803;304;
65;TECNICORP;I;3;2;12/1998;6.937;249;0;1.618;3.749;0;5.616;0;0;12;0;0;1998;12;Passivo;0;1.309;3.366;-1.218;
66;ROYAL INVEST;I;3;2;12/1998;386;0;0;0;0;0;0;0;0;0;0;0;1998;12;Passivo;0;386;8.593;-241;
67;INVESTOR;C;3;;12/1998;6.459;0;0;0;0;0;0;0;0;0;0;5.408;1998;12;Passivo;0;1.051;1.319;-3.965;
68;STERLING;I;5;;12/1998;11.038;0;0;0;0;0;0;0;0;0;0;2.738;1998;12;Passivo;0;8.301;-4.203;-517;
