ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio;18
43;MARKA;I;3;;06/1996;610.071;190;510.514;29.854;3.634;3.077;12.027;0;13.775;46;0;36.954;1996;6;Ativo;
44;MARTINELLI;I;3;2;06/1996;101.777;1.518;1.901;3.850;1.360;0;43.252;-1.566;23.066;5.404;134;22.859;1996;6;Ativo;
45;BANACRE;I;2;;06/1996;127.354;1.117;30.080;19.840;9.333;909;45.270;-180;9.738;1.175;0;10.072;1996;6;Ativo;
46;PATENTE;C;3;;06/1996;1.794.928;266;1.709.547;14.120;0;0;9.309;-129;40.923;16;0;20.875;1996;6;Ativo;
47;EQUATORIAL;I;3;;06/1996;90.975;154;24.900;27.209;1.939;0;26.106;0;10.167;143;0;357;1996;6;Ativo;
48;OURINVEST;C;3;;06/1996;86.171;2.524;61.654;12.970;576;0;3.673;0;2.285;0;0;2.488;1996;6;Ativo;
49;BOREAL;I;3;2;06/1996;98.453;40;13.808;58.114;254;0;3.601;0;6.456;1;0;16.178;1996;6;Ativo;
50;DIMENSAO;I;3;2;06/1996;82.506;943;2.139;55.863;3.135;0;4.424;0;6.243;2;0;9.758;1996;6;Ativo;
51;VETOR;C;3;;06/1996;78.673;58;11.858;29.932;757;0;1.900;-1.834;23.821;10;0;12.172;1996;6;Ativo;
52;BATTISTELLA;I;3;;06/1996;78.610;267;0;0;0;0;48.058;-3.087;8.751;2.889;0;21.732;1996;6;Ativo;
53;ARBI;C;3;;06/1996;76.580;185;0;2.045;214;0;38.039;365;6.824;4.556;0;24.352;1996;6;Ativo;
54;HEXABANCO;I;3;;06/1996;76.573;562;15.130;12.112;547;0;40.860;-721;2.839;8;0;5.237;1996;6;Ativo;
55;TENDENCIA;I;3;2;06/1996;93.827;1.390;29.540;15.056;68;0;1.953;0;5.854;2;0;39.963;1996;6;Ativo;
56;STOCK;I;3;2;06/1996;1.471.461;158;1.400.807;49.432;566;0;3.478;0;620;6.401;0;9.999;1996;6;Ativo;
57;INVESTOR;C;3;;06/1996;345.163;409;275.897;49.580;1;0;6.756;0;5.964;2;0;6.554;1996;6;Ativo;
58;PATRIMONIO;I;3;;06/1996;66.686;11;2.626;45.440;0;0;0;0;7.885;33;0;10.691;1996;6;Ativo;
59;BCR;I;3;2;06/1996;67.232;199;15.567;5.260;3.572;33;28.533;-294;5.072;2.032;0;7.259;1996;6;Ativo;
60;FITAL;I;3;;06/1996;63.512;3;50.896;11.565;682;0;0;0;326;0;0;40;1996;6;Ativo;
61;PAULISTA;I;3;2;06/1996;65.820;193;15.282;5.406;7.935;0;19.468;-98;4.802;544;0;12.288;1996;6;Ativo;
62;EXPRINTER LOSAN;I;5;2;06/1996;52.857;55;3.462;30.276;0;0;0;0;18.505;2;0;557;1996;6;Ativo;
63;PORTO REAL;I;3;;06/1996;52.274;474;5.413;1.317;6.505;0;20.003;-332;3.153;4.504;0;11.235;1996;6;Ativo;
64;HNF;I;3;2;06/1996;49.989;124;2.711;1.275;2.199;0;21.231;-1.494;1.625;17.769;0;4.548;1996;6;Ativo;
65;MIL;I;3;2;06/1996;48.783;1.019;1.555;790;5.499;0;22.744;-232;4.503;2.317;0;10.589;1996;6;Ativo;
66;IOCHPE;I;3;;06/1996;45.711;25;222;977;136;712;30.556;-1.208;4.053;0;0;10.238;1996;6;Ativo;
67;BCO MERCANTIL INVS;I;3;2;06/1996;44.209;4;15.044;0;0;0;23.180;-599;4.012;1.623;0;945;1996;6;Ativo;
68;INTERFINANCE;I;3;2;06/1996;54.041;392;13.674;11.247;0;0;21.749;-98;2.659;6;0;4.411;1996;6;Ativo;
69;NACOES;I;3;;06/1996;44.415;51;16.310;0;908;0;22.754;-377;289;1.039;0;3.441;1996;6;Ativo;
70;METROPOLITANO;I;5;;06/1996;34.775;916;177;4.719;419;0;12.332;-162;11.388;2.626;0;2.361;1996;6;Ativo;
71;MAXI-DIVISA;I;3;;06/1996;30.033;88;1.760;14.783;0;0;1.049;-4;878;0;0;11.479;1996;6;Ativo;
72;EMBLEMA;I;3;2;06/1996;28.020;46;18.824;3.548;1.000;0;3.719;0;412;38;0;434;1996;6;Ativo;
73;PERFORMANCE;I;3;;06/1996;1.299.484;4;1.273.555;19.388;11;0;94;0;2.067;0;0;4.365;1996;6;Ativo;
74;AUGUSTA;I;3;2;06/1996;25.887;27;497;4.124;1.123;0;97;0;103;2;0;19.914;1996;6;Ativo;
75;TRICURY;I;3;;06/1996;25.825;257;6.917;410;0;0;12.095;-330;493;1.173;0;4.810;1996;6;Ativo;
76;FICRISA AXELRUD;I;3;2;06/1996;20.941;227;8.207;0;403;0;8.190;-686;3.397;770;0;433;1996;6;Ativo;
77;MISASI;C;3;;06/1996;19.757;29;4.064;367;0;0;4.590;0;2.772;4;0;7.930;1996;6;Ativo;
78;INTERPART;I;3;;06/1996;19.113;29;290;464;167;0;4.710;-25;11.600;0;0;1.876;1996;6;Ativo;
79;MALCON;I;3;2;06/1996;18.994;8;7.097;7;78;0;8.506;-62;2.695;88;0;577;1996;6;Ativo;
80;FINANSINOS;I;3;2;06/1996;17.046;27;4.174;38;107;0;11.169;-1.779;2.432;42;0;839;1996;6;Ativo;
81;OPERADOR;I;3;2;06/1996;16.609;9;701;6;34;0;4.204;2.143;300;2.228;0;6.984;1996;6;Ativo;
82;TECNICORP;I;3;2;06/1996;16.242;130;2.470;6;408;0;7.742;-47;1.535;879;0;3.119;1996;6;Ativo;
83;PRIME;C;3;;06/1996;16.852;29;2.016;2.054;0;0;26;0;7.539;19;0;5.168;1996;6;Ativo;
84;MAXINVEST;I;3;;06/1996;14.501;69;1.189;1.671;622;0;4.594;-12;850;109;0;5.409;1996;6;Ativo;
85;STERLING;I;5;;06/1996;14.278;45;42;26;10.069;0;0;-1;1.682;0;0;2.415;1996;6;Ativo;
86;POTTENCIAL;I;3;;06/1996;14.617;77;2.801;8;17;0;11.116;-112;252;7;0;452;1996;6;Ativo;
87;PORTO SEGURO;I;3;;06/1996;13.899;30;0;5.788;164;0;0;0;569;0;0;7.348;1996;6;Ativo;
88;AMERICAN EXPRES;I;4;2;06/1996;12.289;1;0;5.417;0;0;6.858;0;13;0;0;0;1996;6;Ativo;
89;OK;I;3;2;06/1996;9.556;3;963;1.961;0;0;3.492;-138;37;4;0;3.234;1996;6;Ativo;
90;BANCRED;I;3;2;06/1996;4.836;43;796;0;368;0;1.136;-23;245;0;0;2.270;1996;6;Ativo;
91;CRITERIUM;I;3;;06/1996;3.126;14;1.281;4;0;0;0;0;92;0;0;1.734;1996;6;Ativo;
92;TOTAL;I;3;;06/1996;2.044.087;7;2.042.003;719;0;0;0;0;259;0;0;1.098;1996;6;Ativo;
93;BRASEG;I;5;2;06/1996;385;1;0;372;0;0;0;0;0;0;0;11;1996;6;Ativo;
