ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio;18
42;ARBI;C;3;;12/1997;76.196;59;0;19.960;52;0;24.075;0;3.565;6.442;0;22.043;1997;12;Ativo;
43;BANACRE;I;2;;12/1997;73.638;1.502;0;2.117;10.221;3.205;40.657;-130;4.924;2.021;0;9.121;1997;12;Ativo;
44;PORTO REAL;I;3;;12/1997;71.790;384;9.176;3.525;6.158;0;35.847;-56;2.676;4.761;0;9.321;1997;12;Ativo;
45;MIL;C;3;;12/1997;70.483;756;0;1.390;3.765;0;46.869;-1.779;9.619;2.403;337;7.123;1997;12;Ativo;
46;BOREAL;I;3;2;12/1997;69.768;104;665;38.586;0;0;5.173;0;1.444;1;0;23.795;1997;12;Ativo;
47;OURINVEST;C;3;;12/1997;63.213;2.754;21.729;30.004;2;0;5.804;0;1.456;326;0;1.138;1997;12;Ativo;
48;BCO MERCANTIL  INVS;I;3;2;12/1997;47.158;212;248;0;0;0;40.222;-3.718;8.293;1.119;0;781;1997;12;Ativo;
49;HNF;I;3;2;12/1997;44.421;32;23;0;0;0;327;-90;43.815;23;0;291;1997;12;Ativo;
50;TRICURY;I;3;;12/1997;42.182;163;20.877;66;0;0;15.507;-81;267;663;0;4.719;1997;12;Ativo;
51;MERRILL LYNCH;I;4;;12/1997;40.911;123;4.906;15.556;0;0;0;0;13.652;13;0;6.661;1997;12;Ativo;
52;NACOES;I;3;;12/1997;44.593;823;9.372;986;715;0;25.392;-340;1.346;1.565;0;4.735;1997;12;Ativo;
53;EXPRINTER LOSAN;I;5;2;12/1997;38.505;413;0;13.033;0;0;15.121;-306;9.610;3;0;631;1997;12;Ativo;
54;INDUSCRED;I;3;;12/1997;34.131;402;18.065;1.830;125;0;12.047;-185;1.390;177;0;280;1997;12;Ativo;
55;EMBLEMA;I;3;2;12/1997;32.438;83;12.060;13.045;136;0;2.380;0;1.354;44;0;3.336;1997;12;Ativo;
56;METROPOLITANO;I;5;;12/1997;28.870;1.970;0;11;240;0;5.317;0;15.406;3.674;0;2.252;1997;12;Ativo;
57;INTERPART;I;3;;12/1997;27.914;49;50;1.377;7;0;16.752;-25;753;7.201;0;1.751;1997;12;Ativo;
58;MALCON;I;3;2;12/1997;26.929;101;4.259;8;8;0;17.831;-183;4.216;234;0;455;1997;12;Ativo;
59;IOCHPE;I;3;;12/1997;23.031;36;2;1;0;0;0;0;1.927;0;0;21.066;1997;12;Ativo;
60;FICRISA AXELRUD;I;3;;12/1997;23.007;328;1.781;0;73;0;16.310;-100;3.839;352;0;425;1997;12;Ativo;
61;PERFORMANCE;I;3;;12/1997;20.266;61;0;11.400;0;0;206;0;2.407;6;0;6.186;1997;12;Ativo;
62;MISASI;C;3;;12/1997;20.030;142;3.074;3.294;0;0;7.927;0;2.470;8;0;3.116;1997;12;Ativo;
63;POTTENCIAL;I;3;;12/1997;18.956;197;881;0;14;0;17.274;-87;314;0;0;363;1997;12;Ativo;
64;MAXINVEST;I;3;;12/1997;18.607;313;4.429;262;155;0;7.304;-23;1.352;33;0;4.781;1997;12;Ativo;
65;TECNICORP;I;3;2;12/1997;17.333;313;1.072;6;0;0;8.913;-22;2.411;1.445;0;3.195;1997;12;Ativo;
66;FINANSINOS;I;3;2;12/1997;16.770;243;1.821;41;82;0;13.613;-2.332;2.529;38;0;735;1997;12;Ativo;
67;PRIME;I;3;2;12/1997;16.547;63;4.915;1.247;0;0;4;0;2.765;2;0;7.550;1997;12;Ativo;
68;AMERICAN EXPRES;I;4;2;12/1997;15.362;2;2.896;2.781;0;0;9.651;0;0;0;0;31;1997;12;Ativo;
69;OK;I;3;2;12/1997;11.705;8;834;68;0;0;8.391;-7;166;270;0;1.975;1997;12;Ativo;
70;INVESTOR;C;3;;12/1997;10.830;15;157;652;3;0;409;0;1.513;11;0;8.070;1997;12;Ativo;
71;STERLING;I;5;;12/1997;9.803;15;0;120;4.476;0;0;0;2.821;663;0;1.708;1997;12;Ativo;
72;BANCRED;I;3;2;12/1997;9.376;1;0;706;151;0;328;0;2.999;0;0;5.192;1997;12;Ativo;
73;ROYAL INVEST;I;3;2;12/1997;8.717;34;1.756;1.060;1;0;1.055;25;524;1.095;0;3.167;1997;12;Ativo;
