TipoInstituicao;CodInst;AnoMes;NomeRelatorio;NumeroRelatorio;Grupo;Conta;NomeColuna;DescricaoColuna;Saldo
1;00068987;202409;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];651116875.0
1;00068987;202409;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];331329362.75
1;00068987;202409;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];575350767.15
1;00068987;202409;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];398346187.52
1;00068987;202409;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];75766107.85
1;00068987;202409;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81956001];2714356.9
1;00068987;202409;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;65324626.66
1;00068987;202409;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.15618783729303
1;00068987;202409;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;0.153974129355862
1;00075847;202409;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];2960772623.2
1;00075847;202409;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];1513373687.95
1;00075847;202409;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];2686230462.2
1;00075847;202409;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];2521843119.96
1;00075847;202409;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];274542161.0
1;00075847;202409;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81956001];6168499.47
1;00075847;202409;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;274519037.52
1;00075847;202409;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.0756688169157909
1;00075847;202409;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;0.158840241633092
1;00106180;202409;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];1549301402.23
1;00106180;202409;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];58678559.71
1;00106180;202409;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];1404310011.65
1;00106180;202409;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];0.0
1;00106180;202409;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];144991390.58
1;00106180;202409;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81956001];45035.2799999992
1;00106180;202409;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;96017918.84
1;00106180;202409;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.0329486870598788
1;00106180;202409;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;0.282184773549721
1;00129753;202409;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];1969895.46
1;00129753;202409;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];799695.52
1;00129753;202409;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];346333.8
1;00129753;202409;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];0.0
1;00129753;202409;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];1623561.66
1;00129753;202409;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81956001];52732.36
1;00129753;202409;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;1623561.66
1;00129753;202409;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.000376690343870278
1;00129753;202409;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;0.871996210003151
1;00141155;202409;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];6590083.86
1;00141155;202409;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];2316147.18
1;00141155;202409;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];600740.9
1;00141155;202409;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];0.0
1;00141155;202409;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];5989342.96
1;00141155;202409;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81956001];4997.13
1;00141155;202409;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;5989342.96
1;00141155;202409;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.0771507798244367
1;00141155;202409;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;1.00849319521601
1;00184068;202409;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];2587720754.19
1;00184068;202409;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];0.0
1;00184068;202409;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];2471835618.17
1;00184068;202409;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];0.0
1;00184068;202409;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];115885136.02
1;00184068;202409;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81956001];168139.939999995
1;00184068;202409;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;115885136.02
