TipoInstituicao;CodInst;AnoMes;NomeRelatorio;NumeroRelatorio;Grupo;Conta;NomeColuna;DescricaoColuna;Saldo
1;00068987;202003;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];226513042.23
1;00068987;202003;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];158597118.17
1;00068987;202003;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];183300605.17
1;00068987;202003;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];109133442.04
1;00068987;202003;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];43212437.06
1;00068987;202003;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81956001];-432149.009999999
1;00068987;202003;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;37168009.33
1;00068987;202003;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.0663155166077333
1;00068987;202003;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;0.229809562942732
1;00075847;202003;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];916024411.51
1;00075847;202003;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];460602851.92
1;00075847;202003;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];763511764.72
1;00075847;202003;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];752109501.97
1;00075847;202003;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];152512646.79
1;00075847;202003;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81956001];1441326.26
1;00075847;202003;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;152432799.65
1;00075847;202003;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.0316677835156457
1;00075847;202003;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;0.269064833891722
1;00106180;202003;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];379506235.57
1;00106180;202003;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];4886242.15
1;00106180;202003;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];342864007.51
1;00106180;202003;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];0.0
1;00106180;202003;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];36642228.06
1;00106180;202003;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81956001];647996.409999998
1;00106180;202003;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;29114803.92
1;00106180;202003;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.138571038331073
