ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio;18
44;BOREAL;I;3;2;12/1996;212.454;99;105.050;86.424;0;0;108;0;1.909;1;0;18.864;1996;12;Ativo;
45;AUGUSTA 251;I;3;2;12/1996;97.891;15;87;97.174;1;0;95;0;465;0;0;55;1996;12;Ativo;
46;OURINVEST;C;3;;12/1996;90.755;11.160;49.221;12.061;3.387;0;9.000;0;4.161;19;0;1.745;1996;12;Ativo;
47;HEXABANCO;I;3;;12/1996;84.729;590;9.505;12.918;4.367;0;47.165;-1.395;5.409;17;0;6.153;1996;12;Ativo;
48;BCR;I;3;2;12/1996;85.892;407;13.510;14.303;1.410;0;40.373;-696;6.477;2.142;0;7.965;1996;12;Ativo;
49;TENDENCIA;I;3;2;12/1996;416.083;2.121;344.526;21.590;272;0;2.917;0;744;3;0;43.910;1996;12;Ativo;
50;MIL;C;3;;12/1996;78.131;1.148;2.403;1.546;2.625;0;52.230;-371;7.693;2.599;504;7.753;1996;12;Ativo;
51;STOCK;C;3;;12/1996;1.777.026;23;1.701.279;17.751;0;0;7.092;0;35.887;6.405;0;8.589;1996;12;Ativo;
52;FITAL;I;3;;12/1996;72.811;4;54.956;17.664;0;0;0;0;150;0;0;36;1996;12;Ativo;
53;SOCOPA;C;3;;12/1996;89.457;236;25.741;9.584;2.015;0;26.061;-81;12.881;1.097;0;11.923;1996;12;Ativo;
54;HNF;I;3;2;12/1996;71.883;187;166;845;13;0;14.090;-492;42.567;10.490;0;4.017;1996;12;Ativo;
55;BATTISTELLA;I;3;;12/1996;57.088;449;21;0;0;0;31.007;-6.152;9.225;2.874;0;19.664;1996;12;Ativo;
56;DIMENSAO;I;3;2;12/1996;54.137;663;3.133;29.237;3;0;5.158;0;3.569;2;0;12.372;1996;12;Ativo;
57;PORTO REAL;I;3;;12/1996;52.546;477;3.002;3.231;3.564;0;24.391;-252;3.251;4.536;0;10.347;1996;12;Ativo;
58;INTERFINANCE;I;3;2;12/1996;54.401;238;5.940;15.940;0;0;23.862;-1.313;3.673;146;0;5.914;1996;12;Ativo;
59;IOCHPE;I;3;;12/1996;46.478;29;4.005;1;0;0;26.091;0;3.529;0;0;12.823;1996;12;Ativo;
60;METROPOLITANO;I;5;;12/1996;43.887;921;380;7.804;3;0;11.407;-23;18.652;2.366;0;2.376;1996;12;Ativo;
61;INVESTOR;C;3;;12/1996;43.028;32;3.287;20.453;8;0;4.333;0;7.349;3;0;7.562;1996;12;Ativo;
62;REPUBLIC NATION;I;4;;12/1996;41.089;0;9.238;31.247;57;0;0;0;263;223;-28;88;1996;12;Ativo;
63;NACOES;I;3;;12/1996;44.551;1.956;12.026;991;99;0;22.775;-127;534;1.135;0;5.162;1996;12;Ativo;
64;BCO MERCANTIL INVS;I;3;2;12/1996;34.493;41;2.380;0;0;0;23.409;-1.790;7.252;2.181;0;1.019;1996;12;Ativo;
65;EXPRINTER LOSAN;I;5;2;12/1996;33.753;14;7.957;14.579;0;0;0;0;10.646;5;0;553;1996;12;Ativo;
66;EMBLEMA;I;3;2;12/1996;33.960;66;15.529;10.185;1;0;3.107;-95;1.611;45;0;3.511;1996;12;Ativo;
67;MAXI-DIVISA;I;3;;12/1996;29.055;11;3.900;11.670;0;0;64;-9;1.101;250;0;12.067;1996;12;Ativo;
68;TRICURY;I;3;;12/1996;24.961;183;10.826;190;0;0;7.557;-1.037;1.086;1.397;0;4.757;1996;12;Ativo;
69;MALCON;I;3;2;12/1996;21.518;203;4.006;7;4;0;14.278;-93;2.480;89;0;544;1996;12;Ativo;
70;FICRISA AXELRUD;I;3;;12/1996;20.819;564;9.554;0;58;0;6.205;-379;3.538;884;0;395;1996;12;Ativo;
71;OPERADOR;I;3;2;12/1996;19.361;393;3.343;7;0;0;4.806;1.463;280;1.079;0;7.989;1996;12;Ativo;
72;MISASI;C;3;;12/1996;18.493;32;3.228;357;0;0;9.469;0;2.209;4;0;3.195;1996;12;Ativo;
73;PRIME;I;3;2;12/1996;19.564;13;2.370;6.671;0;0;12;0;2.195;7;0;8.296;1996;12;Ativo;
74;FINANSINOS;I;3;2;12/1996;18.224;412;3.818;39;18;0;13.032;-2.070;2.151;38;0;788;1996;12;Ativo;
75;TECNICORP;I;3;2;12/1996;17.908;73;2.633;6;0;0;8.675;-18;2.369;961;0;3.208;1996;12;Ativo;
76;MAXINVEST;I;3;;12/1996;16.910;156;2.712;58;27;0;7.241;-46;840;5;0;5.918;1996;12;Ativo;
77;POTTENCIAL;I;3;;12/1996;18.966;53;4.555;293;0;0;12.842;-17;557;231;0;452;1996;12;Ativo;
78;INTERPART;I;3;;12/1996;16.200;41;198;3.731;0;0;6.694;-25;3.731;0;0;1.828;1996;12;Ativo;
79;AMERICAN EXPRES;I;4;2;12/1996;13.427;3;0;5.705;0;0;7.672;0;16;0;0;31;1996;12;Ativo;
80;EXCEL BI;I;4;2;12/1996;12.844;1;12.521;16;0;0;0;0;170;0;0;135;1996;12;Ativo;
81;STERLING;I;5;;12/1996;12.689;32;175;26;8.272;0;0;0;1.757;663;0;1.764;1996;12;Ativo;
82;BANCRED;I;3;2;12/1996;12.145;72;199;0;3;0;335;0;1.313;7.138;0;3.085;1996;12;Ativo;
83;PERFORMANCE;I;3;;12/1996;10.443;37;1.692;2.212;0;0;151;0;1.580;1;0;4.770;1996;12;Ativo;
84;OK;I;3;2;12/1996;9.539;85;989;233;0;0;5.232;-4;70;4;0;2.931;1996;12;Ativo;
85;CRITERIUM;I;3;;12/1996;2.824;13;1.013;4;0;0;0;0;92;1;0;1.701;1996;12;Ativo;
86;BRASEG;I;5;2;12/1996;343;2;0;326;0;0;0;0;2;0;0;13;1996;12;Ativo;
