ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio;18;19;20;21;22
24;REPUBLIC NATION;I;4;;12/1997;303.197;0;0;0;105.681;0;105.681;130.112;0;0;0;64.183;1997;12;Passivo;0;3.221;36.545;-6.623;
25;INTER-ATLANTICO;I;5;2;12/1997;0;0;0;0;0;0;0;0;0;0;0;0;1997;12;Passivo;0;0;188.236;-66.091;
26;INDUSVAL;C;3;;12/1997;155.756;5.808;0;3.269;67.854;15;76.946;22.104;3.442;0;5;5.512;1997;12;Passivo;0;47.747;24.370;1.733;
27;BRJ;I;3;;12/1997;150.445;0;0;0;2.925;0;2.925;0;0;0;0;140.543;1997;12;Passivo;0;6.977;15.917;-340;
28;EUROINVEST;I;5;2;12/1997;127.598;17;0;82.601;3.942;0;86.560;0;0;0;0;15.843;1997;12;Passivo;0;25.194;36.798;2.337;
29;BANCO AXIAL;I;3;2;12/1997;136.252;31;0;0;27.506;0;27.537;98.613;0;1;0;0;1997;12;Passivo;0;10.101;26.491;3.576;
30;PATENTE;C;3;;12/1997;912.815;929;0;0;7.178;0;8.106;887.555;0;0;0;0;1997;12;Passivo;0;17.154;32.919;-3.991;
31;TRANSBANCO;I;3;2;12/1997;194.858;0;0;42.438;22.718;0;65.156;0;0;0;0;119.805;1997;12;Passivo;0;9.897;-50.945;-54.212;
32;SOCOPA;C;3;;12/1997;118.497;5.230;0;2.033;34.294;0;41.557;47.691;0;0;130;12.217;1997;12;Passivo;0;16.902;22.956;3.352;
33;LIBERAL;C;4;;12/1997;108.338;1.057;0;-3;15.030;0;16.083;13.517;0;0;1.034;172;1997;12;Passivo;0;77.532;40.429;6.590;
34;EQUATORIAL;I;3;2;12/1997;94.337;632;0;0;86.957;0;87.588;0;0;0;0;0;1997;12;Passivo;0;6.748;24.261;1.485;
35;STOCK;C;3;;12/1997;1.312.075;463;0;0;7.036;0;7.499;1.262.267;0;0;0;0;1997;12;Passivo;0;42.309;25.041;1.932;
36;TENDENCIA;I;3;2;12/1997;34.929;0;0;21.216;1.712;0;22.928;5.549;0;0;0;124;1997;12;Passivo;0;6.327;65.798;-3.462;
37;BERON;I;2;;12/1997;430.366;30.247;0;264.318;8.381;0;302.945;0;0;67;161;83.310;1997;12;Passivo;0;43.883;-341.685;-74.862;
38;HEXABANCO;I;3;;12/1997;69.179;807;0;4.258;57.926;0;62.991;781;0;0;0;0;1997;12;Passivo;0;5.407;14.722;69;
39;BCR;I;3;2;12/1997;77.488;3.448;0;1.639;58.747;0;63.835;7.698;0;1;2;9;1997;12;Passivo;0;5.944;7.965;-5.846;
40;FITAL;I;3;;12/1997;65.679;1.555;0;0;63.373;0;64.928;0;0;0;0;0;1997;12;Passivo;0;751;13.696;925;
41;GRAPHUS;C;3;;12/1997;58.076;2.657;0;0;9.467;0;12.125;16.306;0;0;2.002;2.547;1997;12;Passivo;0;25.096;36.777;-1.657;
42;ARBI;C;3;;12/1997;32.069;50;0;0;5.738;0;5.788;19.117;0;0;0;5.703;1997;12;Passivo;0;1.460;44.127;-5.818;
43;BANACRE;I;2;;12/1997;90.318;17.149;3.749;57.000;923;0;78.821;0;0;0;1.177;1.566;1997;12;Passivo;0;8.754;-16.680;-16.575;
44;PORTO REAL;I;3;;12/1997;52.877;6.785;4.789;0;37.682;0;49.256;0;0;0;1.872;0;1997;12;Passivo;0;1.749;18.913;836;
45;MIL;C;3;;12/1997;61.849;5.927;0;3.492;33.486;0;42.905;501;0;0;5;7.632;1997;12;Passivo;0;10.806;8.634;-5.990;
46;BOREAL;I;3;2;12/1997;16.050;68;0;2.099;4.077;0;6.243;657;0;0;0;0;1997;12;Passivo;0;9.150;53.718;-3.374;
47;OURINVEST;C;3;;12/1997;43.149;0;0;0;10.219;0;10.219;0;0;0;0;30.831;1997;12;Passivo;0;2.099;20.064;74;
48;BCO MERCANTIL  INVS;I;3;2;12/1997;18.111;200;0;10.751;0;0;10.951;0;0;0;0;5.058;1997;12;Passivo;0;2.102;29.046;1.261;
49;HNF;I;3;2;12/1997;7.414;21;0;0;2.535;0;2.556;0;0;1;0;0;1997;12;Passivo;0;4.857;37.007;-2.407;
50;TRICURY;I;3;;12/1997;29.832;0;0;0;28.567;0;28.567;0;0;0;0;0;1997;12;Passivo;0;1.265;12.350;1.260;
51;MERRILL LYNCH;I;4;;12/1997;13.009;0;0;0;0;0;0;0;0;0;0;0;1997;12;Passivo;0;13.009;27.902;6.249;
52;NACOES;I;3;;12/1997;33.124;2.137;0;1.682;16.394;0;20.214;6.043;0;0;738;5.232;1997;12;Passivo;0;897;11.470;86;
53;EXPRINTER LOSAN;I;5;2;12/1997;19.503;0;0;0;6.077;0;6.077;1.401;0;0;0;0;1997;12;Passivo;0;12.024;19.003;-4.571;
54;INDUSCRED;I;3;;12/1997;21.628;819;0;0;19.126;0;19.945;0;0;0;3;0;1997;12;Passivo;0;1.679;12.503;570;
55;EMBLEMA;I;3;2;12/1997;15.841;458;0;3.790;8.491;0;12.739;1.635;0;0;0;347;1997;12;Passivo;0;1.119;16.597;-1.196;
56;METROPOLITANO;I;5;;12/1997;24.554;0;0;0;0;0;0;0;0;0;0;1.383;1997;12;Passivo;0;23.171;4.316;-595;
57;INTERPART;I;3;;12/1997;14.543;264;0;270;4.114;0;4.648;0;0;11;0;9.311;1997;12;Passivo;0;573;13.371;1.325;
58;MALCON;I;3;2;12/1997;11.538;11;0;0;689;0;700;0;6.923;60;0;0;1997;12;Passivo;0;3.854;15.391;800;
59;IOCHPE;I;3;;12/1997;1.677;0;0;0;0;0;0;0;0;0;0;0;1997;12;Passivo;0;1.676;21.355;2.999;
60;FICRISA AXELRUD;I;3;;12/1997;11.049;480;0;0;5.905;0;6.385;0;100;0;0;37;1997;12;Passivo;0;4.527;11.958;558;
61;PERFORMANCE;I;3;;12/1997;9.615;0;0;0;252;0;252;8.037;0;0;0;0;1997;12;Passivo;0;1.326;10.651;849;
62;MISASI;C;3;;12/1997;10.398;0;0;0;7.620;0;7.620;0;0;0;0;0;1997;12;Passivo;0;2.777;9.632;-56;
63;POTTENCIAL;I;3;;12/1997;10.146;36;0;0;1.978;0;2.014;0;0;0;0;7.534;1997;12;Passivo;0;598;8.810;78;
64;MAXINVEST;I;3;;12/1997;9.854;755;0;0;6.119;0;6.874;841;0;0;0;0;1997;12;Passivo;0;2.139;8.753;321;
65;TECNICORP;I;3;2;12/1997;8.517;305;0;1.576;5.275;0;7.156;0;0;0;0;0;1997;12;Passivo;0;1.361;8.816;206;
66;FINANSINOS;I;3;2;12/1997;7.413;14;0;0;5.466;0;5.480;0;0;71;0;0;1997;12;Passivo;0;1.861;9.357;-140;
67;PRIME;I;3;2;12/1997;7.919;0;0;5.586;1.412;0;6.998;350;0;0;0;3;1997;12;Passivo;0;567;8.628;270;
68;AMERICAN EXPRES;I;4;2;12/1997;2.226;0;0;338;0;0;338;0;0;0;0;0;1997;12;Passivo;0;1.888;13.135;1.232;
69;OK;I;3;2;12/1997;5.013;0;0;0;0;0;0;0;0;0;0;0;1997;12;Passivo;0;5.013;6.692;848;
70;INVESTOR;C;3;;12/1997;5.596;0;0;0;0;0;0;0;0;0;0;4.517;1997;12;Passivo;0;1.078;5.235;-5.204;
71;STERLING;I;5;;12/1997;13.179;0;0;0;0;0;0;0;0;0;0;5.245;1997;12;Passivo;0;7.934;-3.376;555;
72;BANCRED;I;3;2;12/1997;3.714;0;0;3.714;0;0;3.714;0;0;0;0;0;1997;12;Passivo;0;0;5.662;-207;
73;ROYAL INVEST;I;3;2;12/1997;362;0;0;0;0;0;0;0;0;0;0;0;1997;12;Passivo;0;362;8.354;-1.024;
