ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio;18
53;SOGERAL;C;5;;06/1998;1.370.016;1.394;232.313;621.804;33.516;0;240.788;-4.902;157.226;4.196;55.652;28.030;1998;6;Ativo;
54;AGF BRASEG;C;5;;06/1998;1.348.495;12.976;253.564;403.251;211.633;0;223.328;-1.338;216.321;2.707;21.929;4.126;1998;6;Ativo;
55;INTER AMEX;C;5;;06/1998;1.176.499;10.745;288.113;312.043;108.954;0;171.599;-3.445;253.897;5.404;8.466;20.723;1998;6;Ativo;
56;ABC-BRASIL;C;4;;06/1998;1.379.077;1.156;348.694;203.434;68.011;0;363.474;0;258.996;5.513;0;129.797;1998;6;Ativo;
57;BNL;I;4;2;06/1998;988.821;17.943;92.746;164.565;51.343;0;431.238;-610;197.096;9.204;0;25.295;1998;6;Ativo;
58;BANESTES;I;2;2;06/1998;996.444;14.121;44.178;112.207;214.147;1.995;504.665;-90.235;120.981;8.452;0;65.932;1998;6;Ativo;
59;BEC;C;2;;06/1998;984.287;20.440;70.589;49.842;241.765;0;522.178;-4.368;68.118;0;0;15.724;1998;6;Ativo;
60;CREFISUL;C;3;;06/1998;941.338;2.569;82.273;64.953;85.418;30;411.763;-12.953;125.803;31.020;20.442;130.020;1998;6;Ativo;
61;RAIBOBANK;I;4;;06/1998;922.546;903;104.322;445.645;23.101;0;22.417;0;320.900;2.767;0;2.490;1998;6;Ativo;
62;FININVEST;I;5;2;06/1998;921.883;997;30.293;10.277;294.970;186.393;285.529;0;42.163;608;0;70.653;1998;6;Ativo;
63;SUMITBANK;I;4;;06/1998;910.882;971;8.649;347.929;11.702;0;357.891;-1.800;177.500;84;0;7.956;1998;6;Ativo;
64;SUL AMERICA;C;5;;06/1998;813.429;7.015;17.125;422.911;163.516;0;27.948;-270;78.656;3.193;0;93.335;1998;6;Ativo;
65;SANTOS;I;3;2;06/1998;2.006.853;532;1.201.111;120.714;72.238;4.294;396.979;-1.520;126.561;2.378;0;83.566;1998;6;Ativo;
66;BANDEPE;I;2;2;06/1998;737.190;14.266;0;75.381;189.310;87;291.354;-8.885;140.852;6.531;0;28.293;1998;6;Ativo;
67;BNP;I;4;;06/1998;574.528;1.121;152.772;233.442;28.426;55;92.968;0;47.383;11.090;0;7.273;1998;6;Ativo;
68;PEBB;C;3;;06/1998;4.337.718;596;3.785.250;478.574;31;0;1.611;0;22.329;3.374;0;45.953;1998;6;Ativo;
69;BEA;I;2;;06/1998;551.625;15.647;82.050;12.244;82.114;627;331.868;-2.842;13.408;2.489;0;14.021;1998;6;Ativo;
70;PANAMERICANO;I;3;2;06/1998;571.065;7.306;80.296;496;73.075;0;329.620;-5.234;60.597;13.377;0;11.531;1998;6;Ativo;
71;CREDITO SP;I;3;2;06/1998;718.865;159;202.337;155.855;43.199;0;161.669;-885;129.533;2.586;0;24.413;1998;6;Ativo;
72;INDUSTRIAL;I;3;2;06/1998;485.839;513;10.459;257.096;18.966;0;134.614;-1.582;28.505;3.305;0;33.961;1998;6;Ativo;
73;BANESE;I;2;;06/1998;451.716;4.303;252.484;9.691;46.824;0;111.054;-511;12.117;1.325;0;14.431;1998;6;Ativo;
74;OMEGA;C;3;;06/1998;448.046;3.082;273.768;83.248;1.629;0;11.207;-3.244;36.699;16.119;0;25.538;1998;6;Ativo;
75;BRASCAN;C;4;;06/1998;426.774;649;61.605;149.689;38.748;9.085;72.829;0;66.916;241;0;27.011;1998;6;Ativo;
76;SOFISA;C;3;;06/1998;405.736;1.648;87.752;15.044;38.001;18.646;130.493;-2.701;10.398;2.838;83.150;20.467;1998;6;Ativo;
77;CACIQUE;C;3;;06/1998;357.625;7.215;38.058;118.024;13.427;0;132.503;-3.890;23.487;3.389;0;25.412;1998;6;Ativo;
78;BVA;I;3;;06/1998;353.436;194;28.063;140.934;1.992;0;164.112;0;2.916;758;0;14.468;1998;6;Ativo;
79;BANPARA;I;2;;06/1998;298.983;11.519;15.203;15.436;64.769;6.489;211.595;-86.823;17.405;1.639;0;41.751;1998;6;Ativo;
80;BEM;I;2;2;06/1998;293.007;18.087;88.562;3.106;46.058;365;113.988;-12.999;15.056;1.874;0;18.910;1998;6;Ativo;
81;PINE;C;3;;06/1998;273.482;348;649;80.834;14.433;0;151.511;-1.212;23.137;0;0;3.782;1998;6;Ativo;
82;FATOR;C;3;;06/1998;269.582;37.504;15.833;154.998;0;0;0;0;47.829;0;0;13.418;1998;6;Ativo;
83;SCHAHIN;C;3;;06/1998;267.207;2.092;17.288;39.193;9.447;0;153.055;-817;24.227;5.640;906;16.175;1998;6;Ativo;
84;PROSPER;C;3;;06/1998;257.220;1.566;1.810;105.804;4.842;29.980;8.637;0;86.494;0;0;18.088;1998;6;Ativo;
85;LA PROVINCIA;I;4;;06/1998;228.306;7.637;15.167;26.025;547;0;41.103;0;136.903;1;0;924;1998;6;Ativo;
86;TRIANGULO;I;3;;06/1998;184.375;167;28.974;24;22.410;0;117.126;0;6.763;193;0;8.719;1998;6;Ativo;
87;GUANABARA;I;3;;06/1998;166.650;100;10.473;0;6.680;0;95.608;-452;2.599;67;51.078;495;1998;6;Ativo;
88;CRUZEIRO;I;3;2;06/1998;219.982;581;61.561;62.816;8.404;0;66.335;-64;5.603;1.245;0;13.502;1998;6;Ativo;
89;DAYCOVAL;I;3;2;06/1998;159.581;1.009;40.652;11.019;10.952;0;73.975;-655;1.473;18;0;21.137;1998;6;Ativo;
90;INTERCAP;I;3;2;06/1998;156.514;69;33.521;53.406;20.147;0;39.908;-2.746;2.633;121;0;9.454;1998;6;Ativo;
91;LAVRA;I;3;2;06/1998;160.743;32.897;9.460;3.526;8.412;695;62.508;-171;20.354;4.724;0;18.338;1998;6;Ativo;
92;BANCOOB;I;3;;06/1998;174.112;452;49.249;91.473;29.520;0;856;0;1.252;1;0;1.309;1998;6;Ativo;
93;VR;C;3;;06/1998;135.740;2.626;9.193;731;18.965;0;73.588;-12;30.378;24;0;245;1998;6;Ativo;
94;CREDIBEL;I;3;2;06/1998;122.891;1.620;39.966;16.716;9.313;476;31.440;-91;5.031;16.023;0;2.396;1998;6;Ativo;
95;BEPI;I;2;;06/1998;121.798;2.139;3.800;270;14.342;173;70.337;-334;21.505;3.484;0;6.081;1998;6;Ativo;
96;GERDAU;I;3;2;06/1998;121.071;21;2.899;0;75.874;0;37.884;-232;432;0;0;4.193;1998;6;Ativo;
97;THECA;C;3;;06/1998;119.031;572;2.411;1.565;0;0;0;0;103.287;21;0;11.176;1998;6;Ativo;
98;CLASSICO;I;3;;06/1998;109.533;4.055;5.736;96.220;1.071;1.976;0;0;73;0;0;403;1998;6;Ativo;
99;FICSA;I;3;2;06/1998;103.969;115;22.461;3.490;3.913;28;57.178;-712;14.347;1.392;0;1.756;1998;6;Ativo;
100;PARAIBAN;I;2;;06/1998;124.631;4.029;59.257;12.497;5.854;0;23.752;-7;2.459;1.244;0;15.546;1998;6;Ativo;
101;ARAUCARIA;I;3;2;06/1998;96.828;9.220;11.574;13.058;4.732;1.574;35.068;-129;12.494;2.042;0;7.195;1998;6;Ativo;
102;BANCNACION;I;4;;06/1998;95.751;1.054;23.175;237;1.502;0;43.864;-95;20.971;25;0;5.017;1998;6;Ativo;
103;INVESTCRED;I;3;2;06/1998;92.122;37;71.735;3;3.400;0;701;0;5.349;0;0;10.898;1998;6;Ativo;
104;WACHOVIA;I;4;;06/1998;81.582;1.429;3.805;27.307;1.081;0;7.361;-1.237;40.420;42;0;1.375;1998;6;Ativo;
105;MODAL;I;3;2;06/1998;79.760;105;0;56.407;4.559;0;8.751;0;8.560;10;0;1.367;1998;6;Ativo;
106;INTERIOR;I;3;;06/1998;69.848;279;11.350;1.995;8.658;0;41.098;-501;908;17;0;6.043;1998;6;Ativo;
107;AGROINVEST;I;5;2;06/1998;66.588;133;8.564;4.641;1.028;0;51.130;-1.107;2.016;1;0;181;1998;6;Ativo;
108;PARANA;I;3;2;06/1998;65.708;316;6.656;3.049;6.349;1;30.944;-144;5.398;3.300;0;9.840;1998;6;Ativo;
109;PECUNIA;I;3;2;06/1998;64.820;62;11.507;263;1.598;10;33.713;-486;9.526;3.098;0;5.529;1998;6;Ativo;
110;RENNER;I;3;;06/1998;58.417;53;10.348;29;499;0;44.959;-526;2.566;38;0;450;1998;6;Ativo;
111;MORADA;I;3;2;06/1998;56.377;110;9.277;2;4.272;0;21.929;-216;5.245;2.378;0;13.379;1998;6;Ativo;
112;UNION;I;4;;06/1998;52.577;686;9.631;1.587;763;0;14.252;0;11.725;4.642;0;9.293;1998;6;Ativo;
113;SANTOS NEVES;I;3;2;06/1998;51.391;282;4.780;628;1.572;0;33.383;-416;546;591;0;10.026;1998;6;Ativo;
114;BANSICREDI;I;3;;06/1998;157.439;373;123.736;3.685;18.468;0;7.966;-4;267;1;0;2.946;1998;6;Ativo;
115;BCOMURUGUAI;I;4;;06/1998;48.946;352;4.149;6;992;0;36.583;-553;4.446;582;0;2.390;1998;6;Ativo;
116;LUSO BRASILEIRO;I;3;;06/1998;48.331;164;6.043;4.248;2.942;1;25.165;-185;3.570;832;0;5.551;1998;6;Ativo;
117;CEDULA;I;3;;06/1998;45.242;273;11.434;1.150;729;1.229;20.613;-44;601;161;0;9.097;1998;6;Ativo;
118;BGN;I;3;2;06/1998;44.280;36;18.259;0;1.283;4;17.055;0;498;6;0;7.139;1998;6;Ativo;
119;RIBEIRAO PRETO;I;3;;06/1998;42.448;111;1.182;2.711;570;0;36.690;0;779;246;0;158;1998;6;Ativo;
120;EXTERIBANK;I;4;;06/1998;39.678;66;2.749;29.986;1;0;6.232;-61;219;55;0;431;1998;6;Ativo;
121;MATONE;I;3;2;06/1998;38.245;65;2.254;9.559;1.082;0;21.227;-797;1.274;618;0;2.963;1998;6;Ativo;
122;PRIMUS;C;3;;06/1998;45.390;1.835;13.350;5.945;810;0;412;0;9.071;49;0;13.917;1998;6;Ativo;
123;BONSUCESSO;I;3;2;06/1998;32.906;224;6.184;1.170;347;0;19.288;-376;551;132;0;5.385;1998;6;Ativo;
124;OPPORTUNITY;I;3;2;06/1998;208.126;12;192.219;5.613;0;0;0;0;1.593;1;0;8.687;1998;6;Ativo;
125;DESTAK;I;3;2;06/1998;27.305;12;0;21.965;582;0;3.817;0;523;0;0;407;1998;6;Ativo;
126;PLANIBANC;C;5;;06/1998;25.195;122;7.790;1.584;86;0;0;0;7.030;1;0;8.582;1998;6;Ativo;
127;LA REPUBLICA;I;4;;06/1998;20.257;339;1.000;7;207;0;12.577;-1.291;2.953;2.833;0;1.632;1998;6;Ativo;
128;BANER;I;2;;06/1998;19.863;223;3.550;0;1;21;5.618;-201;1.849;108;0;8.694;1998;6;Ativo;
129;BANCAP;I;3;2;06/1998;13.215;163;6.885;35;951;0;4.779;-284;272;54;0;362;1998;6;Ativo;
130;HISPANO;I;4;;06/1998;9.211;11;8.202;0;1;0;0;0;788;160;0;48;1998;6;Ativo;
1;BNDES;I;1;;06/1998;63.460.877;24.934;925;5.470.024;24.508.430;0;18.103.429;-498.493;4.545.341;2.217;0;11.304.071;1998;6;Ativo;
2;CCF BRASIL;C;4;;06/1998;10.028.366;29.791;5.475.730;2.125.305;305.268;0;744.479;-1.761;1.082.113;6.064;102.843;158.533;1998;6;Ativo;
3;FIAT;C;4;;06/1998;4.363.973;5.772;200.570;42.197;298.006;0;1.289.700;-158.895;158.777;15.886;2.361.218;150.744;1998;6;Ativo;
4;BANCOCIDADE;C;3;;06/1998;2.977.475;49.962;707.367;882.379;290.422;76;587.631;-10.071;242.409;30.522;127.452;69.325;1998;6;Ativo;
5;GM;C;4;;06/1998;2.613.271;1.058;69.262;409;41.537;3.147;906.329;-47.369;119.083;4.700;1.507.717;7.397;1998;6;Ativo;
6;FORD;C;4;;06/1998;2.195.540;35.981;13.985;1;0;0;603.823;-30.208;86.755;16.887;1.466.737;1.580;1998;6;Ativo;
7;VOLKSWAGEN;C;4;;06/1998;2.082.052;6.454;47.036;0;0;0;675.291;-58.035;86.919;47.464;1.264.749;12.174;1998;6;Ativo;
8;ICATU;C;3;;06/1998;2.325.553;2.970;652.965;1.188.702;86.970;0;78.560;0;259.689;558;0;55.139;1998;6;Ativo;
9;BRDE;I;2;;06/1998;1.842.164;272;207.419;15.231;0;0;1.591.675;-11.509;28.186;7.319;742;2.829;1998;6;Ativo;
10;REPUBLIC NATION;I;4;;06/1998;1.080.006;13;33.794;991.919;38.471;0;3.464;0;11.821;0;0;524;1998;6;Ativo;
11;MULTI;I;4;;06/1998;1.037.535;7.086;143.277;519.438;27.826;0;60.101;0;276.146;1.077;0;2.585;1998;6;Ativo;
12;MATRIX;C;3;;06/1998;1.100.713;10.437;81.685;645.077;14.937;0;28.437;-7;314.834;21;0;5.292;1998;6;Ativo;
13;DESENBANCO;I;2;;06/1998;840.013;269;13.640;448.574;10.392;0;347.870;-514;11.339;3.212;0;5.231;1998;6;Ativo;
14;FONTE;C;3;;06/1998;758.677;11.456;165.276;419.432;7.496;0;60.358;0;67.932;239;0;26.488;1998;6;Ativo;
15;LIBERAL;C;4;;06/1998;587.084;231;16.579;517.351;14.060;0;2.156;-7;18.178;80;0;18.456;1998;6;Ativo;
16;MULTIPLIC;C;5;;06/1998;561.773;100;142.367;330.696;0;0;0;0;60.104;1.307;0;27.199;1998;6;Ativo;
17;BDMG;I;2;;06/1998;552.869;328;56.472;37.693;0;0;335.509;-435;99.234;735;0;23.334;1998;6;Ativo;
18;FENICIA;C;3;;06/1998;381.870;3.358;4.450;4.181;21.638;1;103.450;-826;234.652;7.629;33;3.304;1998;6;Ativo;
19;BADESC;I;2;;06/1998;298.680;22;6.022;4.871;0;0;280.242;-171;2.770;4.229;0;696;1998;6;Ativo;
20;BANCO AXIAL;I;3;2;06/1998;306.568;94;15.236;288.080;714;0;52;0;1.617;17;0;758;1998;6;Ativo;
21;PATRIMONIO;I;3;;06/1998;266.314;2.182;7.089;169.720;4.923;0;0;0;39.925;49;0;42.427;1998;6;Ativo;
22;BANDES;I;2;2;06/1998;239.231;79;11.580;115.645;0;0;105.472;-693;2.495;1.526;0;3.126;1998;6;Ativo;
23;INDUSVAL;C;3;;06/1998;237.436;6.667;7.917;101.765;17.119;0;67.709;-595;16.508;8.428;0;11.917;1998;6;Ativo;
24;MARKA;I;3;;06/1998;222.994;108;0;133.977;18.447;3.082;3.854;0;20.852;34;0;42.640;1998;6;Ativo;
25;PATENTE;C;3;;06/1998;837.117;291;643.100;153.305;27;0;125;-23;17.693;1.269;0;21.329;1998;6;Ativo;
26;ARBI;C;3;;06/1998;187.362;127;0;131.375;142;0;23.612;-52;3.889;6.462;0;21.805;1998;6;Ativo;
27;BRJ;I;3;;06/1998;182.788;15;1.957;0;34.760;0;136.451;-385;1.240;2.306;0;6.443;1998;6;Ativo;
28;EUROINVEST;I;5;2;06/1998;178.483;64;52.502;1.699;54;0;8;0;108.023;137;0;15.996;1998;6;Ativo;
29;SOCOPA;C;3;;06/1998;174.716;1.117;2.387;80.654;10.302;0;26.795;-437;39.392;452;0;14.052;1998;6;Ativo;
30;RENDIMENTO;I;3;;06/1998;213.462;1.165;54.979;69.626;9.381;0;32.445;-251;30.326;803;0;14.988;1998;6;Ativo;
31;EQUATORIAL;I;3;2;06/1998;129.563;36;41.115;49.564;14.110;0;22.118;-52;1.359;11;0;1.302;1998;6;Ativo;
32;STOCK;C;3;;06/1998;1.212.785;70;1.100.000;59.844;1.967;0;5.198;-990;33.632;3;0;13.062;1998;6;Ativo;
33;TRANSBANCO;I;3;2;06/1998;103.552;545;3.037;22.657;325;0;69.418;-3.341;5.345;4.397;0;1.169;1998;6;Ativo;
34;BOREAL;I;3;2;06/1998;92.729;75;0;47.245;126;0;5.837;0;5.987;0;0;33.459;1998;6;Ativo;
35;TENDENCIA;C;3;;06/1998;85.719;42.878;2.759;12.738;185;0;5;0;14.469;5;0;12.680;1998;6;Ativo;
36;GRAPHUS;C;4;;06/1998;98.829;694;40.000;6;222;0;272;0;41.818;0;0;15.818;1998;6;Ativo;
37;MERRILL LYNCH;I;4;;06/1998;80.964;24;11.400;20.133;5.458;0;0;0;29.904;0;0;14.045;1998;6;Ativo;
38;PORTO REAL;I;3;;06/1998;81.863;395;10.799;16;11.716;0;42.549;-155;3.705;4.120;0;8.718;1998;6;Ativo;
39;OURINVEST;C;3;;06/1998;74.048;11.880;4.085;37.146;0;0;16.281;-14;3.694;11;0;965;1998;6;Ativo;
40;REDE;I;3;;06/1998;65.671;5.233;700;0;0;0;67.783;-48.949;39.039;1.839;0;26;1998;6;Ativo;
41;HEXABANCO;I;3;;06/1998;63.307;787;4.200;3.341;3.202;0;28.543;-991;14.926;2.847;0;6.452;1998;6;Ativo;
42;BCO MERCANTIL INVS;I;3;2;06/1998;47.327;48;566;0;0;0;35.569;-1.230;10.540;1.128;0;706;1998;6;Ativo;
43;BANACRE;I;2;;06/1998;46.415;1.001;0;675;5.825;3.121;25.550;-1.268;1.165;1.798;0;8.548;1998;6;Ativo;
44;INTERPART;I;3;;06/1998;45.252;24;520;1.643;147;0;33.143;0;860;7.201;0;1.715;1998;6;Ativo;
45;NACOES;I;3;;06/1998;44.507;471;11.346;617;1.584;0;22.486;-504;2.199;1.569;0;4.740;1998;6;Ativo;
46;EXPRINTER LOSAN;I;5;2;06/1998;36.785;166;1.400;4.110;0;0;22.831;-2.747;10.277;2;0;745;1998;6;Ativo;
47;TRICURY;I;3;;06/1998;35.967;94;13.780;22;0;0;21.461;-391;478;471;0;52;1998;6;Ativo;
48;INDUSCRED;I;3;;06/1998;32.911;66;19.142;9;192;0;10.364;-184;1.421;1.723;0;179;1998;6;Ativo;
49;EMBLEMA;I;3;2;06/1998;31.883;73;10.572;11.087;252;0;2.001;-19;3.191;84;0;4.642;1998;6;Ativo;
50;BCR;I;3;2;06/1998;27.080;0;1.999;1.087;7.747;0;0;0;12.978;15;0;3.254;1998;6;Ativo;
51;MALCON;I;3;2;06/1998;24.078;4;3.998;8;80;0;17.459;-272;2.157;235;0;410;1998;6;Ativo;
52;MISASI;C;3;;06/1998;23.082;45;3.250;3.081;0;0;7.517;0;6.132;4;0;3.053;1998;6;Ativo;
53;FICRISA AXELRUD;I;3;;06/1998;21.683;145;6.965;0;637;0;13.024;-526;702;341;0;395;1998;6;Ativo;
54;KEB;I;4;;06/1998;20.795;100;229;18.314;1.281;0;0;0;102;15;0;754;1998;6;Ativo;
55;HNF;I;3;2;06/1998;20.463;31;6;0;128;0;249;-124;19.847;23;0;304;1998;6;Ativo;
56;POTTENCIAL;I;3;;06/1998;22.727;328;4.500;0;162;0;16.812;-75;199;425;0;378;1998;6;Ativo;
57;MAXINVEST;I;3;;06/1998;20.536;163;8.071;1;704;0;5.714;-50;1.160;105;0;4.668;1998;6;Ativo;
58;FINANSINOS;I;3;2;06/1998;17.150;38;4.370;42;286;0;9.893;-738;2.477;41;0;742;1998;6;Ativo;
