ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio;18
20;MERCAPAULO;I;3;2;06/1995;3.251.342;38.370;503.202;523.390;341.540;289;803.236;-5.929;358.093;3.563;0;685.591;1995;6;Ativo;
21;BFB;I;4;2;06/1995;3.193.479;62.906;169.006;223.092;179.262;890;1.395.813;-2.467;806.685;35.195;0;323.096;1995;6;Ativo;
22;BOAVISTA;C;4;;06/1995;3.153.686;92.775;162.716;958.716;166.707;2.868;909.912;-32.656;714.488;6.843;91.830;79.486;1995;6;Ativo;
23;AMERICA DO SUL;I;5;2;06/1995;2.929.832;80.071;180.531;376.097;528.971;9.788;1.205.564;-743;315.699;1.738;0;232.118;1995;6;Ativo;
24;BEMGE;I;2;2;06/1995;2.890.019;50.307;249.457;519.194;487.773;29.549;906.508;-9.891;503.603;4.773;0;148.746;1995;6;Ativo;
25;VEGA;C;3;;06/1995;2.832.383;74;9.474;969;3.737;2.775.676;27.995;-25;8.713;1.563;0;4.206;1995;6;Ativo;
26;LLOYDS;C;4;;06/1995;2.836.555;10.211;791.034;457.138;117.492;3;630.206;15.200;715.746;26.257;30.117;43.152;1995;6;Ativo;
27;BANKBOSTON;C;4;;06/1995;2.880.411;54.967;639.087;369.019;144.599;110;335.274;-1.977;1.052.745;9.836;173.068;103.682;1995;6;Ativo;
28;MERIDIONAL;I;1;2;06/1995;2.200.136;10.130;185.254;261.003;273.291;0;1.084.628;-28.220;143.132;87.133;0;183.785;1995;6;Ativo;
29;ABN AMRO;I;4;2;06/1995;2.199.947;26.920;441.582;227.511;138.867;72.234;648.110;-16.591;581.213;9.427;0;70.675;1995;6;Ativo;
30;BANDEIRANTES;I;3;2;06/1995;2.001.282;42.233;205.737;411.027;296.872;2.894;732.224;-599;128.947;6.152;0;175.795;1995;6;Ativo;
31;DIBENS;C;3;;06/1995;1.631.507;3.200;506.245;115.991;29.626;0;316.009;-3.271;102.231;11.479;471.027;78.969;1995;6;Ativo;
32;BMB;I;3;2;06/1995;1.586.754;9.173;293.237;213.372;192.740;989;672.415;-9.217;52.514;2.768;0;158.764;1995;6;Ativo;
33;PONTUAL;C;3;;06/1995;1.400.762;11.183;215.470;217.323;58.551;0;571.571;-1.777;84.639;30.313;170.316;43.172;1995;6;Ativo;
34;BMC;I;3;2;06/1995;1.315.680;27.397;89.953;118.672;62.139;6;733.849;-9.819;198.928;24.109;0;70.445;1995;6;Ativo;
35;BESC;I;2;2;06/1995;1.343.902;14.378;120.463;572.608;125.922;1.517;395.876;-640;41.691;2.385;0;69.700;1995;6;Ativo;
36;BANEB;I;2;2;06/1995;1.308.647;9.521;48.757;384.031;205.269;7;497.073;-3.380;60.352;5.039;0;101.979;1995;6;Ativo;
37;EXCEL;I;4;2;06/1995;1.275.977;4.432;193.702;200.717;50.398;0;586.488;-10.427;134.482;3.194;0;112.990;1995;6;Ativo;
38;BIC;I;3;2;06/1995;1.190.928;26.421;37.890;203.052;164.041;0;498.790;-793;160.097;8.297;11.005;82.128;1995;6;Ativo;
39;RURAL;C;3;;06/1995;1.169.845;15.596;62.925;133.140;83.932;82;489.887;-26.235;285.584;2.260;49.657;73.016;1995;6;Ativo;
40;BRB;I;2;2;06/1995;1.112.754;17.056;164.072;146.985;121.109;24;527.718;-2.028;32.798;3.964;0;101.055;1995;6;Ativo;
41;CHASE MANHATTAN;I;4;2;06/1995;1.048.259;8.960;396.289;121.692;55.840;0;79.475;-410;292.872;5.083;0;88.457;1995;6;Ativo;
42;BMG;C;3;;06/1995;993.111;2.836;76.405;140.716;31.639;68;283.481;-3.430;147.498;6.017;256.411;51.470;1995;6;Ativo;
43;CREDIBANCO;I;5;2;06/1995;971.776;2.580;95.839;38.430;59.061;0;514.059;-11.988;176.178;6.462;37.159;53.997;1995;6;Ativo;
44;BASA;I;1;;06/1995;907.343;5.854;161.952;46.551;50.672;12.127;285.425;-4.242;278.008;12.387;0;58.608;1995;6;Ativo;
45;VOTORANTIM;I;3;;06/1995;3.104.320;902;2.320.925;372.601;16.406;0;128.385;-4.680;217.392;36;0;52.353;1995;6;Ativo;
46;SOCIETE GENERALE;C;4;;06/1995;892.177;3.375;129.545;82.388;37.927;0;111.186;-364;396.716;1.553;106.332;23.518;1995;6;Ativo;
47;BCN BARCLAYS;I;5;2;06/1995;860.190;14.377;269.596;21.078;23.586;0;247.342;-3.219;247.770;3.617;0;36.042;1995;6;Ativo;
48;DEUTSCHE;I;4;;06/1995;827.687;51.192;93.414;43.848;17.872;0;132.736;-698;458.656;243;0;30.424;1995;6;Ativo;
49;PACTUAL;I;3;2;06/1995;811.382;33.489;330.691;143.904;15.118;934;0;0;186.121;603;0;100.522;1995;6;Ativo;
50;BANESTES;I;2;2;06/1995;828.082;10.318;38.801;87.846;148.547;137;434.907;-1.137;50.225;1.519;0;56.919;1995;6;Ativo;
51;SANTANDER BANESPA;C;4;;06/1995;825.792;27.565;59.841;104.524;107.847;44;376.261;-2.205;63.110;773;52.108;35.923;1995;6;Ativo;
52;FIBRA;I;3;2;06/1995;678.565;8.986;64.420;164.901;30.052;0;293.900;-1.584;84.015;2.841;0;31.035;1995;6;Ativo;
53;JP MORGAN;C;4;;06/1995;673.445;30.685;170.833;149.247;44.877;0;3.968;0;258.810;0;0;15.025;1995;6;Ativo;
54;BEC;I;2;2;06/1995;653.088;7.258;57.710;37.187;84.628;2.582;418.470;-5.422;19.031;7.629;0;24.013;1995;6;Ativo;
55;BANDEPE;I;2;2;06/1995;628.680;4.841;14.089;83.463;122.918;1.181;298.273;-2.142;39.016;5.366;0;61.675;1995;6;Ativo;
56;BEAL;I;4;2;06/1995;608.673;741;82.233;25.193;63.598;0;90.609;-112;328.113;805;0;17.494;1995;6;Ativo;
57;DEUTSCH;I;4;;06/1995;591.135;42.153;55.957;41.466;4.703;4;200.523;-1.003;225.137;515;0;21.680;1995;6;Ativo;
58;SUMITBANK;I;4;;06/1995;569.870;2.568;169.792;5.202;12.514;16;216.517;-1.086;154.777;1.347;0;8.223;1995;6;Ativo;
59;ABC-ROMA;I;5;2;06/1995;554.877;3.394;91.941;89.265;30.337;0;160.439;-698;168.143;130;0;11.926;1995;6;Ativo;
60;BMD;C;3;;06/1995;551.330;9.671;57.371;70.669;78.666;1.524;206.863;-3.114;70.413;7.109;14.659;37.500;1995;6;Ativo;
61;GARANTIA;I;3;2;06/1995;530.734;4.702;372.261;95.949;9.275;0;38.559;0;4.147;0;0;5.841;1995;6;Ativo;
62;SRL;I;5;;06/1995;450.188;2.454;135.440;59.163;4.119;0;13.498;0;196.201;167;0;39.145;1995;6;Ativo;
63;MITSUBISHI;I;4;2;06/1995;405.897;2.338;108.927;23.419;16.655;0;53.346;0;183.704;1.231;0;16.278;1995;6;Ativo;
64;NEDERLANDEN;I;4;;06/1995;400.767;6.585;127.281;50.245;2.766;0;105.964;0;95.463;170;0;12.294;1995;6;Ativo;
65;BEG;I;2;2;06/1995;398.879;9.505;10.000;34.806;79.017;1.409;205.693;-3.752;38.513;1.117;0;22.571;1995;6;Ativo;
66;BNL;I;4;2;06/1995;357.965;754;35.891;31.919;16.290;0;163.767;-7.470;91.799;2.484;2.015;20.516;1995;6;Ativo;
67;BANFORT;I;3;2;06/1995;355.244;3.249;12.074;41.376;32.538;0;189.697;-1.590;41.858;12.937;0;23.105;1995;6;Ativo;
68;CACIQUE;I;3;;06/1995;292.387;1.976;50.753;27.381;19.584;0;95.680;-14;86.501;1.943;0;8.583;1995;6;Ativo;
69;SUL AMERICA;I;5;2;06/1995;292.010;5.703;37.375;64.874;22.497;0;61.784;0;43.840;85;0;55.852;1995;6;Ativo;
70;SANTOS;I;3;2;06/1995;278.132;1.275;3.179;162.353;9.608;877;58.367;-962;19.291;41;0;24.102;1995;6;Ativo;
71;BANPARA;I;2;2;06/1995;257.844;2.889;25.200;9.132;25.575;4.550;142.992;-725;8.177;505;0;39.549;1995;6;Ativo;
72;FININVEST;I;5;2;06/1995;223.989;240;7.744;72.611;30.436;888;77.650;-1.048;3.317;866;0;31.286;1995;6;Ativo;
73;BANSANDER;I;4;;06/1995;224.321;4.310;10.020;196.811;2;0;0;0;6.204;36;0;6.938;1995;6;Ativo;
74;PORTUGUES;I;4;;06/1995;205.554;136;46.897;5.688;1.554;0;29.014;0;113.921;60;0;8.284;1995;6;Ativo;
75;UBS WARBURG;C;4;;06/1995;197.215;2.090;5.536;82.357;15.474;0;43.456;-2.020;25.966;2.854;0;21.502;1995;6;Ativo;
76;SOFISA;C;3;;06/1995;202.527;313;75.723;20.896;9.911;1.316;73.661;-153;362;853;331;19.312;1995;6;Ativo;
77;PANAMERICANO;I;3;2;06/1995;189.248;109;35.846;28.265;14.313;0;85.746;-1.078;18.870;1.280;0;5.897;1995;6;Ativo;
78;BEM;I;2;2;06/1995;186.582;4.198;14.189;22.116;20.558;60;84.708;-723;14.771;1.074;0;25.632;1995;6;Ativo;
79;SCHAHIN;C;3;;06/1995;167.043;3.279;24.037;32.827;5.366;0;70.099;-1.494;17.347;2.769;1.248;11.565;1995;6;Ativo;
80;FINANCIAL;I;4;;06/1995;158.156;2.908;7.152;13.890;2.676;100;25.836;0;99.999;1.946;0;3.649;1995;6;Ativo;
81;BANESE;I;2;;06/1995;163.417;7.241;12.001;17.870;32.300;77;72.305;-325;3.845;2.226;0;15.877;1995;6;Ativo;
82;BBC;I;3;2;06/1995;147.306;22.213;13.246;7.019;26.897;158;54.506;-728;12.811;695;0;10.489;1995;6;Ativo;
83;VR;I;3;2;06/1995;145.926;40;22.966;6.963;7.355;86.478;21.215;0;366;0;0;543;1995;6;Ativo;
84;CREDITO SP;I;3;2;06/1995;152.587;338;47.208;16.328;9.045;0;62.445;-3.374;10.712;869;0;9.017;1995;6;Ativo;
85;PRODUBAN;I;2;2;06/1995;139.940;1.952;0;6.595;21.146;333;99.428;-1.334;1.609;176;0;10.036;1995;6;Ativo;
86;AGF;I;5;;06/1995;136.184;329;59.809;29.113;10.278;0;22.711;-80;14.012;0;0;12;1995;6;Ativo;
87;BRASCAN;C;4;;06/1995;126.752;189;8.427;13.844;51.810;11.597;17.469;-15;12.401;894;0;10.136;1995;6;Ativo;
88;CONTINENTAL;I;5;2;06/1995;123.420;12;64.043;1.866;14;0;981;0;55.371;143;0;989;1995;6;Ativo;
89;INVESTCRED;I;3;2;06/1995;117.266;2.153;18.032;13.912;10.933;0;57.484;0;8.644;0;0;6.108;1995;6;Ativo;
90;INDUSTRIAL;I;3;;06/1995;109.559;18;15.199;31.307;4.846;0;39.090;0;6.118;2;0;12.979;1995;6;Ativo;
91;PEBB;I;3;2;06/1995;101.303;1.349;4.999;52.457;576;0;10.244;0;100;0;0;31.577;1995;6;Ativo;
92;CREDIBEL;I;3;;06/1995;90.915;123;31.618;14.997;5.516;0;37.695;-1.715;1.870;373;0;438;1995;6;Ativo;
93;BFC;I;3;2;06/1995;88.677;1.043;9.550;17.436;10.013;9.087;28.684;-274;5.720;57;0;7.361;1995;6;Ativo;
94;UNION;I;4;;06/1995;88.145;329;423;10.700;4.139;0;55.668;-1.501;6.480;3.716;0;8.190;1995;6;Ativo;
95;PARAIBAN;I;2;;06/1995;86.777;1.031;13.953;16.383;3.845;62;3.885;-11;3.261;1.597;0;42.770;1995;6;Ativo;
96;TRIANGULO;I;3;;06/1995;80.885;103;5.835;8.570;8.144;0;54.738;-180;2.659;244;0;772;1995;6;Ativo;
97;MAPPIN;I;3;2;06/1995;78.595;101;47.336;2.171;2.459;0;0;0;19.763;28;0;6.736;1995;6;Ativo;
98;LAVRA;I;3;2;06/1995;74.749;469;71;3.664;5.512;6;38.711;-190;12.454;1.252;0;12.800;1995;6;Ativo;
99;DAYCOVAL;I;3;2;06/1995;73.314;160;19.225;3.330;5.306;8;31.087;-199;316;12;0;14.070;1995;6;Ativo;
100;BEPI;I;2;;06/1995;69.476;573;9.022;5.276;3.763;329;37.482;-97;2.104;4.988;0;6.035;1995;6;Ativo;
101;HISPANO;I;4;;06/1995;69.238;271;3.427;327;2.300;0;30.101;-3.391;30.638;87;0;5.479;1995;6;Ativo;
102;PARANA;I;3;2;06/1995;69.038;405;5.896;8.559;6.753;2;28.892;-855;10.177;610;0;8.599;1995;6;Ativo;
103;BEMAT;I;2;;06/1995;67.807;1.372;7.001;8.194;10.864;1.214;16.894;-79;4.624;324;0;17.398;1995;6;Ativo;
104;AGROINVEST;I;5;2;06/1995;65.201;7;7.638;3.247;2.530;0;23.086;-1.177;29.695;4;0;171;1995;6;Ativo;
105;GUANABARA;I;3;;06/1995;59.510;32;10.202;2.339;4.009;0;41.544;-872;1.902;18;0;336;1995;6;Ativo;
106;MORADA;I;3;2;06/1995;56.554;18;168;9;4.364;0;39.327;-3;751;2.811;0;9.110;1995;6;Ativo;
107;INTERCAP;I;3;2;06/1995;54.720;41;26.688;6.415;1.968;0;12.822;-42;1.765;0;0;5.063;1995;6;Ativo;
108;INTERUNION;I;3;2;06/1995;51.204;107;10;13.213;4.479;262;15.951;0;4.174;268;0;12.741;1995;6;Ativo;
109;ARAUCARIA;I;3;2;06/1995;50.821;724;8.126;11.870;3.226;0;12.659;0;8.891;581;0;4.745;1995;6;Ativo;
110;PROSPER;I;3;2;06/1995;49.259;11;11.929;22.783;761;12;4.063;0;1.619;0;0;8.081;1995;6;Ativo;
111;LA PROVINCIA;I;4;;06/1995;43.361;537;18.753;17;391;0;5.660;-319;17.555;0;0;768;1995;6;Ativo;
112;UNIVERSAL;I;3;2;06/1995;42.007;65;6.331;480;4.140;5.371;16.492;0;3.171;24;0;5.933;1995;6;Ativo;
113;PECUNIA;I;3;2;06/1995;42.001;72;9.210;2.149;2.591;16;24.449;-882;2.864;389;0;1.144;1995;6;Ativo;
114;IRMAOS GUIMARAES;C;3;;06/1995;60.562;100;21.029;4.265;1.846;0;14.785;816;8.184;1.019;0;8.519;1995;6;Ativo;
115;FICSA;I;3;2;06/1995;37.061;27;10.511;1.179;2.053;844;19.889;-724;2.623;167;0;493;1995;6;Ativo;
116;LUSO BRASILEIRO;I;3;;06/1995;35.997;783;4.745;2.278;2.973;0;19.620;-181;367;0;0;5.412;1995;6;Ativo;
117;BANER;I;2;;06/1995;35.135;2.748;265;5.837;679;707;12.731;-11;2.061;59;0;10.058;1995;6;Ativo;
118;BANAP;I;2;;06/1995;34.522;76;5.166;1.918;7.067;6.426;12.417;-21;187;10;0;1.275;1995;6;Ativo;
119;PRIMUS;I;3;2;06/1995;31.219;150;10.719;5.343;102;0;0;0;3.423;1.391;0;10.092;1995;6;Ativo;
120;RENNER;I;3;;06/1995;28.171;32;4.572;28;1.808;5.359;14.791;-374;1.596;49;0;310;1995;6;Ativo;
121;SEGMENTO;I;3;2;06/1995;26.083;10;4.005;649;2.283;0;12.625;-85;1.054;0;0;5.542;1995;6;Ativo;
122;COMERCIAL SP;I;3;;06/1995;23.945;27;1.554;1.884;1.208;0;15.687;-591;451;2.011;0;1.714;1995;6;Ativo;
123;EXTERIBANK;I;4;;06/1995;23.483;15;279;22.059;18;0;508;0;288;59;0;258;1995;6;Ativo;
124;FATOR;C;3;;06/1995;22.642;50;2.709;8.195;4;0;583;0;6.795;0;0;4.306;1995;6;Ativo;
125;INTERIOR;I;3;;06/1995;21.664;819;1.877;767;2.782;12;14.822;0;190;0;0;395;1995;6;Ativo;
126;CRUZEIRO;I;3;2;06/1995;20.332;63;4.922;112;777;0;6.620;0;914;1;0;6.924;1995;6;Ativo;
127;CLASSICO;I;3;;06/1995;18.989;3.146;8.574;54;292;1.911;4.571;42;19;0;0;381;1995;6;Ativo;
128;GERDAU;I;3;2;06/1995;18.638;3;1.700;0;8.333;0;8.297;-23;112;0;0;216;1995;6;Ativo;
129;MATONE;I;3;2;06/1995;18.635;56;4.485;558;1.444;0;8.856;-53;260;281;0;2.749;1995;6;Ativo;
130;EMPRESARIAL;I;3;2;06/1995;17.036;45;71;1.248;1.737;25;10.160;-791;559;1.285;0;2.698;1995;6;Ativo;
131;BGN;I;3;;06/1995;16.601;11;14.427;0;0;0;1.071;0;88;8;0;997;1995;6;Ativo;
132;BANCNACION;I;4;;06/1995;15.570;740;18;176;948;4;3.851;0;4.505;21;0;5.307;1995;6;Ativo;
133;SANTOS NEVES;I;3;2;06/1995;15.964;164;996;2.171;833;0;3.050;-12;141;22;0;8.598;1995;6;Ativo;
134;PREMIER;I;3;;06/1995;14.504;4;896;0;1.206;0;11.521;0;232;32;0;613;1995;6;Ativo;
135;LA REPUBLICA;I;4;;06/1995;14.305;481;4.345;43;634;0;5.011;-116;1.901;410;0;1.597;1995;6;Ativo;
136;BVA;I;3;;06/1995;14.256;10;3.159;956;11;0;515;0;27;0;0;9.579;1995;6;Ativo;
137;CEDULA;I;3;2;06/1995;13.596;109;2.729;1.588;380;148;4.326;0;948;381;0;2.988;1995;6;Ativo;
138;POTTENCIAL;I;3;;06/1995;12.335;11;2.261;555;661;0;8.363;0;50;0;0;433;1995;6;Ativo;
139;RIBEIRAO PRETO;I;3;;06/1995;11.329;0;1.403;1.593;645;0;7.362;0;128;9;0;188;1995;6;Ativo;
140;CREDIPLAN;I;3;;06/1995;7.965;91;616;53;1.251;0;4.997;-81;372;9;0;655;1995;6;Ativo;
141;THECA;I;3;2;06/1995;7.071;4;369;0;0;0;1;0;1.663;0;0;5.034;1995;6;Ativo;
142;PLANIBANC;I;5;2;06/1995;5.122;8;3.458;0;16;0;0;0;1.577;0;0;63;1995;6;Ativo;
143;BANCIONAL;I;3;2;06/1995;3.514;19;2.674;27;308;0;356;0;37;2;0;91;1995;6;Ativo;
1;BNDES;I;1;;06/1995;39.177.270;8.763;48.976;2.097.656;13.117.962;0;7.098.669;2.073;5.949.399;152;0;10.853.619;1995;6;Ativo;
2;NACIONAL;C;3;;06/1995;14.204.836;271.006;386.760;2.663.984;1.490.200;316;7.177.384;-215.906;1.246.247;33.656;540.981;610.210;1995;6;Ativo;
3;ECONOMICO;C;3;;06/1995;8.014.629;74.181;71.568;2.121.562;990.591;125;3.416.161;-71.416;778.453;67.186;90.036;476.181;1995;6;Ativo;
4;GARANTIA;I;3;2;06/1995;3.562.271;104.857;489.832;1.537.399;17.478;0;128.581;0;985.604;18;0;298.503;1995;6;Ativo;
5;NOROESTE;C;3;;06/1995;3.235.609;99.015;478.435;290.553;236.882;3.357;1.190.654;-10.953;596.691;11.622;131.696;207.656;1995;6;Ativo;
6;BANORTE;I;3;2;06/1995;2.224.363;20.320;12.880;437.995;399.342;4.530;944.174;-4.124;209.102;38.013;0;162.131;1995;6;Ativo;
7;CCF BRASIL;C;4;;06/1995;2.168.147;37.280;544.098;167.733;84.862;0;179.887;-1.194;1.001.280;2.970;108.128;43.102;1995;6;Ativo;
8;MULTIPLIC;C;3;;06/1995;1.834.373;9.806;37.550;468.697;51.624;0;554.034;-2.145;507.136;11.732;23.051;172.888;1995;6;Ativo;
9;BANCOCIDADE;C;3;;06/1995;1.785.400;164.998;313.968;280.733;150.132;72;566.008;-12.736;149.726;8.007;100.354;64.139;1995;6;Ativo;
10;NORCHEM;C;5;;06/1995;1.635.396;6.476;900.312;259.760;14.843;0;22.477;0;349.623;1.223;0;80.682;1995;6;Ativo;
11;BISA;I;3;2;06/1995;1.393.078;5.132;189.463;83.920;109.542;0;492.674;-1.197;355.690;5.566;0;152.289;1995;6;Ativo;
12;BBM;C;3;;06/1995;1.356.876;8.719;203.336;548.814;26.605;14.849;69.309;-221;436.374;941;0;48.150;1995;6;Ativo;
13;ICATU;I;3;;06/1995;894.408;2.190;58.443;387.118;71.726;0;49.243;0;242.862;208;0;82.619;1995;6;Ativo;
14;AUTOLATINA;I;4;2;06/1995;874.219;8.230;8.768;0;31.863;0;814.249;-17.712;24.446;4.010;0;365;1995;6;Ativo;
15;BRDE;I;2;;06/1995;833.249;88;143.560;9.705;83;0;670.630;-4.844;6.550;3.587;1.509;2.380;1995;6;Ativo;
16;BDMG;I;2;;06/1995;699.726;101;0;214.951;11.868;0;380.398;-5.540;73.699;1.371;0;22.879;1995;6;Ativo;
17;FIAT;I;4;2;06/1995;631.793;4.056;67.869;68.427;20.183;0;388.184;-20.472;11.849;970;0;90.727;1995;6;Ativo;
18;TOKYO;I;4;2;06/1995;544.124;4.940;61.229;8.292;44.307;274;98.349;0;287.942;797;0;37.993;1995;6;Ativo;
19;INTER-ATLANTICO;I;5;2;06/1995;534.635;1.168;46.810;34.466;35.612;22.331;240.027;-6.122;113.327;2.008;938;44.070;1995;6;Ativo;
20;MATRIX;C;3;;06/1995;511.713;850;103.463;205.372;3.270;0;398;0;155.762;26;0;42.572;1995;6;Ativo;
21;DESENBANCO;I;2;;06/1995;389.161;34;1.916;0;1.205;0;377.824;-1.916;1.541;2.614;0;5.943;1995;6;Ativo;
22;MERCANTIL;I;3;2;06/1995;376.256;4.207;772;109.175;36.126;5.598;177.212;-1;18.720;12.837;0;11.609;1995;6;Ativo;
23;PROGRESSO;C;3;;06/1995;358.603;1.837;9.114;34.509;44.166;48;149.393;-766;53.606;17.338;17.933;31.426;1995;6;Ativo;
24;MULTI;I;4;2;06/1995;330.364;442;77.437;15.697;4.243;0;14.936;0;213.261;79;0;4.269;1995;6;Ativo;
25;GENERAL MOTORS;I;4;2;06/1995;312.939;1.050;21.340;0;13.394;4.425;219.711;-3.666;17.635;1.743;0;37.308;1995;6;Ativo;
26;BADESC;I;2;;06/1995;296.074;52;4.990;2.637;255;0;284.113;-1.769;1.478;3.678;0;640;1995;6;Ativo;
27;CINDAM;I;3;2;06/1995;284.240;16.806;13.108;189.622;2.621;0;3.500;0;43.004;32;0;15.547;1995;6;Ativo;
28;BRASEG;I;5;;06/1995;273.799;535;60.866;9.010;43.148;0;68.828;-351;86.268;1.558;0;3.939;1995;6;Ativo;
29;CREFISUL;I;5;2;06/1995;265.628;1.020;472;9.709;20.789;0;148.927;-200;47.853;82;0;36.976;1995;6;Ativo;
30;GRAPHUS;C;4;;06/1995;265.563;510;7.468;15.857;1.832;207.418;7.577;0;16.253;0;0;8.649;1995;6;Ativo;
31;BANQUEIROZ;I;3;2;06/1995;246.961;5.274;10.126;29.064;21.895;0;125.376;-1.104;39.017;1.435;0;15.877;1995;6;Ativo;
32;FENICIA;I;3;2;06/1995;216.308;1.967;5.840;56.754;19.916;657;89.631;-127;31.453;2.452;0;7.764;1995;6;Ativo;
33;FONTE;C;3;;06/1995;1.734.199;268;1.551.705;144.199;2.076;0;1.124;0;15.910;30;0;18.887;1995;6;Ativo;
34;GULFINVEST;I;5;2;06/1995;175.909;509;91.036;39.204;1.799;10;19.594;0;13.114;0;0;10.643;1995;6;Ativo;
35;BANDES;I;2;2;06/1995;168.640;7;21.008;28.079;201;0;118.323;-2.209;1.181;26;0;2.024;1995;6;Ativo;
36;BRJ;I;3;;06/1995;160.266;260;6.447;669;29.720;0;112.775;-55;1.048;2.052;0;7.350;1995;6;Ativo;
37;RENDIMENTO;C;3;;06/1995;154.862;1.351;28.152;41.598;5.132;0;51.807;-669;19.498;313;0;7.681;1995;6;Ativo;
38;PATENTE;C;3;;06/1995;729.825;153;598.576;75.377;1.275;0;4.496;0;30.232;22;0;19.694;1995;6;Ativo;
39;BANK OF AMERICA;C;4;;06/1995;150.627;113;687;21.739;2.638;3.412;100;-70;115.201;66;0;6.740;1995;6;Ativo;
40;ARBI;I;3;2;06/1995;148.285;5.294;4.529;22.269;3.397;21.787;47.653;1.258;4.258;4.214;0;33.626;1995;6;Ativo;
41;FINASA;I;3;2;06/1995;144.034;2;14.437;0;1.488;0;19.446;0;21.948;1;0;86.712;1995;6;Ativo;
42;TRANSBANCO;I;3;2;06/1995;140.535;177;7.638;3.623;21.268;0;102.497;-999;3.614;449;0;2.269;1995;6;Ativo;
43;INDUSVAL;I;3;2;06/1995;140.540;3.021;14.857;48.316;5.941;0;37.872;-595;20.094;33;0;11.002;1995;6;Ativo;
44;MARKA;I;3;;06/1995;148.273;63;13.471;89.763;1.179;511;10.925;-1.500;13.849;95;0;19.919;1995;6;Ativo;
45;MARTINELLI;I;3;2;06/1995;125.719;2.868;33.965;16.906;6.039;0;39.362;-2.475;8.156;2.972;0;17.925;1995;6;Ativo;
46;BERON;I;2;;06/1995;116.109;871;10.511;1.009;14.608;1.243;72.599;-3.624;7.296;896;0;10.701;1995;6;Ativo;
