ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio
38;FIBRA;C;3;;12/1997;246.329;88.892;-3.760;4.261;10.031;-162.995;-51.287;-74.689;0;-27.235;29.547;;1997;12;Resultado
39;BMC;C;3;;12/1997;132.655;45.585;-6.687;8.553;12.714;-114.978;-45.655;-10.617;0;-20.994;576;;1997;12;Resultado
40;ING BANK;I;4;2;12/1997;11.594;165.717;-46.222;0;0;-132.750;-7.488;0;-208;18;-9.339;;1997;12;Resultado
41;CREDIBANCO;C;5;;12/1997;77.543;52.563;4.651;7.707;3.465;-86.874;-39.301;-93;0;-11.958;7.703;;1997;12;Resultado
42;PONTUAL;C;3;;12/1997;243.806;57.110;-8.020;3.137;8.955;-137.240;-26.096;-33.352;0;-48.885;59.415;;1997;12;Resultado
43;PACTUAL;C;3;;12/1997;6.269;195.261;-27.267;7.428;7.645;-202.810;-5.684;0;0;-6.459;-25.617;;1997;12;Resultado
44;DIBENS;C;3;;12/1997;251.917;54.034;-8.896;0;10.104;-121.336;-30.122;-132.390;-145;-4.368;18.798;;1997;12;Resultado
45;RURAL;C;3;;12/1997;210.605;44.380;-787;12.480;10.188;-91.330;-4.876;-10.969;0;-26.690;143.001;;1997;12;Resultado
46;BARCLAYS;C;5;;12/1997;73.177;70.966;3.181;1.912;7.749;-58.648;-62.460;0;0;-582;35.295;;1997;12;Resultado
47;DEUTSCHE;I;4;2;12/1997;15.633;48.116;34.363;11.512;0;-48.890;-29.136;0;0;-633;30.965;;1997;12;Resultado
48;BMG;C;3;;12/1997;280.719;59.272;-7.441;0;10.310;-109.467;-53.810;-106.130;-688;-11.491;61.274;;1997;12;Resultado
49;BMB;I;3;2;12/1997;146.597;36.180;-7.123;934;16.403;-102.346;-4.728;0;0;-13.573;72.344;;1997;12;Resultado
50;BRB;I;2;2;12/1997;119.392;47.343;-179;1.471;14.868;-68.801;-22.458;-3.303;0;-17.125;71.208;;1997;12;Resultado
51;DRESDNER;C;4;;12/1997;70.052;32.920;201;24.297;404;-18.320;-83.189;0;0;-2.263;24.102;;1997;12;Resultado
52;BASA;I;1;;12/1997;29.947;64.083;-588;4.409;1.580;-48.007;-32.980;0;0;-33.020;-14.576;;1997;12;Resultado
53;BEAL;I;4;2;12/1997;15.740;104.492;-3.424;10.170;3.441;-96.821;-20.471;0;0;-5.558;7.569;;1997;12;Resultado
54;BEG;I;2;2;12/1997;98.346;58.619;-742;721;8.265;-78.490;-376;0;0;-20.833;65.510;;1997;12;Resultado
55;ABC-BRASIL;C;4;;12/1997;42.315;51.883;-24.780;6.696;4.624;-52.784;-26.876;0;0;2.366;3.444;;1997;12;Resultado
56;TOKYOMITSUBISHI;I;4;2;12/1997;19.696;40.334;1.549;29.831;0;-27.631;-35.513;0;0;0;28.266;;1997;12;Resultado
57;BEC;C;2;;12/1997;79.829;7.326;-1.055;1.486;16.509;-54.170;-19.487;0;0;-11.352;19.086;;1997;12;Resultado
58;BNL;I;4;2;12/1997;54.897;24.231;6.557;9.831;0;-43.067;-38.949;0;0;-1.202;12.298;;1997;12;Resultado
59;SOGERAL;C;5;;12/1997;75.816;43.156;-1.606;11.046;2.970;-30.504;-53.069;-31.156;0;274;16.927;;1997;12;Resultado
60;FININVEST;I;5;2;12/1997;338.304;6.825;-4.391;0;11.252;-76.536;0;0;0;-2.104;273.350;;1997;12;Resultado
61;BANESTES;I;2;2;12/1997;115.019;15.566;-1.060;906;-30.317;-70.668;-4.939;0;0;-195.481;-170.974;;1997;12;Resultado
62;CREFISUL;C;3;;12/1997;91.941;326;-24.187;1.401;5.390;-41.896;-3.776;-2.706;0;-15.317;11.176;;1997;12;Resultado
63;CREDIREAL;I;4;2;12/1997;45.392;37.957;-7.027;0;10.402;-54.320;-3.165;0;-51;-6.051;23.137;;1997;12;Resultado
64;SUMITBANK;I;4;;12/1997;40.797;31.541;665;10.796;0;-19.635;-39.528;0;0;0;24.636;;1997;12;Resultado
65;BMD;C;3;;12/1997;81.191;984;-7.221;2.511;6.068;-34.901;-1.800;-4.081;0;-12.451;30.300;;1997;12;Resultado
66;AGF BRASEG;C;5;;12/1997;26.705;58.337;-5.416;1.507;7.238;-71.654;-3.701;0;0;-144;12.872;;1997;12;Resultado
67;RAIBOBANK;I;4;;12/1997;2.439;14.525;-6.024;2.353;940;-13.388;-11.833;0;0;0;-10.988;;1997;12;Resultado
68;SUL AMERICA;C;5;;12/1997;7.046;85.935;21.506;0;3.064;-81.561;-8.568;0;-381;-175;26.866;;1997;12;Resultado
69;BANDEPE;I;2;2;12/1997;44.663;-911;-2.904;232;10.439;-43.427;-6.600;0;0;-5.547;-4.055;;1997;12;Resultado
70;SANTOS;I;3;2;12/1997;52.176;39.147;-5.568;0;4.119;-72.903;-1.073;0;-2.091;-620;13.187;;1997;12;Resultado
71;BANESE;I;2;;12/1997;27.191;26.810;-327;0;2.899;-31.963;-1.028;0;0;-1.227;22.355;;1997;12;Resultado
72;SRL;C;5;;12/1997;20.755;28.173;1.753;5.637;4.482;-35.309;-7.062;0;0;2.753;21.182;;1997;12;Resultado
73;PANAMERICANO;I;3;2;12/1997;130.004;8.281;-1.462;0;6.498;-48.517;-2.095;0;-1.065;-24.590;67.054;;1997;12;Resultado
74;BEA;I;2;;12/1997;42.390;15.552;0;110;2.665;-17.603;-3.257;0;0;-323;39.534;;1997;12;Resultado
75;CREDITO SP;I;3;2;12/1997;64.076;11.722;-1.675;0;3.859;-28.361;-4.353;0;-79;-10.812;34.377;;1997;12;Resultado
76;CACIQUE;C;3;;12/1997;96.891;16.707;-29.019;0;1.969;-20.159;-1.178;0;-689;-33.282;31.240;;1997;12;Resultado
77;SOFISA;C;3;;12/1997;47.665;25.637;-2.998;26;3.393;-35.266;-2.380;-7.155;0;-1.648;27.274;;1997;12;Resultado
78;OMEGA;C;3;;12/1997;1.865;14.520;892;0;0;-20.926;-787;0;-296;-2.302;-7.034;;1997;12;Resultado
79;INDUSTRIAL;I;3;2;12/1997;20.013;19.897;456;270;0;-35.855;-3.600;0;0;-107;1.074;;1997;12;Resultado
80;SCHAHIN;C;3;;12/1997;25.544;2.470;-2.173;719;0;-11.561;-7.347;-102;0;-2.512;5.038;;1997;12;Resultado
81;BANPARA;I;2;;12/1997;37.310;14.328;-86;233;933;-24.906;-3.329;0;0;-82.759;-58.276;;1997;12;Resultado
82;BNP;I;4;;12/1997;876;8.281;-614;1.787;0;-923;-3.016;0;0;0;6.391;;1997;12;Resultado
83;FINANCIAL;I;4;;12/1997;6.368;907;0;4.097;0;-1.620;-4.083;0;0;-507;5.162;;1997;12;Resultado
84;BBC;C;3;;12/1997;37.982;2.384;-716;1.957;-880;-18.275;-1.287;-2.602;0;-3.950;14.613;;1997;12;Resultado
85;PRIMUS;C;3;;12/1997;325;1.713;-167;6;0;-2.536;-1;0;0;0;-660;;1997;12;Resultado
86;BRASCAN;C;5;;12/1997;3.848;10.762;9.270;1.075;1.614;-15.972;-1.496;0;0;2.910;12.011;;1997;12;Resultado
87;PEBB;C;3;;12/1997;0;47.171;-19.062;0;0;-41.600;0;0;0;0;-13.491;;1997;12;Resultado
88;BEM;I;2;2;12/1997;14.407;6.024;-12;3;-850;-16.479;-1.392;0;0;-1.007;694;;1997;12;Resultado
89;PROSPER;C;3;;12/1997;5.294;7.627;-5.828;66;0;-5.003;-620;0;0;-3.543;-2.007;;1997;12;Resultado
90;LA PROVINCIA;I;4;;12/1997;1.074;3.942;-20;9.082;0;-667;-8.835;0;0;71;4.647;;1997;12;Resultado
91;TRIANGULO;I;3;;12/1997;31.793;1.185;0;0;1.940;-12.461;0;0;0;-620;21.837;;1997;12;Resultado
92;PINE;C;3;;12/1997;10.117;1.411;7.480;25;949;-6.504;-186;0;0;0;13.292;;1997;12;Resultado
93;DAYCOVAL;I;3;2;12/1997;19.017;3.229;-1.000;114;672;-7.031;-808;0;0;-1.371;12.822;;1997;12;Resultado
94;PARAIBAN;I;2;;12/1997;4.297;5.230;0;0;10;-972;-108;0;0;-45;8.412;;1997;12;Resultado
95;GUANABARA;I;3;;12/1997;21.530;1.560;802;0;201;-4.416;-3.466;-8.201;0;-277;7.733;;1997;12;Resultado
96;BVA;I;3;;12/1997;13.394;8.117;-5.049;0;0;-9.124;-2.695;0;0;-2.170;2.473;;1997;12;Resultado
97;BEPI;I;2;;12/1997;9.952;1.467;0;0;-3.081;-3.032;-769;0;0;-238;4.299;;1997;12;Resultado
98;LAVRA;I;3;2;12/1997;10.741;1.137;-39;1.889;0;-6.621;-2.320;0;0;400;5.187;;1997;12;Resultado
99;CREDIBEL;I;3;2;12/1997;17.055;6.940;-203;0;1.309;-12.372;-405;0;-12;-124;12.188;;1997;12;Resultado
100;FICSA;I;3;2;12/1997;42.063;2.717;-365;0;234;-5.469;0;0;0;-15.621;23.559;;1997;12;Resultado
101;BEMAT;I;2;;12/1997;3.932;9.834;0;9;1;-17.536;-878;-385;0;-2.472;-7.495;;1997;12;Resultado
102;INTERCAP;I;3;2;12/1997;15.601;5.726;1.674;0;1.845;-13.286;0;0;0;-1.551;10.009;;1997;12;Resultado
103;INVESTCRED;I;3;2;12/1997;835;7.237;0;0;0;-2.270;0;0;0;-336;5.466;;1997;12;Resultado
104;FATOR;C;3;;12/1997;400;1.419;-2.140;0;0;-2.812;0;0;0;0;-3.133;;1997;12;Resultado
105;VR;C;3;;12/1997;7.786;1.636;-793;280;541;-6.013;-191;0;0;-376;2.870;;1997;12;Resultado
106;WACHOVIA;I;4;;12/1997;2.388;4.955;-132;2.530;0;-283;-3.882;0;0;-1.400;4.176;;1997;12;Resultado
107;CRUZEIRO;I;3;2;12/1997;8.329;666;-1.050;0;0;-3.385;-693;0;0;-139;3.728;;1997;12;Resultado
108;MODAL;I;3;2;12/1997;824;7.287;3.587;0;0;-8.332;-4;0;0;0;3.362;;1997;12;Resultado
109;CLASSICO;I;3;;12/1997;11;6.378;0;0;0;-57;0;0;0;0;6.332;;1997;12;Resultado
110;ARAUCARIA;I;3;2;12/1997;4.971;-1.028;-241;6.547;0;-3.244;-542;0;0;817;7.280;;1997;12;Resultado
111;PECUNIA;I;3;2;12/1997;19.826;1.203;-62;0;32;-3.590;0;0;0;-5.713;11.696;;1997;12;Resultado
112;PARANA;I;3;2;12/1997;8.164;1.079;-167;0;110;-3.906;0;0;0;-1.721;3.559;;1997;12;Resultado
113;RENNER;I;3;;12/1997;11.864;765;0;0;1;-3.173;0;0;0;-579;8.878;;1997;12;Resultado
114;MORADA;I;3;2;12/1997;9.648;1.048;-13;0;263;-2.579;-597;0;0;-992;6.778;;1997;12;Resultado
115;UNION;I;4;;12/1997;1.543;624;-118;254;0;-785;-237;0;0;1.166;2.447;;1997;12;Resultado
116;BANCNACION;I;4;;12/1997;1.143;556;0;846;0;-615;0;0;0;-1.374;556;;1997;12;Resultado
117;BGN;I;3;2;12/1997;5.119;2.117;-165;0;32;-3.405;-2;0;0;-160;3.536;;1997;12;Resultado
118;INTERIOR;I;3;;12/1997;8.975;1.023;-42;0;0;-2.722;-33;0;0;-3.007;4.194;;1997;12;Resultado
119;LUSO BRASILEIRO;I;3;;12/1997;5.346;710;-140;0;0;-2.260;-232;0;0;-341;3.083;;1997;12;Resultado
120;SANTOS NEVES;I;3;2;12/1997;4.985;555;18;3;0;-1.819;-430;0;0;22;3.334;;1997;12;Resultado
121;GERDAU;I;3;2;12/1997;7.089;655;-351;0;36;-3.767;0;0;0;451;4.113;;1997;12;Resultado
122;CEDULA;I;3;;12/1997;6.408;334;0;0;0;-2.489;0;0;0;-72;4.181;;1997;12;Resultado
123;AGROINVEST;I;5;2;12/1997;1.621;2.058;112;0;0;-2.194;-146;0;0;-241;1.210;;1997;12;Resultado
124;RIBEIRAO PRETO;I;3;;12/1997;4.592;128;-635;0;0;-1.391;-195;0;0;-296;2.203;;1997;12;Resultado
125;BANSICREDI;I;3;;12/1997;715;14.560;0;0;0;-13.626;0;0;0;-166;1.483;;1997;12;Resultado
126;EXTERIBANK;I;4;;12/1997;30;2.477;0;126;0;-15;0;0;0;-13;2.605;;1997;12;Resultado
127;MATONE;I;3;2;12/1997;5.581;291;0;0;3;-2.428;0;0;0;-433;3.014;;1997;12;Resultado
128;OPPORTUNITY;I;3;2;12/1997;0;8.665;1.512;0;0;-7.885;0;0;0;0;2.292;;1997;12;Resultado
129;BCOMURUGUAI;I;4;;12/1997;1.890;773;-76;78;0;-462;-48;0;0;0;2.155;;1997;12;Resultado
130;PLANIBANC;C;5;;12/1997;0;1.300;-5.159;0;0;-12;0;0;0;0;-3.871;;1997;12;Resultado
131;BANER;I;2;;12/1997;916;860;0;0;11;-2.195;-243;0;0;-769;-1.420;;1997;12;Resultado
132;DESTAK;I;3;2;12/1997;1.220;46.924;-1.947;0;0;-50.647;0;0;0;30;-4.420;;1997;12;Resultado
133;LA REPUBLICA;I;4;;12/1997;3.039;77;0;1.514;0;-1;-414;0;0;-6.047;-1.832;;1997;12;Resultado
134;BANCOOB;I;3;;12/1997;0;3.696;0;0;0;-1.408;0;0;0;0;2.288;;1997;12;Resultado
135;THECA;I;3;2;12/1997;0;131;0;0;0;0;0;0;0;0;131;;1997;12;Resultado
136;MINAS;I;3;;12/1997;1.518;370;-98;0;0;-543;0;0;0;-2.079;-832;;1997;12;Resultado
137;BANCAP;I;3;2;12/1997;1.387;672;0;0;0;-1;0;0;0;-357;1.701;;1997;12;Resultado
138;APLICAP;C;3;;12/1997;0;224.643;-11.360;0;0;-230.116;0;0;0;0;-16.833;;1997;12;Resultado
139;CAMBIAL;C;3;;12/1997;103;1.247;-16;0;0;-498;0;0;0;0;836;;1997;12;Resultado
140;HISPANO;I;4;;12/1997;0;825;0;0;0;0;0;0;0;0;825;;1997;12;Resultado
1;BNDES;I;1;;12/1997;1.573.542;482.122;71;3.055;0;-101;-1.361.395;0;0;-592.596;104.698;;1997;12;Resultado
2;CCF BRASIL;C;4;;12/1997;99.198;692.378;-266.839;26.062;2.894;-552.807;-69.148;-28.529;0;7.786;-89.005;;1997;12;Resultado
3;NOROESTE;C;3;;12/1997;588.978;159.524;-78.074;33.483;51.881;-351.729;-84.273;-66.227;0;-118.041;135.522;;1997;12;Resultado
4;FIAT;C;4;;12/1997;418.438;30.177;-8;0;22.034;-204.727;-27.813;-65.916;0;-65.949;106.236;;1997;12;Resultado
5;BBI;C;3;;12/1997;55.035;136.009;61.129;0;7.396;-158.636;-35.547;0;-2.872;-5.410;57.104;;1997;12;Resultado
6;BANCOCIDADE;C;3;;12/1997;169.151;118.050;-34.283;11.643;17.349;-153.869;-35.322;-26.495;0;-4.527;61.697;;1997;12;Resultado
7;GM;C;4;;12/1997;371.092;8.462;-772;2;4.471;-131.316;-26.596;-90.761;0;-27.378;107.204;;1997;12;Resultado
8;ICATU;C;3;;12/1997;1.476;260.858;31.271;721;357;-239.536;-6.007;0;0;0;49.140;;1997;12;Resultado
9;BRDE;I;2;;12/1997;111.729;27.783;297;0;0;-45;-70.285;-172;0;-34.538;34.769;;1997;12;Resultado
10;VOLKSWAGEN;C;4;;12/1997;358.221;2.157;0;0;0;-94.263;-52.292;-52.461;0;-79.068;82.294;;1997;12;Resultado
11;BDMG;I;2;;12/1997;39.750;23.010;0;0;0;-603;-41.856;0;0;-2.042;18.259;;1997;12;Resultado
12;FORD;C;4;;12/1997;253.092;1.730;0;0;3.229;-78.474;-32.900;-59.824;0;-14.683;72.170;;1997;12;Resultado
13;MATRIX;C;3;;12/1997;5.440;31.753;9.315;0;0;-33.156;-18.723;0;-400;0;-5.771;;1997;12;Resultado
14;MULTI;I;4;;12/1997;1.342;37.871;26.407;2.527;572;-6.769;-23.385;0;0;73;38.638;;1997;12;Resultado
15;FENICIA;C;3;;12/1997;118.423;-7.771;-7.030;760;0;-63.075;-3.831;-273;0;-2.759;34.444;;1997;12;Resultado
16;MULTIPLIC;C;5;;12/1997;51;49.684;1.102;194;323;-16.255;-94;0;0;900;35.905;;1997;12;Resultado
17;DESENBANCO;I;2;;12/1997;32.551;313;0;0;0;-101;-22.432;0;0;-71.570;-61.239;;1997;12;Resultado
18;FONTE;C;3;;12/1997;5.695;171.703;18.436;0;435;-186.997;-767;0;-437;0;8.068;;1997;12;Resultado
19;BADESC;I;2;;12/1997;20.611;806;0;0;0;0;-14.101;0;0;-22.482;-15.166;;1997;12;Resultado
20;RENDIMENTO;C;3;;12/1997;24.276;7.696;-6.642;540;1.699;-14.028;-1.377;0;0;-9.784;2.380;;1997;12;Resultado
21;MARKA;I;3;;12/1997;2.035;20.656;25.732;14;0;-34.433;-55;0;0;103;14.052;;1997;12;Resultado
22;BANDES;I;2;2;12/1997;9.869;10.960;237;0;0;-1.450;-6.870;0;0;-14.153;-1.407;;1997;12;Resultado
23;PATRIMONIO;I;3;;12/1997;0;5.895;26.155;0;363;-15.223;-3.021;0;-102;0;14.067;;1997;12;Resultado
24;REPUBLIC NATION;I;4;;12/1997;0;17.397;-2.010;0;972;-21.792;-656;0;-173;0;-6.262;;1997;12;Resultado
25;INTER-ATLANTICO;I;5;2;12/1997;17.731;26.172;4.850;5.481;0;-24.202;-17.019;0;0;-712;12.301;;1997;12;Resultado
26;INDUSVAL;C;3;;12/1997;14.267;3.379;-664;964;863;-11.384;-423;0;0;-2.472;4.530;;1997;12;Resultado
27;BRJ;I;3;;12/1997;21.754;31;249;0;8.697;-509;-26.814;0;-14;161;3.555;;1997;12;Resultado
28;EUROINVEST;I;5;2;12/1997;925;3.468;0;0;0;-8.274;-1.951;0;0;-12;-5.844;;1997;12;Resultado
29;BANCO AXIAL;I;3;2;12/1997;12;5.273;4.520;0;0;-3.092;0;0;0;-11;6.702;;1997;12;Resultado
30;PATENTE;C;3;;12/1997;834;81.879;10.372;6;15;-98.552;-32;0;0;-380;-5.858;;1997;12;Resultado
31;TRANSBANCO;I;3;2;12/1997;13.912;2.112;0;0;0;-7.851;-10.384;0;0;-11.179;-13.390;;1997;12;Resultado
32;SOCOPA;C;3;;12/1997;7.353;2.586;3.582;918;0;-5.709;-807;0;0;-645;7.278;;1997;12;Resultado
33;LIBERAL;C;4;;12/1997;20;13.523;3.976;245;0;-10.481;-45;0;0;-7;7.231;;1997;12;Resultado
34;EQUATORIAL;I;3;2;12/1997;7.495;6.853;-137;0;1.362;-9.542;0;0;0;-114;5.917;;1997;12;Resultado
35;STOCK;C;3;;12/1997;945;162.934;949;0;0;-164.581;0;0;0;-357;-110;;1997;12;Resultado
36;TENDENCIA;I;3;2;12/1997;405;-4.015;646;2;0;-8.028;-75;0;0;0;-11.065;;1997;12;Resultado
37;BERON;I;2;;12/1997;6.518;6.144;0;2;0;-43.578;-15.147;0;0;-2.764;-48.825;;1997;12;Resultado
38;HEXABANCO;I;3;;12/1997;9.423;-1.149;-257;0;525;-5.614;0;0;0;1.196;4.124;;1997;12;Resultado
39;BCR;I;3;2;12/1997;14.381;847;-713;0;754;-6.825;0;0;0;-6.370;2.074;;1997;12;Resultado
40;FITAL;I;3;;12/1997;0;10.585;-21;0;1.467;-10.340;0;0;0;0;1.691;;1997;12;Resultado
41;GRAPHUS;C;3;;12/1997;399;4.818;-4.934;0;0;-2.918;-155;0;-147;9;-2.928;;1997;12;Resultado
42;ARBI;C;3;;12/1997;2.152;7.107;-4.381;7;0;-6.948;-470;0;0;171;-2.362;;1997;12;Resultado
43;BANACRE;I;2;;12/1997;9.509;-4.262;0;0;180;-7.684;-952;0;0;-3.301;-6.510;;1997;12;Resultado
44;PORTO REAL;I;3;;12/1997;9.651;827;-355;0;102;-3.638;0;0;0;-290;6.297;;1997;12;Resultado
45;MIL;C;3;;12/1997;24.614;79;-3.132;502;37;-3.603;-932;-70;0;-10.792;6.703;;1997;12;Resultado
46;BOREAL;I;3;2;12/1997;502;-596;42;23;0;-2.296;0;0;0;0;-2.325;;1997;12;Resultado
47;OURINVEST;C;3;;12/1997;1.940;2.044;1.603;0;58;-832;-416;0;-102;-132;4.163;;1997;12;Resultado
48;BCO MERCANTIL  INVS;I;3;2;12/1997;6.118;945;0;0;0;-2.115;-114;0;0;1.443;6.277;;1997;12;Resultado
49;HNF;I;3;2;12/1997;82;-19;0;0;0;-242;0;0;0;131;-48;;1997;12;Resultado
50;TRICURY;I;3;;12/1997;3.293;1.665;11;0;0;-2.057;0;0;0;56;2.968;;1997;12;Resultado
51;MERRILL LYNCH;I;4;;12/1997;0;2.035;0;0;0;-55;0;-14;0;0;1.966;;1997;12;Resultado
52;NACOES;I;3;;12/1997;6.501;1.512;-197;0;0;-3.072;-381;0;0;-872;3.491;;1997;12;Resultado
53;EXPRINTER LOSAN;I;5;2;12/1997;1.649;3.884;-7.237;0;0;-359;0;0;0;-306;-2.369;;1997;12;Resultado
54;INDUSCRED;I;3;;12/1997;2.466;924;0;0;0;-1.098;0;0;0;-323;1.969;;1997;12;Resultado
55;EMBLEMA;I;3;2;12/1997;762;3.895;-119;1;0;-1.670;-1;0;0;-1.562;1.306;;1997;12;Resultado
56;METROPOLITANO;I;5;;12/1997;1.257;447;0;0;0;-503;-97;0;0;104;1.208;;1997;12;Resultado
57;INTERPART;I;3;;12/1997;2.715;1.268;-52;0;0;-615;-665;0;0;0;2.651;;1997;12;Resultado
58;MALCON;I;3;2;12/1997;3.912;448;0;0;0;-548;0;0;0;-230;3.582;;1997;12;Resultado
59;IOCHPE;I;3;;12/1997;1.370;136;0;0;0;0;-743;0;0;1.921;2.684;;1997;12;Resultado
60;FICRISA AXELRUD;I;3;;12/1997;3.661;349;0;0;0;-491;-2;0;0;-539;2.978;;1997;12;Resultado
61;PERFORMANCE;I;3;;12/1997;17;654;-96;0;0;-290;0;0;0;-49;236;;1997;12;Resultado
62;MISASI;C;3;;12/1997;1.105;848;-51;0;0;-879;0;0;0;0;1.023;;1997;12;Resultado
63;POTTENCIAL;I;3;;12/1997;1.794;229;-1;0;0;-198;-281;0;0;-115;1.428;;1997;12;Resultado
