TipoInstituicao;CodInst;AnoMes;NomeRelatorio;NumeroRelatorio;Grupo;Conta;NomeColuna;DescricaoColuna;Saldo
1;00068389;201809;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];32655908.72
1;00068389;201809;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];13965335.64
1;00068389;201809;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];22458182.96
1;00068389;201809;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];21462775.38
1;00068389;201809;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];10197725.76
1;00068389;201809;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81955002];363462.01
1;00068389;201809;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;10095175.18
1;00068389;201809;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.0360356678822883
1;00068389;201809;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;0.554015271470261
1;00068987;201809;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];195865561.64
1;00068987;201809;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];134231352.85
1;00068987;201809;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];159029243.22
1;00068987;201809;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];76796652.17
1;00068987;201809;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];36836318.42
1;00068987;201809;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81955002];2025862.67
1;00068987;201809;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;31917231.41
1;00068987;201809;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.0752150344483779
1;00068987;201809;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;0.227616345697452
1;00075847;201809;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];759080882.26
1;00075847;201809;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];375640470.05
1;00075847;201809;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];635302473.06
1;00075847;201809;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];622153805.67
1;00075847;201809;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];123778409.2
1;00075847;201809;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81955002];2921543.9
1;00075847;201809;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;123720365.2
1;00075847;201809;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.0290804304867991
1;00075847;201809;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;0.262751526430646
1;00106180;201809;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];313914985.04
1;00106180;201809;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];8044424.67
1;00106180;201809;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];283944291.2
1;00106180;201809;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];0.0
1;00106180;201809;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];29970693.84
1;00106180;201809;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81955002];-474999.999999999
1;00106180;201809;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;23267287.73
1;00106180;201809;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.183648713145475
1;00106180;201809;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;0.233593557973855
1;00129753;201809;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];1286757.57
1;00129753;201809;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];739130.28
1;00129753;201809;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];116378.38
1;00129753;201809;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];0.0
1;00129753;201809;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];1170379.19
1;00129753;201809;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81955002];365449.0
1;00129753;201809;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;1170379.19
1;00129753;201809;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.0
1;00129753;201809;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;1.15890457449276
1;00141155;201809;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];6948112.57
1;00141155;201809;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];3123779.69
1;00141155;201809;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];775848.7
1;00141155;201809;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];0.0
1;00141155;201809;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];6172263.87
1;00141155;201809;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81955002];42835.3
1;00141155;201809;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;6169303.87
