ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;ano;mes;relatorio
58;PATRIMONIO;I;3;;06/1996;SAO PAULO;SP;66.686;66.686;32.720;5.745;16.680;;;1996;6;Resumo
59;BCR;I;3;2;06/1996;PORTO ALEGRE;RS;66.074;67.232;13.126;202;44.553;249;6;1996;6;Resumo
60;FITAL;I;3;;06/1996;RIO DE JANEIRO;RJ;63.512;63.512;11.307;496;51.593;7;1;1996;6;Resumo
61;PAULISTA;I;3;2;06/1996;SAO PAULO;SP;60.901;65.820;17.686;1.422;27.250;110;3;1996;6;Resumo
62;EXPRINTER LOSAN;I;5;2;06/1996;SAO PAULO;SP;52.857;52.857;17.366;1.605;5.290;28;3;1996;6;Resumo
63;PORTO REAL;I;3;;06/1996;RESENDE;RJ;52.274;52.274;18.156;-6.314;28.761;297;10;1996;6;Resumo
64;HNF;I;3;2;06/1996;MOSSORO;RN;49.989;49.989;-23.430;-15.112;30.731;76;4;1996;6;Resumo
65;MIL;I;3;2;06/1996;BELO HORIZONTE;MG;47.883;48.783;12.242;-410;25.782;215;7;1996;6;Resumo
66;IOCHPE;I;3;;06/1996;SAO PAULO;SP;45.711;45.711;15.965;-303;8.184;16;2;1996;6;Resumo
67;BCO MERCANTIL INVS;I;3;2;06/1996;BELO HORIZONTE;MG;44.209;44.209;26.282;2.509;10.006;;;1996;6;Resumo
68;INTERFINANCE;I;3;2;06/1996;SAO PAULO;SP;42.517;54.041;11.002;1.502;27.567;43;1;1996;6;Resumo
69;NACOES;I;3;;06/1996;SAO PAULO;SP;42.250;44.415;10.631;-264;23.257;56;2;1996;6;Resumo
70;METROPOLITANO;I;5;;06/1996;SAO PAULO;SP;34.775;34.775;14.466;-881;11.523;44;2;1996;6;Resumo
71;MAXI-DIVISA;I;3;;06/1996;RIO DE JANEIRO;RJ;30.033;30.033;16.486;3.373;2.296;9;1;1996;6;Resumo
72;EMBLEMA;I;3;2;06/1996;;;28.020;28.020;18.897;955;7.007;46;1;1996;6;Resumo
73;PERFORMANCE;I;3;;06/1996;RIO DE JANEIRO;RJ;25.929;1.299.484;8.422;694;91;7;1;1996;6;Resumo
74;AUGUSTA;I;3;2;06/1996;PORTO ALEGRE;RS;25.887;25.887;23.852;-104;803;13;1;1996;6;Resumo
75;TRICURY;I;3;;06/1996;SAO PAULO;SP;25.825;25.825;11.233;220;13.433;30;1;1996;6;Resumo
76;FICRISA AXELRUD;I;3;2;06/1996;PORTO ALEGRE;RS;20.941;20.941;11.416;1.168;4.865;118;7;1996;6;Resumo
77;MISASI;C;3;;06/1996;SAO PAULO;SP;19.757;19.757;9.927;-1.216;6.760;2;1;1996;6;Resumo
78;INTERPART;I;3;;06/1996;SAO PAULO;SP;19.113;19.113;11.795;961;5.677;12;1;1996;6;Resumo
79;MALCON;I;3;2;06/1996;PORTO ALEGRE;RS;18.994;18.994;12.920;766;17;45;1;1996;6;Resumo
80;FINANSINOS;I;3;2;06/1996;NOVO HAMBURGO;RS;17.046;17.046;9.133;93;5.517;33;1;1996;6;Resumo
81;OPERADOR;I;3;2;06/1996;SAO PAULO;SP;16.609;16.609;14.817;243;462;18;1;1996;6;Resumo
82;TECNICORP;I;3;2;06/1996;FLORIANOPOLIS;SC;16.242;16.242;8.493;312;6.335;27;4;1996;6;Resumo
83;PRIME;C;3;;06/1996;RIO DE JANEIRO;RJ;16.151;16.852;8.885;-322;2.082;3;2;1996;6;Resumo
84;MAXINVEST;I;3;;06/1996;;;14.501;14.501;8.784;-87;4.362;48;2;1996;6;Resumo
85;STERLING;I;5;;06/1996;RIO DE JANEIRO;RJ;14.278;14.278;-3.762;-462;0;3;1;1996;6;Resumo
86;POTTENCIAL;I;3;;06/1996;BELO HORIZONTE;MG;14.104;14.617;8.581;764;3.454;21;1;1996;6;Resumo
87;PORTO SEGURO;I;3;;06/1996;SAO PAULO;SP;13.899;13.899;10.115;3;0;18;1;1996;6;Resumo
88;AMERICAN EXPRES;I;4;2;06/1996;SAO PAULO;SP;12.289;12.289;11.065;965;0;1;1;1996;6;Resumo
89;OK;I;3;2;06/1996;SAO PAULO;SP;9.556;9.556;5.479;21;0;;;1996;6;Resumo
90;BANCRED;I;3;2;06/1996;RIO DE JANEIRO;RJ;4.836;4.836;2.230;-813;1.716;19;1;1996;6;Resumo
91;CRITERIUM;I;3;;06/1996;RIO DE JANEIRO;RJ;3.126;3.126;3.046;-209;0;9;1;1996;6;Resumo
92;TOTAL;I;3;;06/1996;RIO DE JANEIRO;RJ;2.822;2.044.087;2.487;17;0;;;1996;6;Resumo
93;BRASEG;I;5;2;06/1996;SAO PAULO;SP;385;385;374;23;0;1;1;1996;6;Resumo
