ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio
21;BFB;I;4;2;06/1995;229.575;70.579;-46.550;28.127;21.840;-129.436;-122.048;0;0;-25.272;26.815;;1995;6;Resultado
22;BOAVISTA;C;4;;06/1995;411.321;973.480;-106.519;16.279;3.925;-1.228.670;-29.436;-24.649;0;-59.099;-43.368;;1995;6;Resultado
23;AMERICA DO SUL;I;5;2;06/1995;399.242;46.139;-15.785;15.946;73.788;-292.812;-39.960;0;0;-28.100;158.458;;1995;6;Resultado
24;BEMGE;I;2;2;06/1995;365.284;131.433;-4.638;0;14.858;-274.665;-17.718;0;-2.206;-51.859;160.489;;1995;6;Resultado
25;VEGA;C;3;;06/1995;9.688;-226;-1.070;0;0;-3.429;0;0;0;-205;4.758;;1995;6;Resultado
26;LLOYDS;C;4;;06/1995;141.590;485.787;-125.891;0;0;-498.356;-64.878;-8.261;-23.177;-17.221;-110.407;;1995;6;Resultado
27;BANKBOSTON;C;4;;06/1995;125.394;310.294;-220.033;42.521;167;-276.210;-46.798;-31.263;0;-6.646;-102.574;;1995;6;Resultado
28;MERIDIONAL;I;1;2;06/1995;442.709;91.809;-2.923;8.137;20.611;-252.055;-17.314;0;0;-74.906;216.068;;1995;6;Resultado
29;ABN AMRO;I;4;2;06/1995;288.598;106.080;-23.054;0;0;-190.764;-37.096;0;-10.103;-35.400;98.261;;1995;6;Resultado
30;BANDEIRANTES;I;3;2;06/1995;318.379;197.999;-88.989;2.373;61.706;-369.291;-21.765;0;0;-29.688;70.724;;1995;6;Resultado
31;DIBENS;C;3;;06/1995;222.002;618.115;-5.709;0;0;-682.885;-32.164;-86.072;-2.381;-4.462;26.444;;1995;6;Resultado
32;BMB;I;3;2;06/1995;280.480;63.746;-2.347;567;7.887;-184.711;-7.334;0;0;-27.546;130.742;;1995;6;Resultado
33;PONTUAL;C;3;;06/1995;195.189;65.202;-37.823;0;0;-150.931;-22.398;-32.971;-1.876;-13.993;399;;1995;6;Resultado
34;BMC;I;3;2;06/1995;174.564;57.201;-5.409;314;464;-132.782;-35.346;0;0;-16.582;42.424;;1995;6;Resultado
35;BESC;I;2;2;06/1995;207.395;103.125;-181;1.016;608;-120.458;-6.353;0;0;-40.089;145.063;;1995;6;Resultado
36;BANEB;I;2;2;06/1995;142.326;84.137;-17;1.316;25.340;-106.339;-62.760;0;0;-13.787;70.216;;1995;6;Resultado
37;EXCEL;I;4;2;06/1995;146.562;116.946;-83.888;1.481;0;-187.803;-24.255;0;0;-5.660;-36.617;;1995;6;Resultado
38;BIC;I;3;2;06/1995;174.681;50.348;-13.974;4.664;0;-123.062;-11.616;0;0;-10.632;70.409;;1995;6;Resultado
39;RURAL;C;3;;06/1995;218.845;34.036;-11.809;899;418;-112.020;-4.441;-11.892;0;-32.825;81.211;;1995;6;Resultado
40;BRB;I;2;2;06/1995;197.767;78.588;-122;479;5.952;-106.095;-30.422;0;0;-24.711;121.436;;1995;6;Resultado
41;CHASE MANHATTAN;I;4;2;06/1995;8.422;101.197;-123.323;7.461;8.971;-67.706;-10.851;0;0;0;-75.829;;1995;6;Resultado
42;BMG;C;3;;06/1995;176.551;38.041;-20.415;0;0;-118.624;-11.684;-56.598;-1.112;-5.862;297;;1995;6;Resultado
43;CREDIBANCO;I;5;2;06/1995;88.136;41.539;-99.151;0;2.238;-26.112;-76.042;-2.510;-2.323;-9.391;-83.616;;1995;6;Resultado
44;BASA;I;1;;06/1995;106.808;27.534;0;6.635;671;-50.772;-46.407;0;0;-40.504;3.965;;1995;6;Resultado
45;VOTORANTIM;I;3;;06/1995;33.214;112.413;-140.484;4.411;301;-128.832;-11.775;0;0;-4.231;-134.983;;1995;6;Resultado
46;SOCIETE GENERALE;C;4;;06/1995;73.892;52.212;-47.135;6.651;162;-61.193;-16.928;-34.996;0;1.341;-25.994;;1995;6;Resultado
47;BCN BARCLAYS;I;5;2;06/1995;34.100;74.425;-63.573;213;42;-52.588;-33.270;0;0;-290;-40.941;;1995;6;Resultado
48;DEUTSCHE;I;4;;06/1995;13.146;30.515;-5.766;16.017;0;-24.117;-12.616;0;0;-495;16.684;;1995;6;Resultado
49;PACTUAL;I;3;2;06/1995;321;33.433;-161.289;766;224;-64.864;-14.171;0;0;31;-205.549;;1995;6;Resultado
50;BANESTES;I;2;2;06/1995;120.570;26.057;0;2.668;13.363;-85.454;-10.292;0;0;-6.345;60.567;;1995;6;Resultado
51;SANTANDER BANESPA;C;4;;06/1995;209.176;42.086;-7.473;2.172;0;-114.026;-14.445;-13.470;0;-20.085;83.935;;1995;6;Resultado
52;FIBRA;I;3;2;06/1995;81.071;43.476;-152.403;83;254;-74.500;-11.583;0;0;-1.210;-114.812;;1995;6;Resultado
53;JP MORGAN;C;4;;06/1995;6.484;55.052;-927.921;7.775;508;-59.499;-2.726;0;0;525;-919.802;;1995;6;Resultado
54;BEC;I;2;2;06/1995;127.003;14.426;0;688;8.990;-56.513;-23.307;0;0;-15.512;55.775;;1995;6;Resultado
55;BANDEPE;I;2;2;06/1995;111.180;14.637;-8;1.055;10.476;-49.123;-6.273;0;0;-15.705;66.239;;1995;6;Resultado
56;BEAL;I;4;2;06/1995;24.392;22.228;-25.363;6.400;0;-17.317;-15.610;0;0;-4.292;-9.562;;1995;6;Resultado
57;DEUTSCH;I;4;;06/1995;22.423;21.370;-336;2.787;64;-6.021;-23.738;0;0;1.601;18.150;;1995;6;Resultado
58;SUMITBANK;I;4;;06/1995;72.742;29.465;-405;3.513;2;-13.863;-65.141;0;0;0;26.313;;1995;6;Resultado
59;ABC-ROMA;I;5;2;06/1995;52.805;31.062;-137.467;2.114;197;-51.115;-19.117;0;0;-175;-121.696;;1995;6;Resultado
60;BMD;C;3;;06/1995;104.771;19.949;-28.299;0;251;-57.860;-2.468;-3.794;-193;-3.536;28.821;;1995;6;Resultado
61;GARANTIA;I;3;2;06/1995;3.269;-11.270;-20.777;0;0;-26.449;-45;0;0;0;-55.272;;1995;6;Resultado
62;SRL;I;5;;06/1995;6.899;25.529;-41.654;4.919;0;-28.916;-84;0;0;0;-33.307;;1995;6;Resultado
63;MITSUBISHI;I;4;2;06/1995;4.923;28.032;-7.778;2.990;972;-6.287;-5.914;0;0;0;16.938;;1995;6;Resultado
64;NEDERLANDEN;I;4;;06/1995;13.667;29.197;-25.216;4.678;0;-18.980;-17.688;0;0;1.668;-12.674;;1995;6;Resultado
65;BEG;I;2;2;06/1995;113.817;11.017;-21;1.677;1.280;-25.689;-1.551;0;0;-34.194;66.336;;1995;6;Resultado
66;BNL;I;4;2;06/1995;35.607;31.020;-17.106;1.139;0;-30.445;-12.455;-39;0;-4.737;2.984;;1995;6;Resultado
67;BANFORT;I;3;2;06/1995;75.564;9.672;-3.639;0;130;-41.685;-1.287;0;-2.012;-5.646;31.097;;1995;6;Resultado
68;CACIQUE;I;3;;06/1995;97.686;16.656;-6.639;0;36;-20.258;-1.886;0;-9.918;-34.834;40.843;;1995;6;Resultado
69;SUL AMERICA;I;5;2;06/1995;14.834;7.153;-105.423;0;0;-15.697;-12.288;0;-619;0;-112.040;;1995;6;Resultado
70;SANTOS;I;3;2;06/1995;14.145;4.032;-7.628;0;0;-14.911;-48;0;-53;-721;-5.184;;1995;6;Resultado
71;BANPARA;I;2;2;06/1995;35.235;8.395;-564;492;2.079;-15.017;-8.053;0;0;-3.916;18.651;;1995;6;Resultado
72;FININVEST;I;5;2;06/1995;16.891;7.689;-4.391;0;0;-36.829;-482;0;-629;-303;-18.054;;1995;6;Resultado
73;BANSANDER;I;4;;06/1995;0;18.963;-24.071;0;2;-20.420;0;0;-867;0;-26.393;;1995;6;Resultado
74;PORTUGUES;I;4;;06/1995;4.960;11.327;-384;5.418;26;-7.934;-3.100;0;0;184;10.497;;1995;6;Resultado
75;UBS WARBURG;C;4;;06/1995;12.376;35.109;-1.831;0;26;-43.206;-617;-895;-48;575;1.489;;1995;6;Resultado
76;SOFISA;C;3;;06/1995;31.242;1.427;-4.444;0;38;-17.982;-150;0;-295;-2.131;7.705;;1995;6;Resultado
77;PANAMERICANO;I;3;2;06/1995;39.269;11.933;-1.910;260;0;-28.363;-163;0;0;-7.144;13.882;;1995;6;Resultado
78;BEM;I;2;2;06/1995;30.563;7.394;-12;30;1.191;-10.452;-2.405;0;0;-1.863;24.446;;1995;6;Resultado
79;SCHAHIN;C;3;;06/1995;16.909;5.860;-3.580;0;0;-13.655;-2.657;-347;-59;-324;2.147;;1995;6;Resultado
80;FINANCIAL;I;4;;06/1995;2.702;1.561;0;3.265;0;-1.508;-2.459;0;0;-605;2.956;;1995;6;Resultado
81;BANESE;I;2;;06/1995;19.077;9.284;0;9;4.232;-17.510;-847;0;0;-221;14.024;;1995;6;Resultado
82;BBC;I;3;2;06/1995;24.111;4.008;-397;0;606;-10.584;-440;0;-2;-2.436;14.866;;1995;6;Resultado
83;VR;I;3;2;06/1995;10.000;6.045;-2;0;26;-8.765;0;0;0;-14;7.290;;1995;6;Resultado
84;CREDITO SP;I;3;2;06/1995;42.985;12.203;-1.247;35;45;-21.302;-698;0;0;-17.069;14.952;;1995;6;Resultado
85;PRODUBAN;I;2;2;06/1995;26.934;-111;0;0;3.383;-9.825;-10.336;0;-26;-5.167;4.852;;1995;6;Resultado
86;AGF;I;5;;06/1995;1.902;26.040;-5.229;0;63;-20.445;-228;0;-1.452;-95;556;;1995;6;Resultado
87;BRASCAN;C;4;;06/1995;4.745;3.489;-8.620;69;0;-6.342;-49;0;0;331;-6.377;;1995;6;Resultado
88;CONTINENTAL;I;5;2;06/1995;1.033;14.447;-5.065;528;1;-1.109;-3.333;0;0;52;6.554;;1995;6;Resultado
89;INVESTCRED;I;3;2;06/1995;53.279;3.383;-3.062;0;0;-15.261;0;0;0;-905;37.434;;1995;6;Resultado
90;INDUSTRIAL;I;3;;06/1995;6.548;2.429;-26.627;1;0;-5.381;-399;0;0;-249;-23.678;;1995;6;Resultado
91;PEBB;I;3;2;06/1995;3.823;12.976;-44.953;0;0;-6.486;0;0;-8;0;-34.648;;1995;6;Resultado
92;CREDIBEL;I;3;;06/1995;19.648;8.449;0;1;54;-14.191;0;0;0;-3.294;10.667;;1995;6;Resultado
93;BFC;I;3;2;06/1995;8.356;-1.819;-6.317;0;31;-13.609;-205;0;0;-222;-13.785;;1995;6;Resultado
94;UNION;I;4;;06/1995;15.955;3.142;-801;570;26;-10.406;-1.328;0;0;-2.013;5.145;;1995;6;Resultado
95;PARAIBAN;I;2;;06/1995;2.268;5.118;0;0;13;-1.094;-204;0;0;-510;5.591;;1995;6;Resultado
96;TRIANGULO;I;3;;06/1995;32.589;2.160;-6;0;0;-12.032;0;0;0;-906;21.805;;1995;6;Resultado
97;MAPPIN;I;3;2;06/1995;0;9.280;0;3;0;-7.659;0;0;0;0;1.624;;1995;6;Resultado
98;LAVRA;I;3;2;06/1995;9.158;1.328;-120;388;0;-6.214;-787;0;0;-745;3.008;;1995;6;Resultado
99;DAYCOVAL;I;3;2;06/1995;12.971;2.770;-604;0;10;-6.677;-621;0;-4;-124;7.721;;1995;6;Resultado
100;BEPI;I;2;;06/1995;10.782;2.104;0;0;430;-458;-105;0;0;-450;12.303;;1995;6;Resultado
101;HISPANO;I;4;;06/1995;3.725;324;0;1.483;0;-1.819;-818;0;0;-2.674;221;;1995;6;Resultado
102;PARANA;I;3;2;06/1995;16.146;1.893;0;0;0;-7.991;-25;0;-29;-4.268;5.726;;1995;6;Resultado
103;BEMAT;I;2;;06/1995;7.846;4.607;0;14;34;-2.703;-1.182;-295;0;-1.777;6.544;;1995;6;Resultado
104;AGROINVEST;I;5;2;06/1995;6.113;2.425;0;0;12;-6.726;-159;0;0;-1.113;552;;1995;6;Resultado
105;GUANABARA;I;3;;06/1995;11.278;2.235;-4.087;0;7;-5.494;-2.078;0;0;-1.006;855;;1995;6;Resultado
106;MORADA;I;3;2;06/1995;5.094;140;-48;0;489;-344;-4.075;0;0;0;1.256;;1995;6;Resultado
107;INTERCAP;I;3;2;06/1995;4.412;6.663;-1.617;0;24;-9.175;0;0;0;-247;60;;1995;6;Resultado
108;INTERUNION;I;3;2;06/1995;5.686;1.883;-2.047;0;0;-9.864;0;0;0;-219;-4.561;;1995;6;Resultado
109;ARAUCARIA;I;3;2;06/1995;5.647;5.308;0;121;0;-7.540;-264;0;0;61;3.333;;1995;6;Resultado
110;PROSPER;I;3;2;06/1995;1.089;-4.911;-12.675;0;0;-4.137;-144;0;0;523;-20.255;;1995;6;Resultado
111;LA PROVINCIA;I;4;;06/1995;1.808;1.022;0;651;0;-911;-663;0;0;-11.712;-9.805;;1995;6;Resultado
112;UNIVERSAL;I;3;2;06/1995;6.287;-4.999;-122;0;0;-4.122;0;0;0;-84;-3.040;;1995;6;Resultado
113;PECUNIA;I;3;2;06/1995;23.993;2.132;0;0;3;-5.014;-2;0;0;-11.053;10.059;;1995;6;Resultado
114;IRMAOS GUIMARAES;C;3;;06/1995;7.813;297;-140;1;0;-6.260;-16;0;0;-1.113;582;;1995;6;Resultado
115;FICSA;I;3;2;06/1995;13.000;2.027;-167;0;0;-2.922;0;0;0;-4.868;7.070;;1995;6;Resultado
116;LUSO BRASILEIRO;I;3;;06/1995;8.043;1.414;-381;0;3;-4.387;-377;0;0;-1.499;2.816;;1995;6;Resultado
117;BANER;I;2;;06/1995;3.911;1.540;0;0;87;-466;-606;0;0;-455;4.011;;1995;6;Resultado
118;BANAP;I;2;;06/1995;3.316;2.053;0;0;0;-884;0;0;0;-816;3.669;;1995;6;Resultado
119;PRIMUS;I;3;2;06/1995;-36;1.209;-829;0;0;-2.167;-124;0;-53;0;-2.000;;1995;6;Resultado
120;RENNER;I;3;;06/1995;9.486;483;0;0;0;-1.901;0;0;0;-1.225;6.843;;1995;6;Resultado
121;SEGMENTO;I;3;2;06/1995;3.859;404;-150;1;0;-3.142;0;0;0;-85;887;;1995;6;Resultado
122;COMERCIAL SP;I;3;;06/1995;6.397;921;-71;0;0;-3.429;-1;0;0;-454;3.363;;1995;6;Resultado
123;EXTERIBANK;I;4;;06/1995;1;1.105;0;26;-403;-61;-51;0;0;0;617;;1995;6;Resultado
124;FATOR;C;3;;06/1995;8;363;-83;0;0;-270;0;0;0;0;18;;1995;6;Resultado
125;INTERIOR;I;3;;06/1995;8.826;479;0;0;0;-2.265;0;0;0;-1.382;5.658;;1995;6;Resultado
126;CRUZEIRO;I;3;2;06/1995;2.907;577;-110;0;0;-965;0;0;0;-112;2.297;;1995;6;Resultado
127;CLASSICO;I;3;;06/1995;1.477;157;-90;0;0;-89;0;0;0;0;1.455;;1995;6;Resultado
128;GERDAU;I;3;2;06/1995;1.472;1.229;0;0;0;-80;0;0;0;-23;2.598;;1995;6;Resultado
129;MATONE;I;3;2;06/1995;3.912;570;0;0;0;-2.615;0;0;0;-60;1.807;;1995;6;Resultado
130;EMPRESARIAL;I;3;2;06/1995;6.416;149;0;0;0;-1.716;0;0;0;-2.321;2.528;;1995;6;Resultado
131;BGN;I;3;;06/1995;21;2.329;0;0;0;0;0;0;0;0;2.350;;1995;6;Resultado
132;BANCNACION;I;4;;06/1995;1.443;110;0;296;0;-2.077;0;0;0;-143;-371;;1995;6;Resultado
133;SANTOS NEVES;I;3;2;06/1995;1.810;153;0;4;0;-906;0;0;0;-237;824;;1995;6;Resultado
134;PREMIER;I;3;;06/1995;4.180;218;0;0;0;-1.236;0;0;0;-111;3.051;;1995;6;Resultado
135;LA REPUBLICA;I;4;;06/1995;1.823;1.334;0;308;0;0;-17;0;0;-1.525;1.923;;1995;6;Resultado
136;BVA;I;3;;06/1995;57;5.807;-918;0;0;-6.571;0;0;0;0;-1.625;;1995;6;Resultado
137;CEDULA;I;3;2;06/1995;3.129;461;0;0;17;-808;0;0;0;-436;2.363;;1995;6;Resultado
138;POTTENCIAL;I;3;;06/1995;2.774;525;0;0;0;-747;0;0;0;0;2.552;;1995;6;Resultado
139;RIBEIRAO PRETO;I;3;;06/1995;718;568;-78;0;1.658;-27;0;0;0;0;2.839;;1995;6;Resultado
140;CREDIPLAN;I;3;;06/1995;2.259;127;0;0;0;-1.230;0;0;0;-352;804;;1995;6;Resultado
141;THECA;I;3;2;06/1995;0;17;-76;0;0;0;0;0;0;-34;-93;;1995;6;Resultado
142;PLANIBANC;I;5;2;06/1995;0;2.066;0;0;0;-1.741;0;0;0;0;325;;1995;6;Resultado
143;BANCIONAL;I;3;2;06/1995;374;248;0;0;0;0;0;0;0;-30;592;;1995;6;Resultado
1;BNDES;I;1;;06/1995;1.453.509;112.312;0;1.208;0;-109.435;-1.298.222;0;0;-442.996;-283.624;;1995;6;Resultado
2;NACIONAL;C;3;;06/1995;1.978.537;474.995;-397.941;0;115.661;-1.638.647;-174.121;-87.756;-9.611;-202.708;58.409;;1995;6;Resultado
3;ECONOMICO;C;3;;06/1995;771.735;275.239;-90.956;8.953;114.669;-913.654;-373.373;-16.818;0;-68.742;-292.947;;1995;6;Resultado
4;GARANTIA;I;3;2;06/1995;4.519;136.550;-387.938;9.542;0;-281.910;-20.276;0;0;0;-539.513;;1995;6;Resultado
5;NOROESTE;C;3;;06/1995;459.299;111.691;-98.327;6.207;49.248;-278.499;-37.455;-33.384;0;-82.918;95.862;;1995;6;Resultado
6;BANORTE;I;3;2;06/1995;278.571;44.433;-14.671;5.265;68.822;-250.244;-44.069;0;0;-13.079;75.028;;1995;6;Resultado
7;CCF BRASIL;C;4;;06/1995;50.552;153.130;-116.429;2.678;130;-70.547;-28.521;-20.265;0;-7.353;-36.625;;1995;6;Resultado
8;MULTIPLIC;C;3;;06/1995;311.019;23.382;-89.040;225;29.157;-212.385;-34.396;-10.685;0;-18.286;-1.009;;1995;6;Resultado
9;BANCOCIDADE;C;3;;06/1995;188.495;63.106;-50.759;1.233;42.141;-182.375;-35.785;-21.554;0;-6.338;-1.836;;1995;6;Resultado
10;NORCHEM;C;5;;06/1995;4.357;246.358;-212.270;0;0;-189.183;-54.554;0;-3.970;-3.357;-212.619;;1995;6;Resultado
11;BISA;I;3;2;06/1995;134.015;42.082;-43.207;14.171;384;-93.806;-47.044;0;0;-18.025;-11.430;;1995;6;Resultado
12;BBM;C;3;;06/1995;29.210;112.963;-34.760;10.836;0;-104.946;-12.136;0;0;320;1.487;;1995;6;Resultado
13;ICATU;I;3;;06/1995;30.768;100.907;-64.352;0;111;-89.924;-7.628;0;-1.679;-6.198;-37.995;;1995;6;Resultado
14;AUTOLATINA;I;4;2;06/1995;152.829;3.069;0;0;0;-88.925;-850;0;0;-17.483;48.640;;1995;6;Resultado
15;BRDE;I;2;;06/1995;106.651;30.926;0;0;579;-17;-45.277;-417;0;-10.121;82.324;;1995;6;Resultado
16;BDMG;I;2;;06/1995;80.704;42.998;0;0;0;-28.657;-48.870;-195;0;-10.088;35.892;;1995;6;Resultado
17;FIAT;I;4;2;06/1995;107.155;21.018;0;0;14.757;-74.887;-4.276;0;-1;-17.815;45.951;;1995;6;Resultado
18;TOKYO;I;4;2;06/1995;37.173;9.221;-1.056;4.758;26;-20.477;-12.655;0;0;-44.625;-27.635;;1995;6;Resultado
19;INTER-ATLANTICO;I;5;2;06/1995;52.498;16.963;-10.469;3.865;0;-27.598;-30.171;-211;0;-4.781;96;;1995;6;Resultado
20;MATRIX;C;3;;06/1995;139;29.801;-47.471;0;0;-29.952;0;0;-3.507;0;-50.990;;1995;6;Resultado
21;DESENBANCO;I;2;;06/1995;52.439;364;0;0;0;-2.459;-29.704;0;0;-6.580;14.060;;1995;6;Resultado
22;MERCANTIL;I;3;2;06/1995;69.251;12.580;-2.323;0;1.183;-48.304;-9.688;0;-194;-31.883;-9.378;;1995;6;Resultado
23;PROGRESSO;C;3;;06/1995;69.861;9.025;-4.865;0;1.412;-41.505;-2.460;-6.922;-1.223;-4.289;19.034;;1995;6;Resultado
24;MULTI;I;4;2;06/1995;3.527;15.549;-979;0;13;-6.768;-3.459;0;-2.524;-2.103;3.256;;1995;6;Resultado
25;GENERAL MOTORS;I;4;2;06/1995;87.802;2.348;-546;4;0;-55.186;-375;0;0;-8.591;25.456;;1995;6;Resultado
26;BADESC;I;2;;06/1995;41.151;650;0;0;0;0;-29.032;0;0;-1.792;10.977;;1995;6;Resultado
27;CINDAM;I;3;2;06/1995;744;11.700;-46.383;1.455;0;-10.991;-338;0;0;0;-43.813;;1995;6;Resultado
28;BRASEG;I;5;;06/1995;19.109;17.877;-4.813;0;51;-11.262;-17.507;0;-1.123;-173;2.159;;1995;6;Resultado
29;CREFISUL;I;5;2;06/1995;22.985;11.016;-1.955;298;1.602;-16.610;-1.228;0;0;-724;15.384;;1995;6;Resultado
30;GRAPHUS;C;4;;06/1995;1.441;2.258;-10.014;144;0;-1.761;-738;0;0;-16;-8.686;;1995;6;Resultado
31;BANQUEIROZ;I;3;2;06/1995;47.043;7.296;-757;649;259;-33.245;-2.097;0;0;-6.687;12.461;;1995;6;Resultado
32;FENICIA;I;3;2;06/1995;39.996;6.453;-12.015;406;0;-22.181;-1.747;0;0;-42;10.870;;1995;6;Resultado
33;FONTE;C;3;;06/1995;0;84.164;-6.792;0;0;-87.025;-73;0;-40;-1;-9.767;;1995;6;Resultado
34;GULFINVEST;I;5;2;06/1995;5.411;25.169;-6.041;0;0;-18.955;-14;0;-500;0;5.070;;1995;6;Resultado
35;BANDES;I;2;2;06/1995;20.607;6.253;0;0;0;-1.374;-13.606;0;0;-5.609;6.271;;1995;6;Resultado
36;BRJ;I;3;;06/1995;24.597;4.035;-1.841;0;5.377;-4.293;-28.309;0;-30;594;130;;1995;6;Resultado
37;RENDIMENTO;C;3;;06/1995;13.109;16.225;-29.094;0;0;-20.154;-16;0;-105;-1.533;-21.568;;1995;6;Resultado
38;PATENTE;C;3;;06/1995;1.432;582.972;-6.277;0;56;-588.486;-127;0;-251;122;-10.559;;1995;6;Resultado
39;BANK OF AMERICA;C;4;;06/1995;377;9.721;-8.289;720;0;-9.194;-397;0;0;-339;-7.401;;1995;6;Resultado
40;ARBI;I;3;2;06/1995;13.549;-17.946;-15.172;126;0;-18.446;-911;0;0;-397;-39.197;;1995;6;Resultado
41;FINASA;I;3;2;06/1995;5.538;5.563;-4.354;0;0;-3.789;-375;0;0;25;2.608;;1995;6;Resultado
42;TRANSBANCO;I;3;2;06/1995;18.271;2.215;0;0;0;-6.550;-7.346;0;0;-420;6.170;;1995;6;Resultado
43;INDUSVAL;I;3;2;06/1995;15.689;2.560;-6.896;72;0;-8.339;-677;0;0;0;2.409;;1995;6;Resultado
44;MARKA;I;3;;06/1995;3.090;12.280;-10.012;57;0;-24.589;-37;0;0;-800;-20.011;;1995;6;Resultado
45;MARTINELLI;I;3;2;06/1995;34.819;11.044;-958;928;2;-20.607;-2.284;0;0;-8.441;14.503;;1995;6;Resultado
46;BERON;I;2;;06/1995;29.629;2.766;0;17;101;-15.556;-2.128;0;0;-10.060;4.769;;1995;6;Resultado
47;BCR;I;3;2;06/1995;9.853;6.896;-1.096;115;40;-12.381;-71;0;0;-776;2.580;;1995;6;Resultado
48;IOCHPE;I;3;;06/1995;21.014;1.565;-2;1;20;-12.273;-228;0;0;-293;9.804;;1995;6;Resultado
49;PORTO REAL;I;3;;06/1995;13.958;1.988;-9;0;1.391;-6.897;0;0;0;-3.912;6.519;;1995;6;Resultado
50;DIMENSAO;I;3;2;06/1995;1.098;15.718;-10.675;205;0;-11.961;-5;0;0;0;-5.620;;1995;6;Resultado
51;TENDENCIA;I;3;2;06/1995;436;-2.727;-8.314;74;0;-5.287;-3;0;0;0;-15.821;;1995;6;Resultado
52;BANACRE;I;2;;06/1995;13.800;3.961;0;0;196;-5.181;-42;0;0;-5.811;6.923;;1995;6;Resultado
53;BATTISTELLA;I;3;;06/1995;11.262;282;0;0;0;-893;-3.777;0;0;283;7.157;;1995;6;Resultado
54;INVESTOR;C;3;;06/1995;964;1.932;-4.299;0;0;-3.478;0;0;0;1;-4.880;;1995;6;Resultado
55;BMC;I;3;2;06/1995;199;-6.406;-3.969;0;69;-2.199;0;0;0;5;-12.301;;1995;6;Resultado
56;EUROINVEST;I;5;2;06/1995;2.597;957;0;0;0;-2.456;-2.825;0;0;1.474;-253;;1995;6;Resultado
57;MERCANTIL;I;3;2;06/1995;10.091;3.179;0;0;0;-4.167;-243;0;0;-389;8.471;;1995;6;Resultado
58;AUGUSTA 251;I;3;2;06/1995;203;9.243;-4.012;0;25;-8.238;-30;0;0;-327;-3.136;;1995;6;Resultado
