ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio;18;19;20;21;22
32;STOCK;C;3;;06/1998;1.186.329;52;0;0;7.477;0;7.530;1.130.817;0;2.107;0;0;1998;6;Passivo;0;45.876;26.456;2.284;
33;TRANSBANCO;I;3;2;06/1998;93.413;0;0;10.022;6.955;0;16.977;0;0;0;0;64.276;1998;6;Passivo;0;12.159;10.140;-12.391;
34;BOREAL;I;3;2;06/1998;35.485;124;0;2.284;10.723;0;13.130;12.575;0;30;0;7;1998;6;Passivo;0;9.742;57.244;4.044;
35;TENDENCIA;C;3;;06/1998;20.761;0;0;-1.715;953;0;-763;3.589;0;543;0;166;1998;6;Passivo;0;17.225;64.959;-3.125;
36;GRAPHUS;C;4;;06/1998;68.565;1.071;0;5.465;87;0;6.623;13.536;0;1.881;8;2.512;1998;6;Passivo;0;44.005;30.264;-179;
37;MERRILL LYNCH;I;4;;06/1998;48.338;0;0;0;0;0;0;0;0;4.625;0;0;1998;6;Passivo;0;43.713;32.626;4.658;
38;PORTO REAL;I;3;;06/1998;62.636;7.368;3.903;0;44.802;0;56.072;1.522;0;2.617;315;0;1998;6;Passivo;0;2.110;19.227;314;
39;OURINVEST;C;3;;06/1998;52.257;50;0;0;8.206;0;8.256;0;0;0;0;41.872;1998;6;Passivo;0;2.129;21.791;1.833;
40;REDE;I;3;;06/1998;37.314;0;0;0;22.357;0;22.357;0;0;0;0;9.475;1998;6;Passivo;0;5.482;28.357;-23.315;
41;HEXABANCO;I;3;;06/1998;48.204;194;0;81;44.780;0;45.055;0;0;0;0;0;1998;6;Passivo;0;3.149;15.103;381;
42;BCO MERCANTIL INVS;I;3;2;06/1998;18.220;0;0;8.575;0;0;8.576;0;0;0;0;8.526;1998;6;Passivo;0;1.119;29.106;83;
43;BANACRE;I;2;;06/1998;106.486;2.516;961;92.000;500;0;95.976;0;0;97;1.301;1.635;1998;6;Passivo;0;7.476;-60.071;-43.074;
44;INTERPART;I;3;;06/1998;31.881;147;0;200;8.404;0;8.751;0;0;178;0;21.240;1998;6;Passivo;0;1.712;13.371;0;
45;NACOES;I;3;;06/1998;34.133;1.901;0;751;21.160;0;23.811;4.147;0;982;0;3.937;1998;6;Passivo;0;1.256;10.374;-1.095;
46;EXPRINTER LOSAN;I;5;2;06/1998;19.941;0;0;0;8.309;0;8.309;0;0;0;0;0;1998;6;Passivo;0;11.632;16.844;-2.159;
47;TRICURY;I;3;;06/1998;23.052;0;0;0;21.415;0;21.415;0;0;0;0;0;1998;6;Passivo;0;1.638;12.915;1.223;
48;INDUSCRED;I;3;;06/1998;18.775;996;0;0;14.909;0;15.905;0;0;161;19;0;1998;6;Passivo;0;2.689;14.136;2.333;
49;EMBLEMA;I;3;2;06/1998;14.744;537;0;2.942;8.125;0;11.604;1.818;0;205;0;552;1998;6;Passivo;0;565;17.139;542;
50;BCR;I;3;2;06/1998;29.412;0;0;15.011;0;0;15.011;0;0;0;0;0;1998;6;Passivo;0;14.400;-2.332;-10.309;
51;MALCON;I;3;2;06/1998;7.600;15;0;0;318;0;333;0;4.342;236;0;0;1998;6;Passivo;0;2.690;16.478;851;
52;MISASI;C;3;;06/1998;13.561;0;0;0;7.116;0;7.116;0;0;0;0;0;1998;6;Passivo;0;6.445;9.521;-103;
53;FICRISA AXELRUD;I;3;;06/1998;9.644;536;0;0;7.641;0;8.178;0;89;515;0;16;1998;6;Passivo;0;846;12.038;80;
54;KEB;I;4;;06/1998;1.856;1.302;0;0;0;0;1.302;0;0;3;0;3;1998;6;Passivo;0;547;18.938;1.109;
55;HNF;I;3;2;06/1998;6.906;19;0;0;2.066;0;2.085;0;0;129;0;0;1998;6;Passivo;0;4.692;13.557;-2.260;
56;POTTENCIAL;I;3;;06/1998;13.276;43;0;501;1.788;0;2.333;3.000;0;49;0;7.576;1998;6;Passivo;0;319;9.451;641;
57;MAXINVEST;I;3;;06/1998;11.812;511;0;0;6.551;0;7.062;2.774;0;532;0;0;1998;6;Passivo;0;1.444;8.724;-334;
58;FINANSINOS;I;3;2;06/1998;7.727;25;0;0;6.285;0;6.310;0;0;79;0;0;1998;6;Passivo;0;1.339;9.423;65;
59;PRIME;I;3;2;06/1998;7.956;0;0;5.800;1.106;0;6.906;497;0;0;0;2;1998;6;Passivo;0;551;9.020;330;
60;TECNICORP;I;3;2;06/1998;7.805;555;0;2.089;3.555;0;6.198;0;0;96;0;0;1998;6;Passivo;0;1.512;7.488;-1.328;
61;MINAS;I;3;;06/1998;7.030;170;0;0;6.459;0;6.628;0;0;28;0;0;1998;6;Passivo;0;373;8.035;102;
62;FITAL;I;3;;06/1998;524;0;0;0;0;0;0;0;0;12;0;0;1998;6;Passivo;0;512;14.125;641;
63;PERFORMANCE;I;3;;06/1998;3.019;0;0;0;26;0;26;1.410;0;0;0;0;1998;6;Passivo;0;1.582;10.725;74;
64;OK;I;3;;06/1998;6.268;0;0;0;829;0;829;0;0;0;0;0;1998;6;Passivo;0;5.439;6.503;611;
65;INVESTOR;C;3;;06/1998;5.833;0;0;0;0;0;0;0;0;0;0;4.764;1998;6;Passivo;0;1.069;3.697;-1.593;
66;ROYAL INVEST;I;3;2;06/1998;509;0;0;0;0;0;0;0;0;0;0;0;1998;6;Passivo;0;509;8.833;471;
67;STERLING;I;5;;06/1998;11.758;0;0;0;0;0;0;0;0;0;0;3.613;1998;6;Passivo;0;8.146;-3.687;-311;
