ranking;instituicao;tipo_documento;tipo_controle;4;5;6;7;8;9;10;11;12;13;14;15;16;17;ano;mes;relatorio;18;19;20;21;22
21;PATRIMONIO;I;3;;06/1997;430.040;0;0;10.120;40.487;0;50.607;60.815;0;0;0;0;1997;6;Passivo;0;318.618;50.056;10.465;
22;MARKA;C;3;;06/1997;322.723;1.227;0;267;68.344;0;69.838;202.411;0;287;1.496;1.078;1997;6;Passivo;0;47.612;52.920;7.422;
23;REPUBLIC NATION;I;4;;06/1997;310.309;0;0;37.528;55.548;0;93.075;92.149;0;30.643;0;0;1997;6;Passivo;0;94.443;39.743;1.083;
24;BADESC;I;2;;06/1997;229.427;0;0;0;0;0;0;0;0;0;0;225.076;1997;6;Passivo;0;4.351;85.400;-16.738;
25;PATENTE;C;3;;06/1997;1.566.231;285;0;0;20.978;0;21.263;1.487.741;0;371;0;2.163;1997;6;Passivo;0;54.693;39.253;3.641;
26;LIBERAL;C;4;;06/1997;229.309;877;0;-204;22.161;0;22.834;11.208;0;77.676;375;2.158;1997;6;Passivo;0;115.059;34.448;5.316;
27;BANDES;I;2;2;06/1997;212.780;14.188;0;0;28.674;0;42.862;0;0;0;0;111.508;1997;6;Passivo;0;58.411;36.732;-7.621;
28;BRJ;I;3;;06/1997;210.688;0;0;0;3.706;0;3.706;0;1.364;0;0;191.837;1997;6;Passivo;0;13.782;16.257;2;
29;INDUSVAL;C;3;;06/1997;186.442;6.519;0;6.799;67.250;8;80.577;3.890;0;8.433;9;5.269;1997;6;Passivo;0;88.263;24.440;2.726;
30;RENDIMENTO;C;3;;06/1997;302.466;1.312;0;1.501;90.604;0;93.417;150.649;0;3.244;0;39.492;1997;6;Passivo;0;15.663;52.518;6.587;
31;TENDENCIA;I;3;2;06/1997;127.364;0;0;66.328;3.493;0;69.822;7.133;0;1.545;0;2.012;1997;6;Passivo;0;46.853;62.271;4.276;
32;BISA;I;3;;06/1997;33.983;0;0;0;0;0;0;0;0;0;0;0;1997;6;Passivo;0;33.983;139.897;-2.264;
33;TRANSBANCO;I;3;2;06/1997;168.142;0;0;22.423;24.979;0;47.402;0;0;0;0;109.098;1997;6;Passivo;0;11.642;3.267;-7.274;
34;SOCOPA;C;3;;06/1997;130.198;6.257;0;4.343;27.986;0;38.587;15.758;0;16.812;122;10.060;1997;6;Passivo;0;48.860;20.519;2.545;
35;EUROINVEST;I;5;2;06/1997;103.031;30;0;58.632;3.542;0;62.203;0;0;190;0;15.673;1997;6;Passivo;0;24.964;34.461;346;
36;GRAPHUS;C;3;;06/1997;107.235;37;0;-2.140;4.274;0;2.172;30.439;0;1.114;1;2.878;1997;6;Passivo;0;70.631;44.210;7.891;
37;EQUATORIAL;I;3;2;06/1997;96.109;1.296;0;0;86.681;0;87.977;0;0;3.421;0;0;1997;6;Passivo;0;4.711;23.889;2.617;
38;PORTO SEGURO;I;3;;06/1997;106.693;0;0;0;303;0;303;105.546;0;0;0;0;1997;6;Passivo;0;844;9.663;-842;
39;FITAL;I;3;;06/1997;97.233;2.000;0;0;94.375;0;96.375;0;0;392;0;0;1997;6;Passivo;0;466;12.771;757;
40;PERFORMANCE;I;3;;06/1997;95.396;0;0;0;271;0;271;89.932;0;0;0;0;1997;6;Passivo;0;5.193;9.728;707;
41;MIL;C;3;;06/1997;83.606;7.030;0;2.063;29.485;0;38.578;0;0;8.271;0;9.323;1997;6;Passivo;0;27.433;14.623;2.516;
42;BERON;I;2;;06/1997;361.556;33.395;0;192.599;3.640;0;229.634;0;0;4.494;136;87.626;1997;6;Passivo;0;39.667;-266.822;-127.298;
43;BCR;I;3;2;06/1997;89.463;1.900;0;5.517;61.269;0;68.686;5.167;0;5.911;606;24;1997;6;Passivo;0;9.070;10.241;-3.098;
44;GULFINVEST;I;5;2;06/1997;16.970;53;0;1.287;0;0;1.340;0;0;1.328;0;830;1997;6;Passivo;0;13.472;74.224;1.658;
45;OURINVEST;C;3;;06/1997;70.479;0;0;0;51.284;0;51.284;0;0;0;0;16.111;1997;6;Passivo;0;3.084;19.990;865;
46;BANACRE;I;2;;06/1997;83.534;24.727;5.284;17.025;14.086;0;61.122;0;0;3.098;1.740;10.895;1997;6;Passivo;0;6.679;179;-3.705;
47;STOCK;C;3;;06/1997;2.462.685;14;0;0;9.137;0;9.151;2.411.505;0;10.554;0;0;1997;6;Passivo;0;31.474;16.928;140;
48;BOREAL;I;3;2;06/1997;43.128;22;0;2.713;12.124;0;14.859;23.015;0;55;0;0;1997;6;Passivo;0;5.198;57.092;12.107;
49;HEXABANCO;I;3;;06/1997;63.386;1.100;0;7.016;49.836;0;57.953;2.026;0;0;0;0;1997;6;Passivo;0;3.407;15.293;671;
50;PORTO REAL;I;3;;06/1997;51.003;7.137;4.699;0;31.179;0;43.015;0;0;4.022;333;0;1997;6;Passivo;0;3.632;17.979;772;
51;DIMENSAO;I;3;2;06/1997;28.211;1.358;0;2.551;0;0;3.909;801;0;16.466;62;2;1997;6;Passivo;0;6.971;36.796;4.969;
52;ARBI;C;3;;06/1997;12.722;142;0;28;4.246;0;4.416;0;0;1.210;0;5.519;1997;6;Passivo;0;1.576;50.213;-8.280;
53;BANCO AXIAL;I;3;2;06/1997;25.269;23;0;0;23.266;0;23.289;0;0;52;0;0;1997;6;Passivo;0;1.928;24.692;1.424;
54;HNF;I;3;2;06/1997;6.270;187;0;0;3.247;0;3.435;0;0;254;2;0;1997;6;Passivo;0;2.579;39.317;-2.557;
55;BCO MERCANTIL INVS;I;3;2;06/1997;16.980;0;0;11.467;0;0;11.467;0;0;1.170;0;542;1997;6;Passivo;0;3.801;27.786;1.870;
56;IOCHPE;I;3;;06/1997;25.910;0;0;0;0;0;0;0;0;29;0;24.127;1997;6;Passivo;0;1.754;18.355;-676;
57;NACOES;I;3;;06/1997;38.170;1.531;0;2.620;17.805;0;21.956;6.564;0;2.101;20;6.581;1997;6;Passivo;0;948;11.399;-1.623;
58;METROPOLITANO;I;5;;06/1997;37.542;1.225;0;0;6.365;0;7.589;3.697;0;2.220;0;1.822;1997;6;Passivo;0;22.214;4.836;-163;
59;EXPRINTER LOSAN;I;5;2;06/1997;16.790;0;0;0;3.631;0;3.631;0;0;0;0;0;1997;6;Passivo;0;13.160;24.874;11.117;
60;BATTISTELLA;I;3;;06/1997;29.230;0;0;6.420;0;0;6.420;0;0;0;0;19.552;1997;6;Passivo;0;3.257;10.557;-11.026;
61;INTERFINANCE;I;3;2;06/1997;28.973;76;0;2.035;17.900;0;20.012;5.817;0;0;0;0;1997;6;Passivo;0;3.144;14.135;-3.908;
62;EMBLEMA;I;3;2;06/1997;17.747;580;0;3.565;10.507;0;14.651;893;0;873;0;0;1997;6;Passivo;0;1.331;17.727;-468;
63;INVESTOR;C;3;;06/1997;17.680;0;0;150;2.464;0;2.614;0;0;0;0;4.176;1997;6;Passivo;0;10.890;10.085;-3.462;
64;INTERPART;I;3;;06/1997;14.015;145;0;150;3.708;0;4.004;0;0;177;0;8.022;1997;6;Passivo;0;1.812;12.046;-1.290;
65;TRICURY;I;3;;06/1997;12.208;0;0;0;11.538;0;11.538;0;0;0;0;0;1997;6;Passivo;0;670;11.660;-148;
66;MALCON;I;3;2;06/1997;6.715;11;0;0;0;0;11;0;3.952;342;0;0;1997;6;Passivo;0;2.410;15.613;1.471;
67;FICRISA AXELRUD;I;3;;06/1997;9.162;786;0;0;3.761;0;4.548;0;177;690;0;57;1997;6;Passivo;0;3.691;11.544;48;
68;POTTENCIAL;I;3;;06/1997;11.913;122;0;503;2.744;0;3.369;0;0;274;0;7.750;1997;6;Passivo;0;521;8.733;324;
69;MAXINVEST;I;3;;06/1997;9.381;501;0;0;7.148;0;7.649;0;0;308;5;0;1997;6;Passivo;0;1.419;9.679;224;
70;MISASI;C;3;;06/1997;8.501;0;0;0;6.435;0;6.435;0;0;0;0;0;1997;6;Passivo;0;2.066;9.666;415;
71;FINANSINOS;I;3;2;06/1997;8.555;20;0;0;6.864;0;6.884;0;0;319;0;0;1997;6;Passivo;0;1.353;9.498;89;
72;TECNICORP;I;3;2;06/1997;8.479;251;0;1.542;5.362;0;7.154;0;0;214;0;0;1997;6;Passivo;0;1.111;8.856;325;
73;PRIME;I;3;2;06/1997;7.659;0;0;6.000;1.077;0;7.077;0;0;0;0;4;1997;6;Passivo;0;579;8.309;519;
74;AMERICAN EXPRES;I;4;2;06/1997;2.157;0;0;878;0;0;878;0;0;0;0;0;1997;6;Passivo;0;1.280;12.502;654;
75;BANCRED;I;3;2;06/1997;3.646;542;0;180;2.521;0;3.243;0;0;139;0;0;1997;6;Passivo;0;264;8.908;-964;
76;STERLING;I;5;;06/1997;15.108;0;0;0;0;0;0;0;0;0;0;7.225;1997;6;Passivo;0;7.883;-3.930;-646;
77;OK;I;3;2;06/1997;4.624;0;0;0;0;0;0;0;0;0;0;0;1997;6;Passivo;0;4.624;5.845;371;
78;OPERADOR;I;3;2;06/1997;461;0;0;0;0;0;0;0;0;11;0;0;1997;6;Passivo;0;450;9.372;-5.254;
79;CRITERIUM;I;3;;06/1997;82;0;0;0;0;0;0;0;0;0;0;0;1997;6;Passivo;0;82;2.259;-360;
