TipoInstituicao;CodInst;AnoMes;NomeRelatorio;NumeroRelatorio;Grupo;Conta;NomeColuna;DescricaoColuna;Saldo
1;00068987;202106;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];341582690.36
1;00068987;202106;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];277619429.66
1;00068987;202106;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];293407662.58
1;00068987;202106;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];178706896.88
1;00068987;202106;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];48175027.78
1;00068987;202106;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81956001];3782847.29
1;00068987;202106;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;42160902.59
1;00068987;202106;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.116178017051319
1;00068987;202106;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;0.16339231693546
1;00075847;202106;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];1331265604.65
1;00075847;202106;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];714126963.57
1;00075847;202106;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];1160848903.0
1;00075847;202106;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];1137047505.63
1;00075847;202106;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];170416701.65
1;00075847;202106;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81956001];15020091.92
1;00075847;202106;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;170365195.76
1;00075847;202106;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.0343161247455488
1;00075847;202106;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;0.208606015592916
1;00106180;202106;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];790939244.87
1;00106180;202106;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];31654172.51
1;00106180;202106;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];738093118.35
1;00106180;202106;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];0.0
1;00106180;202106;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];52846126.52
1;00106180;202106;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81956001];196226.570000002
1;00106180;202106;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;43852474.88
1;00106180;202106;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.0839704117059858
1;00106180;202106;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;0.197513528601349
1;00129753;202106;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];1500217.59
1;00129753;202106;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];778900.19
1;00129753;202106;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];256770.25
1;00129753;202106;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];0.0
1;00129753;202106;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];1243447.34
1;00129753;202106;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81956001];57307.16
1;00129753;202106;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;1243447.34
1;00129753;202106;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.00196729682175363
1;00129753;202106;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;0.902885888550641
1;00141155;202106;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];6596029.19
1;00141155;202106;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];2898079.64
1;00141155;202106;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];812453.39
1;00141155;202106;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];0.0
1;00141155;202106;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];5783575.8
1;00141155;202106;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81956001];755317.81
1;00141155;202106;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;5780575.8
1;00141155;202106;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.0560347171643351
1;00141155;202106;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;1.39096489706144
1;00184068;202106;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];1508290870.11
1;00184068;202106;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];38033979.2
1;00184068;202106;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];1404114992.88
1;00184068;202106;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];0.0
1;00184068;202106;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];104175877.23
1;00184068;202106;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81956001];266789.840000003
1;00184068;202106;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;94674635.3
1;00184068;202106;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.00334410065585962
1;00184068;202106;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;0.244107039467081
1;00204963;202106;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];110886442.68
1;00204963;202106;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];63357664.79
1;00204963;202106;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];92911141.21
1;00204963;202106;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];86089901.65
1;00204963;202106;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];17975301.47
1;00204963;202106;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81956001];1183784.86
1;00204963;202106;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;17975301.47
1;00204963;202106;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.070440483132548
1;00204963;202106;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;0.186611643209441
1;00259231;202106;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];577657254.37
1;00259231;202106;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];291687075.84
1;00259231;202106;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];496833862.62
1;00259231;202106;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];476886526.15
1;00259231;202106;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];80823391.75
1;00259231;202106;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81956001];5993657.1
1;00259231;202106;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;75029117.76
1;00259231;202106;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.0698937157541222
1;00259231;202106;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;0.204077949770094
1;00309024;202106;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];8078263992.94
1;00309024;202106;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];735244073.06
1;00309024;202106;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];7770859879.09
1;00309024;202106;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];406503.99
1;00309024;202106;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];307404113.85
1;00309024;202106;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81956001];690108.140000002
1;00309024;202106;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;191494591.65
1;00309024;202106;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.0690532399691404
1;00309024;202106;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;0.139642681714273
1;00315557;202106;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];661914633.27
1;00315557;202106;Resumo;1;;78183;Carteira de Crédito Classificada;[31000000];0.0
1;00315557;202106;Resumo;1;;78184;Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros;[40000008] + [50000005];576793921.78
1;00315557;202106;Resumo;1;;78185;Captações;[41000007] + [42000006] + [43000005] + [46000002];1556381.96
1;00315557;202106;Resumo;1;;78186;Patrimônio Líquido;[60000002] + [70000009]+ [80000006];85120711.49
1;00315557;202106;Resumo;1;;78187;Lucro Líquido;[70000009]+[80000006]-[81956001];9225090.03000001
1;00315557;202106;Resumo;1;;79649;Patrimônio de Referência para Comparação com o RWA;Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II;48790383.12
1;00315557;202106;Resumo;1;;79662;Índice de Imobilização;Relação entre Ativo Permanente e Patrimônio de Referência;0.271026168978359
1;00315557;202106;Resumo;1;;79664;Índice de Basileia;Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco;0.697842927423568
1;00429890;202106;Resumo;1;;78182;Ativo Total;[10000007] + [20000004];150098479.65
