"tipo_instituicao";"cod_inst";"ano_mes";"nome_relatorio";"numero_relatorio";"grupo";"conta";"nome_coluna";"descricao_coluna";"saldo"
"2";"00058338";"200312";"Resumo";"1";"null";"78182";"Ativo Total";"[10000007] + [20000004]";"951668,23"
"2";"00058338";"200312";"Resumo";"1";"null";"78183";"Carteira de Crédito Classificada";"[31000000]";"427498,28"
"2";"00058338";"200312";"Resumo";"1";"null";"78184";"Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros";"[40000008] + [50000005]";"828046,96"
"2";"00058338";"200312";"Resumo";"1";"null";"78185";"Captações";"[41000007] + [42000006] + [43000005] + [46000002]";"763757,07"
"2";"00058338";"200312";"Resumo";"1";"null";"78186";"Patrimônio Líquido";"[60000002] + [70000009]+ [80000006]";"123621,27"
"2";"00058338";"200312";"Resumo";"1";"null";"78187";"Lucro Líquido";"[70000009]+[80000006]-[81955002]";"47542,58"
"2";"00058338";"200312";"Resumo";"1";"null";"79649";"Patrimônio de Referência para Comparação com o RWA";"Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II";"123621,27"
"2";"00058338";"200312";"Resumo";"1";"null";"79662";"Índice de Imobilização";"Relação entre Ativo Permanente e Patrimônio de Referência";"0,63"
"2";"00058338";"200312";"Resumo";"1";"null";"79664";"Índice de Basileia";"Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco";"0,201269305626075"
"2";"00066670";"200312";"Resumo";"1";"null";"78182";"Ativo Total";"[10000007] + [20000004]";"2702935,04"
"2";"00066670";"200312";"Resumo";"1";"null";"78183";"Carteira de Crédito Classificada";"[31000000]";"0"
"2";"00066670";"200312";"Resumo";"1";"null";"78184";"Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros";"[40000008] + [50000005]";"141600,47"
"2";"00066670";"200312";"Resumo";"1";"null";"78185";"Captações";"[41000007] + [42000006] + [43000005] + [46000002]";"0"
"2";"00066670";"200312";"Resumo";"1";"null";"78186";"Patrimônio Líquido";"[60000002] + [70000009]+ [80000006]";"2561334,57"
