Id;NomeIf;Segmento;Cnpj;DataInicioRegime;DataFimRegime;TipoRegime;Situacao;Uf
541;DISTRIBUIDORA SAO PAULO MINAS S.A. DE TITULOS E VALORES MOBILIARIOS;Sociedade Distribuidora de TVM;21594726000170;1984-04-11;1984-10-09;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
359;DISTRIBUIDORA UNITED DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;Sociedade Distribuidora de TVM;00394116000152;1999-03-23;2008-12-04;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
1.194;DIVALORES DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;92869700000135;1991-06-26;1998-07-30;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
788;DIVISA FACTORING LTDA;Outras Empresas;36205193000164;1997-02-26;1997-11-28;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
2.160;DJC ADMINISTRADORA DE CONSÓRCIOS LTDA;Administradora de Consórcio;81246688000196;2013-02-07;2015-10-27;Liquidação extrajudicial;Encerrado (Falência.);PR
100.088;DN ADMINISTRADORA DE CONSÓRCIOS LTDA;Administradora de Consórcio;25529983000189;2015-01-21;2015-12-15;Liquidação extrajudicial;Encerrado (Falência.);MG
777;DOLNIG CORRETORA DE CAMBIO LTDA;Sociedade Corretora de Câmbio;42468082000143;1986-01-10;1993-06-21;Liquidação extrajudicial;Encerrado (Falência.);RJ
100.262;DOMUS COMPANHIA HIPOTECÁRIA;Companhia Hipotecária;10372647000106;2018-05-22;2022-05-27;Liquidação extrajudicial;Encerrado (Mudança de objeto social para atividade econômica não integrante do SFN.);RJ
781;DUARTE ROSA S.A. CORRETORA DE CAMBIO E VALORES;Sociedade Corretora de TVM;35768001000165;1995-03-03;2001-08-08;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
1.125;DUPLICAP DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;76642198000179;1984-05-29;1985-05-28;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);PR
1.450;E-FINANCIAL - TECNOLOGIA E SERVICOS LTDA.;Outras Empresas;01054396000112;2005-04-08;2005-10-05;Intervenção;Encerrado (Situação normalizada.);SP
523;ECONOMIA CREDITO IMOBILIARIO S.A. - ECONOMISA;Sociedade de Crédito Imobiliário - Repassadora;17441197000105;1984-05-03;1994-09-30;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);MG
1.008;ECONOMICO S.A. CORRETORA DE CAMBIO E VALORES MOBILIARIOS;Sociedade Corretora de TVM;61923504000178;1995-08-11;1996-05-13;Intervenção;Encerrado (Situação normalizada.);SP
838;ECONOMICO S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;Sociedade Distribuidora de TVM;45022548000170;1995-08-11;1996-05-13;Intervenção;Encerrado (Situação normalizada.);BA
468;ECONOMICO S.A. EMPREENDIMENTOS;Outras Empresas;13587050000169;1996-02-07;1997-02-05;Intervenção;Encerrado (Cessação da intervenção.);BA
505;ECONOMISA - ECONOMIA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;17343625000159;1984-05-03;1988-10-04;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);MG
978;ECONOMISA CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.;Sociedade de Crédito, Financiamento e Investimento;61288312000137;1984-05-03;1988-10-04;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);MG
474;ECONÔMICO S.A. ARRENDAMENTO MERCANTIL-ECONLEASING;Sociedade de Arrendamento Mercantil;15102080000163;1995-08-11;1996-08-09;Intervenção;Encerrado (Convolação em liquidação ordinária.);SP
475;ECONÔMICO S.A. ARRENDAMENTO MERCANTIL-ECONLEASING;Sociedade de Arrendamento Mercantil;15102080000163;1996-08-09;2017-11-09;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
731;EDGARD ESTRELLA DISTRIBUIDOR DE TITULOS E VALORES MOBILIARIOS;Sociedade Distribuidora de TVM;33846536000181;1976-11-18;1980-04-25;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);RJ
536;ELECTRONA LTDA;Outras Empresas;21522461000102;1984-05-03;1988-05-19;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);MG
725;EMBRACOR S.A. CORRETORA DE CAMBIO E VALORES MOBILIARIOS;Sociedade Corretora de TVM;33834177000142;1987-02-13;1990-11-05;Liquidação extrajudicial;Encerrado (Falência.);RJ
1.661;EMPREENDIMENTOS MAFRA LTDA;Administradora de Consórcio;21997259000129;2008-07-10;2015-12-01;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);MG
897;EMPRESA BRASILEIRA DE CONSORCIOS S/C LTDA;Administradora de Consórcio;55212443000138;2002-02-07;2004-09-30;Liquidação extrajudicial;Encerrado (Falência.);SP
790;EMPRESARIAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;36240497000162;1997-05-15;2002-07-09;Liquidação extrajudicial;Encerrado (Falência.);SP
1.042;ENRIQUE - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;62196894000194;1980-11-20;1981-11-19;Intervenção;Encerrado (Convolação em liquidação ordinária.);SP
1.043;ENRIQUE - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;62196894000194;1981-11-19;1985-05-22;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
1.960;EQUIPE S/A DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Sociedade Distribuidora de TVM;33739715000110;2011-08-24;2014-06-25;Liquidação extrajudicial;Encerrado (Falência.);RJ
1.195;ESCOTAL ESCRITORIO DE CORRETAGEM DE VALORES E CAMBIO LTDA;Sociedade Corretora de TVM;92875673000103;1993-04-14;1994-04-29;Liquidação extrajudicial;Encerrado (Falência.);RS
608;ESQUEMA - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;30122725000113;1981-05-18;1982-09-10;Liquidação extrajudicial;Encerrado (Falência.);RJ
100.160;ESTRATEGIA INVESTIMENTOS S.A.- CORRETORA DE VALORES E CAMBIO;Sociedade Corretora de TVM;74073974000131;2016-05-05;2018-02-21;Liquidação extrajudicial;Encerrado (Falência.);RJ
1.136;ETICA CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Corretora de TVM;78942398000172;1988-08-02;1988-10-04;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);PR
469;ETICA DISTRIBUIDORA DE TITULOS VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;13951579000110;1988-08-02;1988-09-30;Intervenção;Encerrado (Falência.);RJ
470;ETICA DISTRIBUIDORA DE TITULOS VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;13951579000110;1988-09-30;1995-11-07;Liquidação extrajudicial;Encerrado (Falência.);RJ
846;EUGENIO - CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA;Sociedade Corretora de TVM;46485652000164;1980-12-08;1981-12-07;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
1.085;EUGENIO - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;62552237000132;1980-12-08;1981-12-07;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
1.067;EUGENIO RIO - DISTRIUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;Sociedade Distribuidora de TVM;62316823000188;1980-12-08;1981-12-07;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
1.760;EURO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A;Sociedade Distribuidora de TVM;05006016000125;2009-06-16;2014-04-30;Liquidação extrajudicial;Encerrado (Falência.);RJ
989;EXACTA ADMINISTRADORA LTDA;Administradora de Consórcio;61418976000173;1994-07-28;1997-06-17;Liquidação extrajudicial;Encerrado (Falência.);SP
1.103;EXINFOR - INFORMATICA, SERVICOS E PARTICIPACOES S.C. LTDA;Outras Empresas;68477066000100;1995-10-26;1996-11-06;Liquidação extrajudicial;Encerrado (Falência.);SP
1.082;EXPANSAO ADMINISTRADORA DE INVESTIMENTOS S.C. LTDA;Administradora de Consórcio;62454590000180;1995-10-26;1996-07-30;Liquidação extrajudicial;Encerrado (Falência.);SP
597;FACILITY ADMINISTRACAO E PARTICIPACOES LTDA;Administr. e Participacao;29549862000150;1991-07-18;1994-12-07;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
625;FAR CONSULTORIA S.C. LTDA;Outras Empresas;31937204000187;1991-07-18;1993-12-30;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
782;FAR PARTICIPACOES E EMPREENDIMENTOS LTDA;Administr. e Participacao;35821099000177;1991-07-18;1995-02-20;Liquidação extrajudicial;Encerrado (Falência.);RJ
1.019;FAROVAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;62060397000164;1976-11-18;1979-04-06;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);SP
1.063;FBC DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;62297676000146;1993-01-27;1995-01-17;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
1.088;FEDERAL SAO PAULO S.A. CREDITO IMOBILIARIO;Sociedade de Crédito Imobiliário;62799895000123;1979-06-13;1980-06-12;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
876;FENIX EMPREENDIMENTOS S.C. LTDA;Administradora de Consórcio;51105351000106;1988-01-08;1988-07-08;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
873;FERES EMPREENDIMENTOS SOCIAIS LTDA;Administradora de Consórcio;50941947000175;1993-02-25;1994-11-24;Liquidação extrajudicial;Encerrado (Falência.);SP
453;FINADISA DISTRIBUIDORA S.A. - TITULOS E VALORES MOBILIARIOS;Sociedade Distribuidora de TVM;10973006000107;1983-01-21;1984-01-10;Intervenção;Encerrado (Aprovação de contas e baixa no registro público.);SP
454;FINADISA DISTRIBUIDORA S.A. - TITULOS E VALORES MOBILIARIOS;Sociedade Distribuidora de TVM;10973006000107;1984-01-10;1989-12-20;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);SP
960;FINANCAP S.A. ADMINISTRACAO E COMERCIO;Administr. e Participacao;60861051000130;1985-11-19;1987-04-21;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
1.179;FINANCIAL DO COMERCIO E DA PRODUCAO S.A. CREDITO, FINANCIAMENTO E INVESTIMENTO;Sociedade de Crédito, Financiamento e Investimento;92012624000147;1969-03-25;1970-09-01;Liquidação extrajudicial;Encerrado (Encerrado anterior à Lei 6.024/74.);RS
1.181;FINANCILAR BANCO DE INVESTIMENTO S.A.;Banco de Investimento;92694025000150;1976-04-22;1989-10-20;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
696;FINANCILAR CIA. DE CREDITO IMOBILIARIO;Sociedade de Crédito Imobiliário;33642638000185;1976-04-22;1989-10-20;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
706;FINANCILAR CREDITO, FINANCIAMENTO E INVESTIMENTOS S.A.;Sociedade de Crédito, Financiamento e Investimento;33724709000199;1976-04-22;1981-02-24;Liquidação extrajudicial;Encerrado (Artigo 31 da Lei 6.024/74.);RJ
810;FINANCILAR PROMOTORA DE VENDAS LTDA;Outras Empresas;42278507000151;1976-04-22;1981-02-24;Liquidação extrajudicial;Encerrado (Artigo 31 da Lei 6.024/74.);RJ
452;FINANCILAR-LUME CIA DE CREDITO IMOBILIARIO;Sociedade de Crédito Imobiliário;10902005000163;1976-04-22;1989-10-20;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
609;FINANCILAR-LUME DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;Sociedade Distribuidora de TVM;30125801000144;1976-04-22;1981-02-24;Liquidação extrajudicial;Encerrado (Artigo 31 da Lei 6.024/74.);RJ
967;FINANCON ADMINISTRADORA DE CONSORCIO LTDA;Administradora de Consórcio;60908340000147;1993-11-09;1994-09-09;Liquidação extrajudicial;Encerrado (Falência.);SP
941;FIVAP S.A. CREDITO, FINANCIAMENTO E INVESTIMENTOS;Sociedade de Crédito, Financiamento e Investimento;60419033000100;1977-01-25;1984-12-12;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);SP
479;FLAVAL - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;15210529000107;1983-01-21;1984-01-10;Intervenção;Encerrado (Aprovação de contas e baixa no registro público.);RJ
480;FLAVAL - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;15210529000107;1984-01-10;1989-12-20;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);RJ
1.007;FLAVIO FONSECA - SOCIEDADE CORRETORA DE VALORES LTDA;Sociedade Corretora de TVM;61888301000198;1974-10-08;1981-03-06;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);SP
648;FLORIN DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;33161787000122;1991-06-28;1995-12-20;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
1.550;FLORISA - ADMINISTRADORA DE CONSORCIOS S/C LTDA;Administradora de Consórcio;80670136000148;2006-03-16;2009-07-02;Liquidação extrajudicial;Encerrado (Falência.);SC
100.087;FLUXO CORRETORA DE CÂMBIO S.A.;Sociedade Corretora de Câmbio;34562942000185;2014-12-17;2016-08-10;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
503;FORMULA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;17338450000191;1989-01-30;1989-12-20;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
500;FROTA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;17330689000115;1999-06-02;2001-10-04;Liquidação extrajudicial;Encerrado (Falência.);MG
1.113;FUNDACAO BAMERINDUS DE ASSISTENCIA SOCIAL - EM LIQUIDACAO;Outras Empresas;75058990000118;1997-03-26;1998-03-26;Intervenção;Encerrado (Aprovação de contas e baixa no registro público.);PR
1.114;FUNDACAO BAMERINDUS DE ASSISTENCIA SOCIAL - EM LIQUIDACAO;Outras Empresas;75058990000118;1998-03-26;2014-12-19;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);PR
691;FUNDACAO SAO JOSE DA IPIRANGA;Outras Empresas;33633165000150;1975-03-25;1976-03-15;Intervenção;Encerrado (Cessação da intervenção.);RJ
1.090;FUTURA - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;63064067000100;1983-10-04;1984-04-03;Intervenção;Encerrado (Falência.);SP
1.091;FUTURA - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;63064067000100;1984-04-03;1984-06-25;Liquidação extrajudicial;Encerrado (Falência.);SP
463;FYBER ADMINISTRADORA DE CONSORCIOS S.C. LTDA;Administradora de Consórcio;12460150000167;1995-06-21;1996-11-20;Liquidação extrajudicial;Encerrado (Falência.);CE
1.490;GARANTIA ADMINISTRADORA DE CONSORCIO S/C LTDA;Administradora de Consórcio;40201931000172;2005-06-09;2007-08-16;Liquidação extrajudicial;Encerrado (Falência.);SC
931;GARAVELO - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;Sociedade Distribuidora de TVM;59639104000193;1994-07-20;1995-02-20;Liquidação extrajudicial;Encerrado (Falência.);SP
880;GARAVELO & CIA.;Administradora de Consórcio;51655371000142;1994-07-20;1996-05-21;Liquidação extrajudicial;Encerrado (Falência.);SP
899;GAVE CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.;Sociedade Corretora de TVM;55547061000165;1994-07-20;2006-02-23;Liquidação extrajudicial;Encerrado (Falência.);SP
1.017;GEHRA VALORES S.A. - SOCIEDADE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;Sociedade Distribuidora de TVM;62054309000111;1977-04-19;1980-04-09;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);SP
561;GERAES ADMINISTRADORA DE CONSORCIOS LTDA;Administradora de Consórcio;25463506000168;1999-01-07;2000-09-27;Liquidação extrajudicial;Encerrado (Falência.);MG
895;GERAL RECORD EMPREENDIMENTOS LTDA;Administradora de Consórcio;54707914000116;2003-01-16;2004-03-18;Liquidação extrajudicial;Encerrado (Falência.);SP
1.080;GIAMAR S.A. - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;Sociedade Distribuidora de TVM;62376561000147;1980-03-11;1981-03-06;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
508;GIRO S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;Sociedade Distribuidora de TVM;17350075000103;1982-10-26;1983-05-16;Intervenção;Encerrado (Falência.);MG
1.098;GIROBANK ADMINISTRADORA DE CONSORCIOS LTDA;Administradora de Consórcio;66650425000154;1999-05-10;2003-03-05;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
1.062;GIROBANK DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;62279682000170;1999-05-10;2003-03-05;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
969;GIROBANK S.A. CREDITO, FINANCIAMENTO E INVSTIMENTO;Sociedade de Crédito, Financiamento e Investimento;61002259000166;1999-05-10;2003-03-05;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
806;GLORIA ADMINISTRACAO DE BENS LTDA;Outras Empresas;42275222000167;1975-03-25;1976-03-15;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
807;GLORIA ADMINISTRACAO DE BENS LTDA;Outras Empresas;42275222000167;1976-03-15;1980-06-18;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
498;GNPP - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;17302522000140;1995-12-05;2008-03-19;Liquidação extrajudicial;Encerrado (Falência.);RJ
1.037;GODOY LTDA PROMOTORA DE VENDAS;Outras Empresas;62170279000109;1977-01-25;1980-03-19;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);SP
963;GODOY S.A. CORRETORA DE VALORES;Sociedade Corretora de TVM;60881794000171;1977-01-25;1980-08-20;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);SP
1.079;GODOY S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;Sociedade Distribuidora de TVM;62375332000108;1977-01-25;1980-04-25;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);SP
100.422;GOVESA ADMINISTRADORA DE CONSÓRCIOS LTDA;Administradora de Consórcio;02798858000179;2021-11-18;2024-07-18;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);GO
100.261;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;Sociedade Corretora de TVM;33918160000173;2018-05-22;2019-07-24;Liquidação extrajudicial;Encerrado (Falência.);SP
784;GRANDE RIO S.A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;Sociedade Corretora de TVM;35924950000197;1991-01-21;1996-09-19;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
386;GUAJARA ADMINISTRADORA DE CONSORCIO S/C LTDA;Administradora de Consórcio;04375705000144;1994-03-04;1997-06-04;Liquidação extrajudicial;Encerrado (Falência.);CE
1.840;GUARUJÁ VEÍCULOS ADMINISTRADORA DE CONSÓRCIOS LTDA;Administradora de Consórcio;48699607000138;2010-08-12;2020-01-21;Liquidação extrajudicial;Encerrado (Iliquidez ou difícil realização do ativo remanescente na instituição, reconhecidas pelo Banco Central do Brasil.);SP
100.041;GUARUMOTO ADMINISTRACAO DE CONSORCIOS S/C LTDA;Administradora de Consórcio;51260933000159;2014-07-25;2016-09-06;Liquidação extrajudicial;Encerrado (Falência.);SP
1.174;HABITASUL CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;Sociedade Corretora de TVM;89560460000188;1985-02-11;1986-01-31;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RS
1.192;HABITASUL CREDITO IMOBILIARIO S.A.;Sociedade de Crédito Imobiliário;92859800000180;1985-02-11;1987-06-29;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RS
1.163;HABITASUL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;Sociedade Distribuidora de TVM;87906038000106;1985-02-11;1986-01-31;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RS
1.168;HABITASUL LEASING S.A. - ARRENDAMENTO MERCANTIL;Sociedade de Arrendamento Mercantil;88337985000196;1985-02-11;1986-01-31;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RS
708;HALLES CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A.;Sociedade Corretora de TVM;33745662000140;1974-04-16;1974-07-05;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
1.056;HALLES DISTRIBUIDORA NACIONAL DE VALORES MOBILIARIOS S.A.;Sociedade Distribuidora de TVM;62265897000132;1974-04-16;1974-07-05;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
702;HALLES FINANCEIRA S.A. CREDITO FINANCIAMENTO E INVESTIMENTOS;Sociedade de Crédito, Financiamento e Investimento;33713710000118;1974-04-16;1974-07-05;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
953;HASPA CORRETORA DE CAMBIO E VALORES S.A.;Sociedade Corretora de TVM;60803343000116;1984-05-22;1989-08-17;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
1.016;HASPA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;Sociedade Distribuidora de TVM;62042056000166;1984-05-22;1990-02-08;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
998;HASPA HABITACAO SAO PAULO S.A. DE CREDITO IMOBILIARIO;Sociedade de Crédito Imobiliário;61684551000106;1984-05-22;1988-11-22;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
859;HASPA INCORPORACOES, ADMINISTRACAO E SISTEMAS S.A.;Outras Empresas;48090153000101;1984-05-22;1988-11-22;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);SP
615;HASPA S.A. CREDITO IMOBILIARIO;Sociedade de Crédito Imobiliário;30279772000175;1984-05-22;1988-11-22;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);RJ
666;HASPA S.A. DE CAPITALIZACAO;Capitalizacao;33263690000120;1984-10-05;1988-11-22;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);RJ
954;HEMISFERIO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;Sociedade de Crédito, Financiamento e Investimento;60830213000172;1977-04-19;1983-06-13;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);SP
526;HERCULES CORRETORA DE VALORES LTDA;Sociedade Corretora de TVM;18371583000122;1994-07-28;1997-08-11;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);MG
551;HERCULES DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;24492613000151;1994-07-28;1997-08-11;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);MG
1.116;HM ADMINISTRADORA DE CONSORCIOS S/C LTDA.;Administradora de Consórcio;75626838000194;2001-03-28;2004-11-17;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);PR
577;HOT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;Sociedade Distribuidora de TVM;27683465000140;1997-08-11;2005-06-24;Liquidação extrajudicial;Encerrado (Decisão Judicial.);RJ
555;HOTEL PORTO REAL S.A.;Outras Empresas;24740318000177;1975-03-25;1976-03-15;Intervenção;Encerrado (Cessação da intervenção.);MG
1.780;IATTO EMPREENDIMENTOS LTDA;Administradora de Consórcio;25575481000194;2009-07-03;2012-07-26;Liquidação extrajudicial;Encerrado (Falência.);MG
543;IDEAL ADMINISTRACAO DE CONSORCIOS LTDA;Administradora de Consórcio;21944681000116;2002-10-16;2005-07-28;Liquidação extrajudicial;Encerrado (Falência.);SP
357;IEP ITAPIRACEM EMPREENDIMENTOS E PARTICIPACOES S.A.;Outras Empresas;00266723000137;1996-01-11;1997-01-11;Intervenção;Encerrado (Cessação da intervenção.);BA
1.141;IGUACU ADMINISTRADORA DE CONSORCIOS S.C. LTDA;Administradora de Consórcio;80789506000160;1991-02-05;1993-02-05;Liquidação extrajudicial;Encerrado (Falência.);PR
990;IMOBILIARIA E ADMINISTRADORA BROOKLYN S.A.;Administr. e Participacao;61442158000106;1985-11-19;1988-03-28;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
674;IMOBILIARIA E ADMINISTRADORA GALEAO LTDA;Outras Empresas;33315581000100;1976-08-18;1979-10-02;Liquidação extrajudicial;Encerrado (Artigo 31 da Lei 6.024/74.);RJ
638;IMOBILIARIA NOVA YORK S.A.;Outras Empresas;33061979000167;1976-04-22;1989-10-20;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
871;INCREMENTO INFORMATICA S.A.;Outras Empresas;50668524000123;1985-11-19;1988-05-19;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
1.071;INDEPENDENCIA S.A. - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;Sociedade Distribuidora de TVM;62339981000153;1977-05-11;1978-05-10;Intervenção;Encerrado (Aprovação de contas e baixa no registro público.);RJ
1.072;INDEPENDENCIA S.A. - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;Sociedade Distribuidora de TVM;62339981000153;1978-05-10;1987-04-29;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);RJ
937;INDEPENDENCIA S.A. - FINANCIAMENTO, CREDITO E INVESTIMENTOS;Sociedade de Crédito, Financiamento e Investimento;60395050000147;1977-05-11;1978-05-10;Intervenção;Encerrado (Aprovação de contas e baixa no registro público.);SP
938;INDEPENDENCIA S.A. - FINANCIAMENTO, CREDITO E INVESTIMENTOS;Sociedade de Crédito, Financiamento e Investimento;60395050000147;1978-05-10;1987-04-29;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);SP
