Id;NomeIf;Segmento;Cnpj;DataInicioRegime;DataFimRegime;TipoRegime;Situacao;Uf
821;A IDEAL PROMOTORA DE VENDAS LTDA;Outras Empresas;43335645000198;1976-12-06;1977-12-05;Intervenção;Encerrado (Artigo 31 da Lei 6.024/74.);SP
822;A IDEAL PROMOTORA DE VENDAS LTDA;Outras Empresas;43335645000198;1977-12-05;1980-10-07;Liquidação extrajudicial;Encerrado (Artigo 31 da Lei 6.024/74.);SP
994;A IDEAL S.A. CREDITO, FINANCIAMENTO E INVESTIMENTOS;Sociedade de Crédito, Financiamento e Investimento;61562435000114;1976-12-06;1977-12-05;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
1.842;A IDEAL S.A. CREDITO, FINANCIAMENTO E INVESTIMENTOS;Sociedade de Crédito, Financiamento e Investimento;61562435000114;1977-12-05;1988-05-16;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
602;ABONO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;29959251000180;1992-11-04;1993-07-21;Liquidação extrajudicial;Encerrado (Falência.);SP
485;ACAUA ADMINISTRADORA DE CONSORCIO S.C. LTDA;Administradora de Consórcio;15939432000130;2002-11-28;2004-03-18;Liquidação extrajudicial;Encerrado (Falência.);SP
100.380;ACERTE ADMINISTRADORA DE CONSÓRCIOS LTDA.;Administradora de Consórcio;91984633000137;2020-11-12;2021-08-26;Liquidação extrajudicial;Encerrado (Falência.);RS
575;ADEC ADMINISTRADORA ESPIRITOSSANTENSE DE CONSORCIOS LTDA;Administradora de Consórcio;27314129000120;2002-08-01;2004-05-13;Liquidação extrajudicial;Encerrado (Falência.);ES
856;ADEME ADMINISTRADORA DE CONSORCIOS S.C. LTDA;Administradora de Consórcio;47777941000108;1993-10-13;1994-12-06;Liquidação extrajudicial;Encerrado (Falência.);SP
922;ADEMPAR S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS;Sociedade de Crédito, Financiamento e Investimento;58171927000174;1980-05-29;1985-12-19;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
1.073;ADEMPAR S.A. - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS;Sociedade Distribuidora de TVM;62348032000130;1980-05-29;1981-11-23;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);SP
945;ADMINISTRADORA DE BENS BELENENSE LTDA S.C.;Administradora de Consórcio;60473394000127;1994-12-15;1996-03-12;Liquidação extrajudicial;Encerrado (Falência.);SP
366;ADMINISTRADORA DE CONSORCIO ALBUQUERQUE S.C. LTDA;Administradora de Consórcio;01230473000148;2002-08-01;2003-09-02;Liquidação extrajudicial;Encerrado (Falência.);GO
596;ADMINISTRADORA DE CONSORCIO ELDORADO LTDA;Administradora de Consórcio;29225166000198;2003-02-26;2008-03-19;Liquidação extrajudicial;Encerrado (Falência.);RJ
428;ADMINISTRADORA DE CONSORCIO NORDESTE S.C. LTDA;Administradora de Consórcio;08391377000120;1994-03-25;1996-06-24;Liquidação extrajudicial;Encerrado (Falência.);RN
1.175;ADMINISTRADORA DE CONSORCIOS CAXIENSE LTDA;Administradora de Consórcio;89567929000100;1996-05-28;1997-05-20;Liquidação extrajudicial;Encerrado (Falência.);RS
1.431;ADMINISTRADORA DE CONSORCIOS CURITIBA S.C. LTDA.;Administradora de Consórcio;68707173000188;2005-03-11;2006-06-14;Liquidação extrajudicial;Encerrado (Falência.);PR
1.133;ADMINISTRADORA DE CONSORCIOS VARASCHIN S.C. LTDA;Administradora de Consórcio;78243441000101;2001-09-13;2004-10-27;Liquidação extrajudicial;Encerrado (Falência.);PR
100.448;ADMINISTRADORA DE CONSÓRCIO NACIONAL VALOR S.A.;Administradora de Consórcio;03765340000100;2023-02-15;null;Liquidação extrajudicial;Ativo;RJ
599;ADMINISTRADORA ITAUTO LTDA;Administradora de Consórcio;29644390000114;1992-12-04;1994-01-21;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
653;ADMINISTRADORA PRINCE S.A.;Administr. e Participacao;33170044000119;1975-03-25;1976-03-15;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
654;ADMINISTRADORA PRINCE S.A.;Administr. e Participacao;33170044000119;1976-03-15;1980-06-18;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
1.169;ADMINISTRADORA TRILHO OTERO LTDA;Administradora de Consórcio;88390166000102;2002-02-07;2003-11-21;Liquidação extrajudicial;Encerrado (Falência.);RS
525;ADMINISTRADORA UBAENSE DE CONSORCIOS LTDA;Administradora de Consórcio;17989104000173;1995-07-10;1997-06-04;Liquidação extrajudicial;Encerrado (Falência.);MG
785;ADOLPHO OLIVEIRA & ASSOCIADOS CORRETORA DE VALORES E CAMBIO S.A.;Sociedade Corretora de TVM;35937283000187;1994-11-14;1997-03-14;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);RJ
1.040;ADOLPHO OLIVEIRA & ASSOCIADOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;Sociedade Distribuidora de TVM;62179106000151;1994-11-14;1997-03-14;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);RJ
458;ADVANCE - VIGILANCIA E TRANSPORTE DE VALORES S.A.;Outras Empresas;11564523000187;1996-05-24;1996-08-27;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);PE
100.560;ADVANCED CORRETORA DE CÂMBIO LTDA;Sociedade Corretora de Câmbio;92856905000186;2026-01-15;null;Liquidação extrajudicial;Ativo;SP
529;AF ADMINISTRADORA DE CONSORCIO LTDA;Administradora de Consórcio;20116463000120;1995-04-05;2007-12-04;Liquidação extrajudicial;Encerrado (Falência.);MG
1.701;AGENTE ASSESSORIA E PLANEJ. EM CAMBIO, COM. EXT., FINANCAS E COMUNICACOES LTDA.;Outras Empresas;59485151000120;2009-01-09;2010-08-19;Liquidação extrajudicial;Encerrado (Falência.);SP
1.700;AGENTE BR SOCIEDADE CORRETORA DE CÂMBIO LTDA.;Sociedade Corretora de Câmbio;66595083000117;2009-01-09;2010-08-19;Liquidação extrajudicial;Encerrado (Falência.);SP
100.147;AGRABEN ADMINISTRADORA DE CONSÓRCIOS LTDA.;Administradora de Consórcio;69273308000107;2016-02-05;2019-02-27;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
531;AGRIMISA DISTRIBUIDORA - TITULOS E VALORES MOBILIARIOS S.A.;Sociedade Distribuidora de TVM;20155420000154;1995-04-12;2004-03-18;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);MG
368;AGROBANCO BANCO COMERCIAL S.A.;Banco Comercial;01542356000110;1988-07-29;1990-02-22;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);GO
360;AGROBANCO CORRETORA DE VALORES MOBILIARIOS E CAMBIO S.A.;Sociedade Corretora de TVM;00397331000107;1988-07-29;1990-02-22;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);DF
373;AGRODADOS PROCESSAMENTO E SERVICOS GERAIS LTDA;Outras Empresas;02684413000168;1988-07-29;1990-02-22;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);GO
378;AGROPECUARIA SAO JOSE DO QUEBO S.A.;Outras Empresas;03470424000108;1975-03-25;1976-03-15;Intervenção;Encerrado (Cessação da intervenção.);MT
100.040;AJB CRED SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.;Sociedade de Crédito ao Microempreendedor;10494944000116;2014-07-25;2015-12-15;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);SC
100.343;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A;Sociedade Corretora de TVM;05452073000138;2019-10-23;2020-09-02;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
1.005;ALBENS S.A. - EMPREENDIMENTOS COMERCIAIS E INDUSTRIAIS;Outras Empresas;61854782000110;1977-04-19;1980-05-21;Liquidação extrajudicial;Encerrado (Artigo 31 da Lei 6.024/74.);SP
1.054;ALIANCA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;62255880000102;1987-07-20;1990-03-13;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
707;ALMEIDA E SILVA S.A. CORRETORA DE TITULOS E VALORES MOBILIARIOS;Sociedade Corretora de TVM;33739491000146;1984-03-13;1986-08-12;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
100.200;ALPES CORRETORA DE CÂMBIO, TITULOS E VALORES MOBILIÁRIOS LTDA;Sociedade Corretora de TVM;03882245000188;2017-07-05;2018-09-19;Liquidação extrajudicial;Encerrado (Falência.);SP
499;ALTEROSA CORRETORA DE VALORES S.A.;Sociedade Corretora de TVM;17320136000181;1977-07-21;1978-07-06;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);MG
1.117;ALVES MEYER CORRETORA DE TITULOS LTDA;Sociedade Corretora de TVM;75724195000111;1987-02-24;1988-10-04;Liquidação extrajudicial;Encerrado (Falência.);PR
504;AMERICA - DISTIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;17342569000138;1987-05-15;1988-04-05;Liquidação extrajudicial;Encerrado (Falência.);MG
835;ANDORFATO ASSESSORIA FINANCEIRA LTDA;Administradora de Consórcio;44423333000107;1988-01-08;1989-03-14;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
834;ANDORFATO ASSESSORIA FINANCEIRA LTDA;Administradora de Consórcio;44423333000107;1997-09-03;1998-12-03;Liquidação extrajudicial;Encerrado (Falência.);SP
496;APERANA S.A. - ENGENHARIA E COMERCIO;Outras Empresas;17262635000160;1975-03-25;1976-03-15;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);MG
497;APERANA S.A. - ENGENHARIA E COMERCIO;Outras Empresas;17262635000160;1976-03-15;1980-06-18;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);MG
1.032;APESP - ASSOCIACAO DE POUPANCA E EMPRESTIMO DE SAO PAULO;Associação de Poupança e Empréstimo;62141700000153;1984-05-22;1995-12-28;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
789;APLICAP S.A. CORRETORA DE VALORES MOBILIARIOS;Sociedade Corretora de TVM;36210052000130;1998-02-16;2005-12-14;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
1.074;APLITEC NACIONAL CIA. DISTRIBUIDORA DE VALORES MOBILIARIOS;Sociedade Distribuidora de TVM;62349162000197;1974-02-05;1975-01-16;Intervenção;Encerrado (Artigo 31 da Lei 6.024/74.);SP
1.075;APLITEC NACIONAL CIA. DISTRIBUIDORA DE VALORES MOBILIARIOS;Sociedade Distribuidora de TVM;62349162000197;1975-01-16;1980-03-17;Liquidação extrajudicial;Encerrado (Artigo 31 da Lei 6.024/74.);SP
943;APLITEC S.A. CORRETORA DE VALORES;Sociedade Corretora de TVM;60462595000129;1974-02-05;1975-01-16;Intervenção;Encerrado (Artigo 31 da Lei 6.024/74.);SP
944;APLITEC S.A. CORRETORA DE VALORES;Sociedade Corretora de TVM;60462595000129;1975-01-16;1980-03-17;Liquidação extrajudicial;Encerrado (Artigo 31 da Lei 6.024/74.);SP
1.015;APOLICE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;62017041000148;1976-11-18;1980-04-25;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);RJ
1.430;ARARANGUAENSE ADMINISTRADORA DE CONSORCIOS S/C LTDA;Administradora de Consórcio;81545550000198;2005-03-11;2010-11-08;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SC
467;ARATU EMPREENDIMENTOS E CORRETAGEM DE SEGUROS LTDA;Outras Empresas;13515846000106;1996-01-11;1997-01-11;Intervenção;Encerrado (Cessação da intervenção.);BA
1.145;ARAUCARIA CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.;Sociedade Corretora de TVM;81742017000116;2001-03-27;2004-05-19;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);PR
721;ARGOS CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A.;Sociedade Corretora de TVM;33829086000119;1990-09-14;1991-04-04;Liquidação extrajudicial;Encerrado (Decisão Judicial.);RJ
898;ARJEL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;55359533000156;1997-02-21;2015-01-22;Liquidação extrajudicial;Encerrado (Falência.);RJ
549;ASSAHI SERVICOS S.C. LTDA;Administradora de Consórcio;24132722000168;1999-10-15;2002-11-20;Liquidação extrajudicial;Encerrado (Falência.);SP
903;ASSOREDE ADMINISTRADORA DE CONSORCIOS S.C. LTDA;Administradora de Consórcio;55757587000170;2002-08-01;2004-02-19;Liquidação extrajudicial;Encerrado (Falência.);SP
502;ASTRA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;17338450000191;1997-08-11;1998-10-29;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
1.202;ATIVACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Distribuidora de TVM;96172069000171;1997-02-21;1997-12-10;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
687;ATLANTICA CIA DE INVESTIMENTOS, CREDITO E FINANCIAMENTO;Sociedade de Crédito, Financiamento e Investimento;33599416000127;1969-01-27;1979-11-07;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
798;ATLANTIS S.A. CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS;Sociedade Corretora de TVM;40192734000134;1994-11-21;1997-09-18;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);RJ
1.881;ATRIUM PARTICIPACOES, CONSULTORIA E ADMINISTRACAO LTDA.;Outras Empresas;00861397000106;2011-03-04;2012-07-25;Liquidação extrajudicial;Encerrado (Falência.);SP
1.880;ATRIUM S/A DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Sociedade Distribuidora de TVM;62122718000108;2011-03-04;2012-07-25;Liquidação extrajudicial;Encerrado (Falência.);SP
627;AUTO AMERICA ADMINISTRADORA DE CONSORCIOS LTDA;Administradora de Consórcio;32087553000110;2003-11-27;2007-10-11;Liquidação extrajudicial;Encerrado (Falência.);RJ
1.006;AUTO CREDI SOCIEDADE CIVIL DE EMPREENDIMENTOS LTDA;Administradora de Consórcio;61865911000176;1981-02-27;1985-02-06;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);SP
891;AUTO PLAN LAR EMPREENDIMENTOS PARTICIPACOES NEGOCIOS S.C. LTDA;Administradora de Consórcio;53339313000135;1997-09-03;1998-08-13;Liquidação extrajudicial;Encerrado (Falência.);SP
1.138;AUTOBENS ADMINISTRAÇÃO DE CONSÓRCIOS S/C LTDA;Administradora de Consórcio;80507114000161;2002-08-01;2009-05-12;Liquidação extrajudicial;Encerrado (Falência.);PE
884;AUTOPOUP ADMINISTRACAO E PARTICIPACOES S.C. LTDA;Administradora de Consórcio;52170966000170;2002-05-16;2003-07-03;Liquidação extrajudicial;Encerrado (Falência.);SP
583;AUXILIAR CREDITO IMOBILIARIO RIO S.A.;Sociedade de Crédito Imobiliário;27941244000125;1985-11-19;1989-07-17;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
887;AUXILIAR CREDITO IMOBILIARIO S.A.;Sociedade de Crédito Imobiliário;53009742000144;1985-11-19;1992-09-15;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
881;AUXILIAR LEASING S.A. ARRENDAMENTO MERCANTIL;Sociedade de Arrendamento Mercantil;51996601000137;1985-11-19;1988-07-04;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
843;AUXILIAR S.A. PARTICIPACOES;Administr. e Participacao;46047288000150;1985-11-19;1987-11-18;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
964;AUXILIUM S.A. FINIAMENTO, CREDITO E INVESTIMENTO;Sociedade de Crédito, Financiamento e Investimento;60884509000176;1985-11-19;1988-07-04;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
1.121;BAMERINDUS S.A. PARTICIPACOES - EMPREENDIMENTOS - EM LIQUIDACAO;Outras Empresas;76543156000180;1997-03-26;1998-03-26;Intervenção;Encerrado (Transferência de controle acionário.);PR
1.122;BAMERINDUS S.A. PARTICIPACOES - EMPREENDIMENTOS - EM LIQUIDACAO;Outras Empresas;76543156000180;1998-03-26;2014-12-19;Liquidação extrajudicial;Encerrado (Transferência de controle acionário.);PR
995;BAN CONSORCIO ADMINISTRAÇÃO DE BENS S.C. LTDA;Administradora de Consórcio;61641072000102;1994-11-17;1996-09-25;Liquidação extrajudicial;Encerrado (Falência.);SP
399;BANACRE CREDITO IMOBILIARIO S.A;Sociedade de Crédito Imobiliário;05388665000138;1989-06-07;1990-07-31;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);AC
398;BANCESA - CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS LTDA;Sociedade Corretora de TVM;05351887000186;1995-02-13;2000-07-06;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);CE
601;BANCO ADOLPHO OLIVEIRA & ASSOCIADOS S.A.;Banco Múltiplo;29956208000160;1994-11-14;1996-07-09;Liquidação extrajudicial;Encerrado (Falência.);RJ
557;BANCO AGRIMISA S.A.;Banco Múltiplo;24986770000113;1995-04-12;2004-03-18;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);MG
739;BANCO APLICAP S.A.;Banco Comercial;33861840000106;1998-02-16;2005-12-14;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
1.134;BANCO ARAUCARIA S.A.;Banco Múltiplo;78336633000162;2001-03-27;2003-03-05;Liquidação extrajudicial;Encerrado (Falência.);PR
814;BANCO ATLANTIS S.A.;Banco Múltiplo;42465872000175;1994-11-21;1997-09-18;Liquidação extrajudicial;Encerrado (Falência.);RJ
955;BANCO AUXILIAR DE INVESTIMENTOS S.A.;Banco de Investimento;60853066000156;1985-11-19;1989-04-13;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
965;BANCO AUXILIAR S.A.;Banco Comercial;60885100000174;1985-11-19;1989-04-13;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
100.146;BANCO AZTECA DO BRASIL S.A.;Banco Múltiplo;09391857000154;2016-01-08;2018-11-07;Liquidação extrajudicial;Encerrado (Iliquidez ou difícil realização do ativo remanescente na instituição, reconhecidas pelo Banco Central do Brasil.);PE
1.119;BANCO BAMERINDUS DO BRASIL S.A.;Banco Múltiplo;76543115000194;1997-03-26;1998-03-26;Intervenção;Encerrado (Transferência de controle acionário.);PR
1.120;BANCO BAMERINDUS DO BRASIL S.A.;Banco Múltiplo;76543115000194;1998-03-26;2014-12-19;Liquidação extrajudicial;Encerrado (Transferência de controle acionário.);PR
513;BANCO BANCORP S.A.;Banco Múltiplo;17359522000187;1994-11-22;1997-01-23;Liquidação extrajudicial;Encerrado (Falência.);RJ
751;BANCO BANERJ S.A. (EX-BANERJ DTVM S.A.);Banco Múltiplo;33885724000119;1995-06-07;1997-07-14;Administração Especial Temporária (RAET);Encerrado (Transferência de controle acionário.);RJ
445;BANCO BANORTE S.A.;Banco Múltiplo;10781532000167;1996-05-24;1996-12-19;Intervenção;Encerrado (Convolação em liquidação ordinária.);PE
446;BANCO BANORTE S.A.;Banco Múltiplo;10781532000167;1996-12-19;2022-03-30;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);PE
966;BANCO BMD S.A.;Banco Comercial;60892304000132;1998-05-15;2011-05-31;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
466;BANCO BRASILEIRO COMERCIAL S.A.;Banco Múltiplo;13004577000113;1998-05-15;2003-07-03;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);GO
100.100;BANCO BRJ S.A.;Banco Múltiplo;27937333000106;2015-08-13;2017-10-17;Liquidação extrajudicial;Encerrado (Falência.);RJ
2.120;BANCO BVA S.A.;Banco Múltiplo;32254138000103;2012-10-19;2013-06-19;Intervenção;Encerrado (Falência.);SP
2.200;BANCO BVA S.A.;Banco Múltiplo;32254138000103;2013-06-19;2014-10-15;Liquidação extrajudicial;Encerrado (Falência.);SP
932;BANCO COLUMBIA DE INVESTIMENTO S.A.;Banco de Investimento;59652578000175;1990-11-13;1997-04-25;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
861;BANCO COLUMBIA S.A.;Banco Múltiplo;48712111000157;1990-11-13;1996-05-15;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
423;BANCO COMERCIAL BANCESA S.A.;Banco Múltiplo;07814999000151;1995-02-13;2003-03-05;Liquidação extrajudicial;Encerrado (Falência.);CE
968;BANCO COMERCIAL BRASILEIRO S.A.;Banco Comercial;60937877000135;1966-07-14;1968-02-29;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
1.108;BANCO COMERCIAL DE SAO PAULO S.A.;Banco Comercial;71705719000176;1995-08-11;1996-08-09;Intervenção;Encerrado (Convolação em liquidação ordinária.);SP
1.109;BANCO COMERCIAL DE SAO PAULO S.A.;Banco Comercial;71705719000176;1996-08-09;1997-01-20;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);SP
639;BANCO COMERCIAL IPIRANGA S.A.;Banco Comercial;33087594000179;1975-03-25;1975-03-31;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RJ
1.231;BANCO CRECIF DE INVESTIMENTOS S.A.;Banco de Investimento;17514308000158;1975-02-24;1976-02-16;Intervenção;Encerrado (Convolação em liquidação ordinária.);PE
1.232;BANCO CRECIF DE INVESTIMENTOS S.A.;Banco de Investimento;17514308000158;1976-02-16;1980-09-26;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);PE
886;BANCO CREFISUL S.A.;Banco Múltiplo;52940350000131;1999-03-23;2002-10-24;Liquidação extrajudicial;Encerrado (Falência.);SP
2.060;BANCO CRUZEIRO DO SUL S.A.;Banco Múltiplo;62136254000199;2012-06-04;2012-09-14;Administração Especial Temporária (RAET);Encerrado (Falência.);SP
2.100;BANCO CRUZEIRO DO SUL S.A.;Banco Múltiplo;62136254000199;2012-09-14;2015-09-03;Liquidação extrajudicial;Encerrado (Falência.);SP
919;BANCO DA ECONOMIA DE SAO PAULO S.A.;Banco Comercial;58138991000153;1975-02-24;1976-02-16;Intervenção;Encerrado (Artigo 31 da Lei 6.024/74.);SP
920;BANCO DA ECONOMIA DE SAO PAULO S.A.;Banco Comercial;58138991000153;1976-02-16;1980-04-25;Liquidação extrajudicial;Encerrado (Artigo 31 da Lei 6.024/74.);SP
100.020;BANCO DE CREDITO COMERCIAL S/A;Banco Comercial;60633294000110;1983-06-27;1986-08-11;Intervenção;Encerrado (Convolação em liquidação ordinária.);RJ
100.021;BANCO DE CREDITO COMERCIAL S/A;Banco Comercial;60633294000110;1983-08-12;2004-08-18;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
677;BANCO DE CREDITO POPULAR UNIAO SOCIEDADE COOPERATIVA DE RESPONSABILIDADE LTDA;Cooperativa de Crédito;33353558000100;1969-08-29;1980-04-23;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);RJ
537;BANCO DE CREDITO REAL DE MINAS GERAIS S.A.;Banco Comercial;21562962000104;1987-05-15;1989-05-15;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);MG
1.115;BANCO DE CREDITO RURAL DO PARANA SOCIEDADE COOPERATIVA;Cooperativa de Crédito;75271577000137;1976-03-19;1979-12-18;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);PR
689;BANCO DE CREDITO SOLAR - SOCIEDADE COOPERATIVA DE RESPONSABILIDADE LTDA;Cooperativa de Crédito;33617960000154;1977-11-03;1980-05-28;Liquidação extrajudicial;Encerrado (Aprovação de contas e baixa no registro público.);RJ
418;BANCO DE DESENVOLVIMENTO DO CEARA S.A. BANDECE;Banco de Desenvolvimento;07266778000196;1987-02-26;1988-07-21;Administração Especial Temporária (RAET);Encerrado (Convolação em liquidação ordinária.);CE
419;BANCO DE DESENVOLVIMENTO DO CEARA S.A. BANDECE;Banco de Desenvolvimento;07266778000196;1988-12-30;1988-12-30;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);CE
1.149;BANCO DE DESENVOLVIMENTO DO ESTADO DE SANTA CATARINA S.A.;Banco de Desenvolvimento;82937293000100;1987-02-26;1989-02-27;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);SC
401;BANCO DE DESENVOLVIMENTO DO ESTADO DO MARANHAO S.A.;Banco de Desenvolvimento;06253843000186;1987-02-26;1988-08-16;Administração Especial Temporária (RAET);Encerrado (Convolação em liquidação ordinária.);MA
402;BANCO DE DESENVOLVIMENTO DO ESTADO DO MARANHAO S.A.;Banco de Desenvolvimento;06253843000186;1988-11-28;1988-11-28;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);MA
610;BANCO DE DESENVOLVIMENTO DO ESTADO DO RIO DE JANEIRO S.A.;Banco de Desenvolvimento;30133060000143;1987-02-26;1987-04-27;Administração Especial Temporária (RAET);Encerrado (Convolação em liquidação ordinária.);RJ
611;BANCO DE DESENVOLVIMENTO DO ESTADO DO RIO DE JANEIRO S.A.;Banco de Desenvolvimento;30133060000143;1987-04-27;1989-06-28;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RJ
1.118;BANCO DE DESENVOLVIMENTO DO PARANA S.A. - BADEP;Banco de Desenvolvimento;76510908000107;1991-02-05;1994-08-08;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);PR
426;BANCO DE DESENVOLVIMENTO DO RIO GRANDE DO NORTE S.A.;Banco de Desenvolvimento;08328247000143;1994-12-30;2000-01-20;Liquidação extrajudicial;Encerrado (Convolação em liquidação ordinária.);RN
820;BANCO DE INVESTIMENTO SUL BRASILEIRO S.A.;Banco de Investimento;43144112000129;1985-02-08;1986-02-04;Intervenção;Encerrado (Apresentação de garantias e prosseguimento das atividades.);RS
981;BANCO DO COMMERCIO E INDUSTRIA DE SAO PAULO S.A.;Banco Comercial;61364022000125;1985-11-19;1988-06-14;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);SP
478;BANCO DO ESTADO DA BAHIA S.A.;Banco Comercial;15142490000138;1987-03-18;1989-03-17;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);BA
100.083;BANCO DO ESTADO DE ALAGOAS S A;Outras Empresas;12275749000120;1988-11-16;1989-09-05;Liquidação extrajudicial;Encerrado (Apresentação de garantias e prosseguimento das atividades.);AL
100.084;BANCO DO ESTADO DE ALAGOAS S A;Outras Empresas;12275749000120;1989-09-05;1991-09-04;Administração Especial Temporária (RAET);Encerrado (Situação normalizada.);AL
100.085;BANCO DO ESTADO DE ALAGOAS S A;Outras Empresas;12275749000120;1995-01-23;1997-07-21;Administração Especial Temporária (RAET);Encerrado (Convolação em liquidação ordinária.);AL
