cod_inst;ano_mes;Ativo | Aplicações Interfinanceiras de Liquidez - (b);Ativo | Arrendamento Mercantil Líquido de Provisão - (e);Ativo | Arrendamento Mercantil a Receber - (e1);Ativo | Ativo Total - (k) = (i) - (j);Ativo | Ativo Total Ajustado - (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Ativo | Credores por Antecipação de Valor Residual - (e3);Ativo | Credores por Antecipação de Valor Residual - (j);Ativo | Disponibilidades - (a);Ativo | Imobilizado de Arrendamento - (e2);Ativo | Operações de Crédito - (d1);Ativo | Operações de Crédito Líquidas de Provisão - (d);Ativo | Outros Ativos Realizáveis - (g);Ativo | Outros Créditos - Líquido de Provisão - (f);Ativo | Permanente Ajustado - (h);Ativo | Provisão sobre Arrendamento Mercantil - (e4);Ativo | Provisão sobre Operações de Crédito - (d2);Ativo | TVM e Instrumentos Financeiros Derivativos - (c);Demonstração de Resultado | Despesas Administrativas - (d4);Demonstração de Resultado | Despesas Tributárias - (d5);Demonstração de Resultado | Despesas de Captação - (b1);Demonstração de Resultado | Despesas de Intermediação Financeira - (b) = (b1) + (b2) + (b3) + (b4) + (b5);Demonstração de Resultado | Despesas de Obrigações por Empréstimos e Repasses - (b2);Demonstração de Resultado | Despesas de Operações de Arrendamento Mercantil - (b3);Demonstração de Resultado | Despesas de Pessoal - (d3);Demonstração de Resultado | Imposto de Renda e Contribuição Social - (h);Demonstração de Resultado | Juros Sobre Capital Próprio - (k);Demonstração de Resultado | Juros Sobre Capital Social de Cooperativas - (k);Demonstração de Resultado | Lucro Líquido - (j) = (g) + (h) + (i);Demonstração de Resultado | Outras Despesas Operacionais - (d8);Demonstração de Resultado | Outras Receitas Operacionais - (d7);Demonstração de Resultado | Outras Receitas/Despesas Operacionais - (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8);Demonstração de Resultado | Participação nos Lucros - (i);Demonstração de Resultado | Receitas de Intermediação Financeira - (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6);Demonstração de Resultado | Rendas de Aplicações Compulsórias - (a6);Demonstração de Resultado | Rendas de Operações com Instrumentos Financeiros Derivativos - (a4);Demonstração de Resultado | Rendas de Operações com TVM - (a3);Demonstração de Resultado | Rendas de Operações de Arrendamento Mercantil - (a2);Demonstração de Resultado | Rendas de Operações de Crédito - (a1);Demonstração de Resultado | Rendas de Prestação de Serviços - (d1);Demonstração de Resultado | Rendas de Tarifas Bancárias - (d2);Demonstração de Resultado | Resultado Não Operacional - (f);Demonstração de Resultado | Resultado Operacional - (e) = (c) + (d);Demonstração de Resultado | Resultado antes da Tributação, Lucro e Participação - (g) = (e) + (f);Demonstração de Resultado | Resultado de Intermediação Financeira - (c) = (a) + (b);Demonstração de Resultado | Resultado de Operações de Câmbio - (a5);Demonstração de Resultado | Resultado de Operações de Câmbio - (b4);Demonstração de Resultado | Resultado de Participações - (d6);Demonstração de Resultado | Resultado de Provisão para Créditos de Difícil Liquidação - (b5);Passivo | Captações - (e) = (a) + (b) + (c) + (d);Passivo | Conta de Pagamento Pré-Paga - (a5);Passivo | Depósito Total - (a);Passivo | Depósitos Interfinanceiros - (a3);Passivo | Depósitos Outros - (a6);Passivo | Depósitos a Prazo - (a4);Passivo | Depósitos de Poupança - (a2);Passivo | Depósitos à Vista - (a1);Passivo | Instrumentos Derivativos - (f);Passivo | Letras Financeiras - (c3);Passivo | Letras de Crédito Imobiliário - (c1);Passivo | Letras de Crédito do Agronegócio - (c2);Passivo | Obrigações por Empréstimos e Repasses - (d);Passivo | Obrigações por Operações Compromissadas - (b);Passivo | Obrigações por Títulos e Valores Mobiliários no Exterior - (c4);Passivo | Outras Obrigações - (g);Passivo | Outros Depósitos - (a5);Passivo | Outros Recursos de Aceites e Emissão de Títulos - (c5);Passivo | Passivo Circulante e Exigível a Longo Prazo - (h) = (e) + (f) + (g);Passivo | Passivo Total - (j) = (h) + (i);Passivo | Passivo Total - (k) = (h) + (i) + (j);Passivo | Patrimônio Líquido - (i);Passivo | Patrimônio Líquido - (j);Passivo | Recursos de Aceites e Emissão de Títulos - (c);Passivo | Resultados de Exercícios Futuros - (i)
00068389;201612;0.0;0.0;0.0;27371496.77;27371496.77;0.0;0.0;298261.45;0.0;12918055.38;12662547.85;12550313.14;729073.18;1131301.15;0.0;-255507.53;0.0;-412135.82;-1628.49;-861920.72;-931451.42;0.0;0.0;-605372.18;0.0;-958236.48;0.0;546542.39;-275511.44;73793.9000000001;-1059538.32;0.0;2537532.13;0.0;0.0;778865.75;0.0;1758666.38;25867.61;135314.48;0.0;546542.39;546542.39;1606080.71;0.0;0.0;133.62;-69530.7;17432454.79;0.0;17432454.79;0.0;0.0;14363327.31;0.0;3054869.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;795464.8;14258.16;0.0;18227919.59;0.0;27371496.77;0.0;9143577.18;0.0;0.0
00068389;201712;0.0;0.0;0.0;30108697.61;30108697.61;0.0;0.0;333686.66;0.0;13131461.11;12513222.54;15041385.12;915357.39;1305045.9;0.0;-618238.57;0.0;-508343.67;-1276.33;-628794.99;-872785.57;0.0;0.0;-612226.31;0.0;-728936.34;0.0;452436.99;-274211.07;57170.52;-1163465.23;0.0;2488687.79;0.0;0.0;643518.37;0.0;1845169.42;40776.12;134184.16;0.0;452436.99;452436.99;1615902.22;0.0;0.0;461.35;-243990.58;19252259.7;0.0;19252259.7;0.0;0.0;16403402.46;0.0;2843557.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;939667.11;5299.67;0.0;20191926.81;0.0;30108697.61;0.0;9916770.8;0.0;0.0
00068389;201803;0.0;0.0;0.0;30581681.33;30581681.33;0.0;0.0;50542.54;0.0;13850650.31;13089235.53;15170158.01;704160.02;1567585.23;0.0;-761414.78;0.0;-304716.84;-685.89;-254074.82;-425038.95;0.0;0.0;-315652.22;0.0;0.0;0.0;73822.0;-138741.73;30813.93;-640994.71;0.0;1139855.66;0.0;0.0;249643.08;0.0;890212.58;21147.89;66651.95;0.0;73822.0;73822.0;714816.71;0.0;0.0;188.2;-170964.13;19867830.79;0.0;19867830.79;0.0;0.0;16866827.52;0.0;2997124.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;687429.3;3878.93;0.0;20555260.09;0.0;30581681.33;0.0;10026421.24;0.0;0.0
00068389;201806;0.0;0.0;0.0;31872269.76;31872269.76;0.0;0.0;137331.69;0.0;13809275.75;12834653.22;16681570.47;636756.4;1581957.98;0.0;-974622.53;0.0;-627720.74;-1650.43;-509000.44;-1030818.32;0.0;0.0;-661463.17;0.0;0.0;0.0;2512.2100000002;-281854.82;78015.3299999999;-1296626.08;0.0;2329956.61;0.0;0.0;491827.45;0.0;1838129.16;48604.87;149079.8;0.0;2512.2100000002;2512.2100000002;1299138.29;0.0;0.0;363.08;-521817.88;20983881.53;0.0;20983881.53;0.0;0.0;17755445.77;0.0;3226663.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;961193.42;1772.56;0.0;21945074.95;0.0;31872269.76;0.0;9927194.81;0.0;0.0
00068389;201809;0.0;0.0;0.0;32655908.72;32655908.72;0.0;0.0;134295.0;0.0;13534808.32;12573725.42;17670555.89;699693.37;1577639.04;0.0;-961082.9;0.0;-310390.29;-1279.2;-275650.34;-240341.13;0.0;0.0;-378951.82;-3116.84;0.0;0.0;363462.01;-161901.92;32745.7300000001;-691476.91;0.0;1299146.95;0.0;0.0;266966.51;0.0;1032180.44;36612.55;91594.81;-750.06;367328.91;366578.85;1058805.82;0.0;0.0;93.23;35309.21;21462775.38;0.0;21462775.38;0.0;0.0;18117611.54;0.0;3343368.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;995407.58;1795.23;0.0;22458182.96;0.0;32655908.72;0.0;10197725.76;0.0;0.0
00068389;201812;0.0;0.0;0.0;33195054.8;33195054.8;0.0;0.0;157846.66;0.0;13658540.41;12502838.67;18086117.95;825302.88;1622948.64;0.0;-1155701.74;0.0;-760901.63;-4040.38;-541386.82;-786704.17;0.0;0.0;-789680.39;-5690.98;0.0;0.0;164268.76;-375254.56;81367.56;-1568514.89;0.0;2510868.58;0.0;0.0;541997.96;0.0;1968870.62;110139.03;169762.25;14310.22;155649.52;169959.74;1724164.41;0.0;0.0;93.23;-245317.35;22168591.06;0.0;22168591.06;0.0;0.0;17836381.72;0.0;4332209.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;991062.45;0.0;0.0;23159653.51;0.0;33195054.8;0.0;10035401.29;0.0;0.0
00068389;201906;0.0;0.0;0.0;30428420.37;30428420.37;0.0;0.0;257122.24;0.0;14187169.03;13336087.08;13937110.69;1137915.43;1760184.93;0.0;-851081.95;0.0;-718789.02;-3042.53;-533962.92;-644484.78;0.0;0.0;-834054.54;-920.81;0.0;0.0;153997.18;-435795.81;89280.7300000001;-1621837.59;0.0;2420810.59;0.0;0.0;504287.5;0.0;1916523.09;121164.99;159398.59;429.77;154488.22;154917.99;1776325.81;0.0;0.0;0.0;-110521.86;18747025.2;0.0;18747025.2;0.0;0.0;15358913.64;0.0;3388111.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1524415.87;0.0;0.0;20271441.07;0.0;30428420.37;0.0;10156979.3;0.0;0.0
00068389;201909;0.0;0.0;0.0;31681692.01;31681692.01;0.0;0.0;267039.43;0.0;14439562.72;12611374.81;15830050.93;1228922.61;1744304.23;0.0;-1828187.91;0.0;-373174.41;-1394.31;-244590.29;-1302884.67;0.0;0.0;-413401.97;0.0;0.0;0.0;-1424309.17;-700210.99;56083.42;-1287944.5;0.0;1166624.6;0.0;0.0;217918.64;0.0;948705.96;63695.82;80457.94;-104.6;-1424204.57;-1424309.17;-136260.07;0.0;0.0;0.0;-1058294.38;20861081.17;0.0;20861081.17;0.0;0.0;16970353.14;0.0;3890728.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2030438.44;0.0;0.0;22891519.61;0.0;31681692.01;0.0;8790172.4;0.0;0.0
00068987;201612;0.0;0.0;0.0;143889790.53;143889790.53;0.0;0.0;707522.39;0.0;104768345.51;99579506.86;34080738.62;2026305.89;7495716.77;0.0;-5188838.65;0.0;-1940022.21;-32119.85;-2465426.6;-7349299.94;-2170032.65;0.0;-2304532.98;-50603.24;0.0;0.0;94486.1800000006;-364021.8;588500.83;-3330828.93;-60833.45;10933453.09;0.0;0.0;2289633.96;0.0;8643819.13;373906.88;347460.2;-47401.35;253324.220000001;205922.870000001;3584153.15;0.0;0.0;0.0;-2713840.69;50611912.67;0.0;49068396.41;0.0;0.0;34861485.03;0.0;14206911.38;0.0;0.0;0.0;1543516.26;0.0;0.0;0.0;66800561.07;0.0;0.0;117412473.74;0.0;143889790.53;0.0;26477316.79;1543516.26;0.0
00068987;201712;0.0;0.0;0.0;158241234.06;158241234.06;0.0;0.0;1247331.38;0.0;116271338.7;110456610.89;36192683.4;1882693.35;8461915.04;0.0;-5814727.81;0.0;-2236405.01;-58194.12;-1656441.63;-6073850.47;-2218374.41;0.0;-2650259.59;-97792.58;0.0;0.0;1110033.04;-400401.57;935353.64;-3413448.49;0.0;10740964.38;0.0;0.0;1411070.06;0.0;9329894.32;627804.3;368653.86;-45839.8;1253665.42;1207825.62;4667113.91;0.0;0.0;0.0;-2199034.43;61959263.77;0.0;58155711.32;0.0;0.0;39153071.28;0.0;19002640.04;0.0;0.0;0.0;3803552.45;0.0;0.0;0.0;64941541.86;0.0;0.0;126900805.63;0.0;158241234.06;0.0;31340428.43;3803552.45;0.0
00068987;201803;0.0;0.0;0.0;173733942.13;173733942.13;0.0;0.0;1241925.38;0.0;122488925.87;116958123.61;44520890.65;1725569.25;9287433.24;0.0;-5530802.26;0.0;-1177841.34;-48371.54;-713486.47;-2449595.09;-1245504.71;0.0;-1252585.26;-115341.56;0.0;0.0;1637297.4;-139314.46;799494.11;-1123007.7;-78279.82;5416706.56;0.0;0.0;514170.93;0.0;4902535.63;509135.07;186475.72;-13184.99;1844103.77;1830918.78;2967111.47;0.0;0.0;0.0;-490603.91;72633987.07;0.0;69842269.19;0.0;0.0;48902865.58;0.0;20939403.61;0.0;0.0;0.0;2791717.88;0.0;0.0;0.0;67946352.08;0.0;0.0;140580339.15;0.0;173733942.13;0.0;33153602.98;2791717.88;0.0
00068987;201806;0.0;0.0;0.0;188105957.19;188105957.19;0.0;0.0;1031600.47;0.0;127746164.84;122150759.89;53643389.4;2025154.37;9255053.06;0.0;-5595404.95;0.0;-2280647.59;-76880.41;-1560769.32;-5211728.86;-2514096.01;0.0;-2481455.01;-187729.7;0.0;0.0;2836990.85;-308709.47;1127439.69;-2791189.42;-78279.82;11096674.01;0.0;0.0;1286874.3;0.0;9809799.71;833800.98;395262.39;9244.64;3093755.73;3103000.37;5884945.15;0.0;0.0;0.0;-1136863.53;78993494.72;0.0;74455082.73;0.0;0.0;51299658.95;0.0;23155423.78;0.0;0.0;0.0;4538411.99;0.0;0.0;0.0;74602676.09;0.0;0.0;153596170.81;0.0;188105957.19;0.0;34509786.38;4538411.99;0.0
00068987;201809;0.0;0.0;0.0;195865561.64;195865561.64;0.0;0.0;1321161.2;0.0;133699687.9;127493362.98;54107317.64;1864408.95;11079310.87;0.0;-6206324.92;0.0;-1260941.94;-41449.73;-819710.81;-3141650.63;-1422793.96;0.0;-1324610.15;-367231.93;0.0;0.0;2025862.67;-204659.01;372956.0;-1759013.92;0.0;6656637.28;0.0;0.0;800998.59;0.0;5855638.69;477569.65;222121.26;637121.87;1755972.73;2393094.6;3514986.65;0.0;0.0;0.0;-899145.86;76796652.17;0.0;71582983.33;0.0;0.0;41065387.22;0.0;30517596.11;0.0;0.0;0.0;5213668.84;0.0;0.0;0.0;82232591.05;0.0;0.0;159029243.22;0.0;195865561.64;0.0;36836318.42;5213668.84;0.0
00068987;201812;0.0;0.0;0.0;220785944.62;220785944.62;0.0;0.0;1676443.75;0.0;143284230.08;136597212.69;68684623.8;2089692.73;11737971.65;0.0;-6687017.39;0.0;-2552027.14;-105659.65;-1640909.81;-6575351.27;-2817576.54;0.0;-2799697.22;-505603.56;0.0;0.0;3319158.09;-741693.49;1414049.45;-3140758.37;0.0;12929300.05;0.0;0.0;1674817.84;0.0;11254482.21;1193120.91;451148.77;611571.24;3213190.41;3824761.65;6353948.78;0.0;0.0;0.0;-2116864.92;91378038.23;0.0;85116308.03;0.0;0.0;60471629.07;0.0;24644678.96;0.0;0.0;0.0;6261730.2;0.0;0.0;0.0;91379399.39;0.0;0.0;182757437.62;0.0;220785944.62;0.0;38028507.0;6261730.2;0.0
00068987;201906;0.0;0.0;0.0;220033004.11;220033004.11;0.0;0.0;1227550.46;0.0;153278082.92;145964904.74;57606555.95;2150906.48;13083086.48;0.0;-7313178.18;0.0;-2860039.97;-85334.83;-1941379.46;-7104268.74;-3080886.88;0.0;-3033116.34;-159968.41;0.0;0.0;1060767.43;-632059.82;1548130.7;-3606792.43;-143456.83;12124259.96;0.0;0.0;1922368.65;0.0;10201891.31;966029.28;489598.55;-49006.12;1413198.79;1364192.67;5019991.22;0.0;0.0;0.0;-2082002.4;89148058.17;0.0;82410215.41;0.0;0.0;51494391.6;0.0;30915823.81;0.0;0.0;0.0;6737842.76;0.0;0.0;0.0;92265978.11;0.0;0.0;181414036.28;0.0;220033004.11;0.0;38618967.83;6737842.76;0.0
00068987;201909;0.0;0.0;0.0;230737866.13;230737866.13;0.0;0.0;1835534.12;0.0;147730375.7;138927024.38;74782731.64;2009084.42;13183491.57;0.0;-8803351.32;0.0;-1482325.92;-48150.45;-949903.52;-4704224.77;-1518710.66;0.0;-1594813.37;-100822.76;0.0;0.0;-223441.58;-554761.85;604049.27;-2233990.76;-57082.48;6878986.14;0.0;0.0;969929.58;0.0;5909056.56;570089.39;271922.17;-6306.95;-59229.3899999997;-65536.3399999997;2174761.37;0.0;0.0;0.0;-2235610.59;104550313.1;0.0;97106592.55;0.0;0.0;57516054.14;0.0;39590538.41;0.0;0.0;0.0;7443720.55;0.0;0.0;0.0;87620772.13;0.0;0.0;192171085.23;0.0;230737866.13;0.0;38566780.9;7443720.55;0.0
00068987;201912;0.0;0.0;0.0;211990658.2;211990658.2;0.0;0.0;2307917.1;0.0;152266901.88;143418020.99;50539111.72;2274484.52;13451123.87;0.0;-8848880.89;0.0;-3071029.0;-128650.23;-1731533.49;-7980744.83;-2987218.29;0.0;-3405590.78;-308641.1;0.0;0.0;1952778.74;-665880.66;1920521.69;-3307604.84;-106415.69;13579025.52;0.0;0.0;1796689.35;0.0;11782336.17;1487397.66;555626.48;77159.68;2290675.85;2367835.53;5598280.69;0.0;0.0;0.0;-3261993.05;89511434.52;0.0;81792490.46;0.0;0.0;50229773.71;0.0;31562716.75;0.0;0.0;0.0;7718944.06;0.0;0.0;0.0;79271666.12;0.0;0.0;168783100.64;0.0;211990658.2;0.0;43207557.56;7718944.06;0.0
00068987;202003;0.0;0.0;0.0;226513042.23;226513042.23;0.0;0.0;2535745.61;0.0;157521338.67;148083393.17;60338583.64;2120437.24;13434882.57;0.0;-9437945.5;0.0;-1596367.74;-48873.44;-685568.97;-4008753.14;-1317287.77;0.0;-1965850.13;-81283.12;0.0;0.0;-432149.009999999;-291547.6;708760.0;-2326278.88;-74998.32;6081721.74;0.0;0.0;535403.48;0.0;5546318.26;584035.97;283564.06;-22557.29;-253310.279999999;-275867.569999999;2072968.6;0.0;0.0;0.0;-2005896.4;109133442.04;0.0;101048657.91;0.0;0.0;70755041.84;0.0;30293616.07;0.0;0.0;0.0;8084784.13;0.0;0.0;0.0;74167163.13;0.0;0.0;183300605.17;0.0;226513042.23;0.0;43212437.06;8084784.13;0.0
00068987;202006;0.0;0.0;0.0;241051220.86;241051220.86;0.0;0.0;2967154.78;0.0;169788316.06;160236191.45;60785532.13;3205025.27;13857317.23;0.0;-9552124.61;0.0;-3104921.15;-99525.56;-1381597.72;-7408068.36;-2427495.77;0.0;-3810551.57;-167239.49;0.0;0.0;228032.589999998;-548907.43;1594595.35;-4216898.29;-150770.63;12218170.52;0.0;0.0;1049382.19;0.0;11168788.33;1187869.38;564542.69;-47161.16;593203.869999998;546042.709999998;4810102.16;0.0;0.0;0.0;-3598974.87;132127082.51;0.0;123770714.05;0.0;0.0;83386068.99;0.0;40384645.06;0.0;0.0;0.0;8356368.46;0.0;0.0;0.0;64946839.47;0.0;0.0;197073921.98;0.0;241051220.86;0.0;43977298.88;8356368.46;0.0
00068987;202009;0.0;0.0;0.0;255039388.33;255039388.33;0.0;0.0;2566615.38;0.0;165993324.74;155611025.76;80550107.68;2008180.61;14303458.9;0.0;-10382298.98;0.0;-1806852.46;-70468.14;-540903.66;-3692815.43;-999880.09;0.0;-2144880.84;-90292.47;0.0;0.0;-355454.830000001;-401726.67;500857.14;-2802330.75;-76434.51;6385784.77;0.0;0.0;375197.64;0.0;6010587.13;822438.04;298302.18;-79366.44;-109361.410000001;-188727.850000001;2692969.34;0.0;0.0;0.0;-2152031.68;152776470.99;0.0;144623277.73;0.0;0.0;90754881.98;0.0;53868395.75;0.0;0.0;0.0;8153193.26;0.0;0.0;0.0;59091339.53;0.0;0.0;211867810.52;0.0;255039388.33;0.0;43171577.81;8153193.26;0.0
00068987;202112;0.0;0.0;0.0;376523479.33;376523479.33;0.0;0.0;3155519.34;0.0;314490132.51;304203611.44;45677636.38;3768928.39;19717783.78;0.0;-10286521.07;0.0;-3825546.32;-239629.6;-3261834.75;-10578665.92;-3980392.75;0.0;-4881024.48;-695007.01;0.0;0.0;4483799.46;-812547.7;1873412.62;-4351628.42;-148991.75;20255890.66;0.0;0.0;1861982.93;0.0;18393907.73;2923607.7;610099.36;2201.9;5325596.32;5327798.22;9677224.74;0.0;0.0;0.0;-3336438.42;180731834.61;0.0;145332868.79;0.0;0.0;89675703.04;0.0;55657165.75;0.0;0.0;5054.12;16964625.05;18429286.65;0.0;0.0;143006765.9;0.0;0.0;323738600.51;0.0;376523479.33;0.0;52784878.82;16969679.17;0.0
00068987;202203;0.0;0.0;0.0;433419607.43;433419607.43;0.0;0.0;2961007.78;0.0;327300719.31;315013430.29;91237157.57;3049198.79;21158813.0;0.0;-12287289.02;0.0;-1971872.65;-80776.44;-2789106.94;-8755501.93;-2900395.11;0.0;-2677381.74;-177877.51;0.0;0.0;-948925.899999999;-730221.66;1102859.6;-2988502.05;-123677.06;11090859.68;0.0;0.0;1697914.73;0.0;9392944.95;1051918.41;316972.43;5772.97;-653144.299999999;-647371.329999999;2335357.75;0.0;0.0;0.0;-3065999.88;228812883.03;0.0;186572936.18;0.0;0.0;110328352.63;0.0;76244583.55;0.0;0.0;310660.17;25037457.7;16891828.98;0.0;0.0;152311182.5;0.0;0.0;381124065.53;0.0;433419607.43;0.0;52295541.9;25348117.87;0.0
00068987;202212;0.0;0.0;0.0;431706799.43;431706799.43;0.0;0.0;4593641.89;0.0;309371369.82;296951799.45;101788505.05;4138234.18;10436657.64;0.0;-12419570.37;13797961.22;-4597720.47;-150048.45;-10024889.32;-17290838.55;-4483235.19;0.0;-5806662.72;-175617.6;0.0;0.0;7057451.35;-969306.400000001;3787614.65;-4960607.51;0.0;29396901.56;0.0;0.0;7758906.75;0.0;21637994.81;2047435.62;728080.26;87613.45;7145455.5;7233068.95;12106063.01;0.0;0.0;0.0;-2782714.04;218304836.67;0.0;175893610.21;0.0;0.0;115165854.28;0.0;60727755.93;0.0;0.0;4474056.86;37587685.5;349484.1;0.0;0.0;147965749.74;0.0;0.0;366270586.41;0.0;431706799.43;0.0;65436213.02;42061742.36;0.0
00068987;202303;0.0;0.0;0.0;498299065.88;498299065.88;0.0;0.0;4649547.1;0.0;329260413.84;319117002.99;146131538.0;2908175.25;10493543.46;0.0;-10143410.85;14999259.08;-2467365.15;-104995.08;-5411868.76;-10115213.25;-2960562.22;0.0;-3202068.65;-76571.75;0.0;0.0;1829982.99;-668922.349999999;1307471.15;-3398611.14;-346678.88;15819232.44;0.0;0.0;4108384.18;0.0;11710848.26;1352522.61;384746.33;-52174.43;2305408.05;2253233.62;5704019.19;0.0;0.0;0.0;-1742782.27;270493738.72;0.0;217886942.57;0.0;0.0;135806405.22;0.0;82080537.35;0.0;0.0;7372763.91;44934085.45;299946.79;0.0;0.0;159744626.36;0.0;0.0;430238365.08;0.0;498299065.88;0.0;68060700.8;52306849.36;0.0
00068987;202306;0.0;0.0;0.0;541523698.42;541523698.42;0.0;0.0;4385136.55;0.0;342358034.45;330052609.02;160830299.07;5224171.32;10806550.78;0.0;-12305425.43;30224931.68;-4904965.47;-185625.8;-11480380.6;-22754342.77;-6152492.47;0.0;-6354376.68;-117451.94;0.0;0.0;3690791.99;-2005029.81;2226743.03;-7285032.29;-493507.17;34391226.34;0.0;0.0;9320297.07;0.0;25070929.27;3070546.53;867675.91;-50100.18;4351851.28;4301751.1;11636883.57;0.0;0.0;0.0;-5121469.7;290052848.63;0.0;223383249.39;0.0;0.0;136276762.91;0.0;87106486.48;0.0;0.0;7177537.7;59203756.15;288305.39;0.0;0.0;180376514.62;0.0;0.0;470429363.25;0.0;541523698.42;0.0;71094335.17;66381293.85;0.0
00068987;202309;0.0;0.0;0.0;547799832.55;547799832.55;0.0;0.0;3441965.09;0.0;335310924.6;319946223.57;174499824.46;4338531.67;11164597.74;0.0;-15364701.03;34408690.02;-2910606.74;-84863.08;-6283377.3;-14829885.05;-3927204.83;0.0;-3393292.87;-219717.92;0.0;0.0;866037.809999999;-1553170.17;1181150.19;-4179815.84;-153938.89;19970191.83;0.0;0.0;6061813.57;0.0;13908378.26;1921532.32;659434.51;279203.68;960490.939999999;1239694.62;5140306.78;0.0;0.0;0.0;-4619302.92;300493886.46;0.0;234792437.72;0.0;0.0;136121677.46;0.0;98670760.26;0.0;0.0;12564619.79;52859953.0;276875.95;0.0;0.0;174903738.52;0.0;0.0;475397624.98;547799832.55;0.0;72402207.57;0.0;65424572.79;0.0
00068987;202312;31065202.99;0.0;0.0;550715133.08;550715133.08;0.0;0.0;3943542.6;0.0;346953202.43;328861423.91;132706769.46;5463854.27;11005747.76;0.0;-18091778.52;37668592.09;-5817889.81;-167293.08;-11976970.3;-31361406.0;-7983511.47;0.0;-6962856.84;-365634.51;0.0;0.0;1176677.95;-3298372.79;4384520.17;-6526260.25;-311282.54;39465195.3;0.0;0.0;11698792.02;0.0;27766403.28;3968732.97;1366899.13;276065.95;1577529.05;1853595.0;8103789.3;0.0;0.0;0.0;-11400924.23;285151033.29;0.0;219019183.98;0.0;0.0;131874263.03;0.0;87144920.95;0.0;0.0;2578754.34;63468847.38;84247.59;0.0;0.0;192372664.59;0.0;-7.450580596923831e-09;477523697.88;550715133.08;0.0;73191435.2;0.0;66047601.72;0.0
00068987;202403;31870272.2;0.0;0.0;590878586.18;590878586.18;0.0;0.0;4539131.39;0.0;358795521.54;334803123.18;158066611.86;3768993.37;10702983.66;0.0;-23992398.36;47127470.52;-2979986.13;-74009.27;-5658482.83;-17735393.48;-4319749.04;0.0;-3725491.73;-166774.8;0.0;0.0;-2300902.74;-1967400.23;2303404.11;-3652837.14;-235871.21;19484613.54;0.0;0.0;5573686.99;0.0;13910926.55;2060092.94;730553.17;5360.35;-1903617.08;-1898256.73;1749220.06;0.0;0.0;0.0;-7757161.61;324978760.26;0.0;250835969.66;0.0;0.0;166103147.28;0.0;84732822.38;0.0;0.0;4293099.72;69799296.52;50394.36;0.0;0.0;195141687.23;0.0;0.0;520120447.49;590878586.18;0.0;70758138.69;0.0;74092396.24;0.0
00068987;202406;30243438.28;0.0;0.0;585686400.36;585686400.36;0.0;0.0;4557759.62;0.0;325974770.46;301528037.02;167854980.11;5421620.25;10506610.9;0.0;-24446733.44;65573954.18;-6375017.32;-178071.54;-11600732.53;-31870824.36;-8073580.55;0.0;-7594633.51;-330151.91;0.0;0.0;-721510.130000001;-3442018.36;3449198.16;-8019048.64;0.0;39730004.21;0.0;0.0;11510835.24;0.0;28219168.97;4595943.78;1525550.15;-231489.43;-159868.790000001;-391358.220000001;7859179.85;0.0;0.0;0.0;-12196511.28;345083813.24;0.0;278245125.48;0.0;0.0;168327354.48;0.0;109917771.0;0.0;0.0;0.0;66786459.44;52228.32;0.0;0.0;168348661.6;0.0;0.0;513432474.84;585686400.36;0.0;72253925.52;0.0;66786459.44;0.0
00068987;202409;24437031.17;0.0;0.0;651116875.0;651116875.0;0.0;0.0;4791427.21;0.0;328650418.4;305353790.72;233924832.32;4394483.47;10207899.23;0.0;-23296627.68;68007410.88;-3250991.77;-76184.32;-6732490.65;-13654814.23;-3545083.62;0.0;-3823305.91;-144505.89;0.0;0.0;2714356.9;-2149010.48;1318504.15;-4849271.82;0.0;21399828.79;0.0;0.0;7759029.98;0.0;13640798.81;2311970.86;819745.65;-36879.95;2895742.74;2858862.79;7745014.56;0.0;0.0;0.0;-3377239.96;398346187.52;0.0;323085138.99;0.0;0.0;199887265.73;0.0;123197873.26;0.0;0.0;0.0;75207532.61;53515.92;0.0;0.0;177004579.63;0.0;0.0;575350767.15;651116875.0;0.0;75766107.85;0.0;75207532.61;0.0
