"tipo_instituicao";"cod_inst";"ano_mes";"nome_relatorio";"numero_relatorio";"grupo";"conta";"nome_coluna";"descricao_coluna";"saldo"
"2";"00058338";"201406";"Resumo";"1";"null";"78182";"Ativo Total";"[10000007] + [20000004]";"2605867,81"
"2";"00058338";"201406";"Resumo";"1";"null";"78183";"Carteira de Crédito Classificada";"[31000000]";"1045128,53"
"2";"00058338";"201406";"Resumo";"1";"null";"78184";"Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros";"[40000008] + [50000005]";"2347081,13"
"2";"00058338";"201406";"Resumo";"1";"null";"78185";"Captações";"[41000007] + [42000006] + [43000005] + [46000002]";"2251138,32"
"2";"00058338";"201406";"Resumo";"1";"null";"78186";"Patrimônio Líquido";"[60000002] + [70000009]+ [80000006]";"258786,68"
"2";"00058338";"201406";"Resumo";"1";"null";"78187";"Lucro Líquido";"[70000009]+[80000006]-[81955002]";"-9375,33999999998"
"2";"00058338";"201406";"Resumo";"1";"null";"79649";"Patrimônio de Referência para Comparação com o RWA";"Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II";"258786,68"
"2";"00058338";"201406";"Resumo";"1";"null";"79662";"Índice de Imobilização";"Relação entre Ativo Permanente e Patrimônio de Referência";"0,0953367847216866"
"2";"00058338";"201406";"Resumo";"1";"null";"79664";"Índice de Basileia";"Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco";"0,154151156443362"
"2";"00068389";"201406";"Resumo";"1";"null";"78182";"Ativo Total";"[10000007] + [20000004]";"19276339,43"
"2";"00068389";"201406";"Resumo";"1";"null";"78183";"Carteira de Crédito Classificada";"[31000000]";"12511885,03"
"2";"00068389";"201406";"Resumo";"1";"null";"78184";"Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros";"[40000008] + [50000005]";"12465402,58"
"2";"00068389";"201406";"Resumo";"1";"null";"78185";"Captações";"[41000007] + [42000006] + [43000005] + [46000002]";"11388355,04"
"2";"00068389";"201406";"Resumo";"1";"null";"78186";"Patrimônio Líquido";"[60000002] + [70000009]+ [80000006]";"6810936,85"
"2";"00068389";"201406";"Resumo";"1";"null";"78187";"Lucro Líquido";"[70000009]+[80000006]-[81955002]";"597326,23"
"2";"00068389";"201406";"Resumo";"1";"null";"79649";"Patrimônio de Referência para Comparação com o RWA";"Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II";"6809476,85"
"2";"00068389";"201406";"Resumo";"1";"null";"79662";"Índice de Imobilização";"Relação entre Ativo Permanente e Patrimônio de Referência";"0,0145539183380879"
"2";"00068389";"201406";"Resumo";"1";"null";"79664";"Índice de Basileia";"Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco";"0,509557703330264"
"2";"00068987";"201406";"Resumo";"1";"null";"78182";"Ativo Total";"[10000007] + [20000004]";"84693073,84"
"2";"00068987";"201406";"Resumo";"1";"null";"78183";"Carteira de Crédito Classificada";"[31000000]";"58900732,93"
"2";"00068987";"201406";"Resumo";"1";"null";"78184";"Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros";"[40000008] + [50000005]";"69550934,38"
"2";"00068987";"201406";"Resumo";"1";"null";"78185";"Captações";"[41000007] + [42000006] + [43000005] + [46000002]";"33554757,1"
"2";"00068987";"201406";"Resumo";"1";"null";"78186";"Patrimônio Líquido";"[60000002] + [70000009]+ [80000006]";"15142139,46"
"2";"00068987";"201406";"Resumo";"1";"null";"78187";"Lucro Líquido";"[70000009]+[80000006]-[81955002]";"1123919,51"
"2";"00068987";"201406";"Resumo";"1";"null";"79649";"Patrimônio de Referência para Comparação com o RWA";"Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II";"12818739,81"
"2";"00068987";"201406";"Resumo";"1";"null";"79662";"Índice de Imobilização";"Relação entre Ativo Permanente e Patrimônio de Referência";"0,0515593154862545"
"2";"00068987";"201406";"Resumo";"1";"null";"79664";"Índice de Basileia";"Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco";"0,194991212615429"
"2";"00075847";"201406";"Resumo";"1";"null";"78182";"Ativo Total";"[10000007] + [20000004]";"289112686,16"
"2";"00075847";"201406";"Resumo";"1";"null";"78183";"Carteira de Crédito Classificada";"[31000000]";"210178925,09"
"2";"00075847";"201406";"Resumo";"1";"null";"78184";"Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros";"[40000008] + [50000005]";"236776764,06"
"2";"00075847";"201406";"Resumo";"1";"null";"78185";"Captações";"[41000007] + [42000006] + [43000005] + [46000002]";"228010349,12"
"2";"00075847";"201406";"Resumo";"1";"null";"78186";"Patrimônio Líquido";"[60000002] + [70000009]+ [80000006]";"52335922,1"
"2";"00075847";"201406";"Resumo";"1";"null";"78187";"Lucro Líquido";"[70000009]+[80000006]-[81955002]";"6148922,41"
"2";"00075847";"201406";"Resumo";"1";"null";"79649";"Patrimônio de Referência para Comparação com o RWA";"Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II";"52335922,1"
"2";"00075847";"201406";"Resumo";"1";"null";"79662";"Índice de Imobilização";"Relação entre Ativo Permanente e Patrimônio de Referência";"0,0408052756941871"
"2";"00075847";"201406";"Resumo";"1";"null";"79664";"Índice de Basileia";"Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco";"0,23736612968822"
"2";"00106180";"201406";"Resumo";"1";"null";"78182";"Ativo Total";"[10000007] + [20000004]";"94228332,43"
"2";"00106180";"201406";"Resumo";"1";"null";"78183";"Carteira de Crédito Classificada";"[31000000]";"9302966,47"
"2";"00106180";"201406";"Resumo";"1";"null";"78184";"Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros";"[40000008] + [50000005]";"76464704,99"
"2";"00106180";"201406";"Resumo";"1";"null";"78185";"Captações";"[41000007] + [42000006] + [43000005] + [46000002]";"0"
"2";"00106180";"201406";"Resumo";"1";"null";"78186";"Patrimônio Líquido";"[60000002] + [70000009]+ [80000006]";"17763627,44"
"2";"00106180";"201406";"Resumo";"1";"null";"78187";"Lucro Líquido";"[70000009]+[80000006]-[81955002]";"566471,11"
"2";"00106180";"201406";"Resumo";"1";"null";"79649";"Patrimônio de Referência para Comparação com o RWA";"Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II";"14244915,23"
"2";"00106180";"201406";"Resumo";"1";"null";"79662";"Índice de Imobilização";"Relação entre Ativo Permanente e Patrimônio de Referência";"0,492292899380069"
"2";"00106180";"201406";"Resumo";"1";"null";"79664";"Índice de Basileia";"Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco";"0,218747962360011"
"2";"00129753";"201406";"Resumo";"1";"null";"78182";"Ativo Total";"[10000007] + [20000004]";"893840,08"
"2";"00129753";"201406";"Resumo";"1";"null";"78183";"Carteira de Crédito Classificada";"[31000000]";"610772,61"
"2";"00129753";"201406";"Resumo";"1";"null";"78184";"Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros";"[40000008] + [50000005]";"55470,71"
"2";"00129753";"201406";"Resumo";"1";"null";"78185";"Captações";"[41000007] + [42000006] + [43000005] + [46000002]";"0"
"2";"00129753";"201406";"Resumo";"1";"null";"78186";"Patrimônio Líquido";"[60000002] + [70000009]+ [80000006]";"838369,37"
"2";"00129753";"201406";"Resumo";"1";"null";"78187";"Lucro Líquido";"[70000009]+[80000006]-[81955002]";"77224,55"
"2";"00129753";"201406";"Resumo";"1";"null";"79649";"Patrimônio de Referência para Comparação com o RWA";"Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II";"838369,37"
"2";"00129753";"201406";"Resumo";"1";"null";"79662";"Índice de Imobilização";"Relação entre Ativo Permanente e Patrimônio de Referência";"0,000866551219541811"
"2";"00129753";"201406";"Resumo";"1";"null";"79664";"Índice de Basileia";"Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco";"1,51562493022926"
"2";"00141155";"201406";"Resumo";"1";"null";"78182";"Ativo Total";"[10000007] + [20000004]";"5988461,9"
"2";"00141155";"201406";"Resumo";"1";"null";"78183";"Carteira de Crédito Classificada";"[31000000]";"2877226,45"
"2";"00141155";"201406";"Resumo";"1";"null";"78184";"Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros";"[40000008] + [50000005]";"342407,71"
"2";"00141155";"201406";"Resumo";"1";"null";"78185";"Captações";"[41000007] + [42000006] + [43000005] + [46000002]";"0"
"2";"00141155";"201406";"Resumo";"1";"null";"78186";"Patrimônio Líquido";"[60000002] + [70000009]+ [80000006]";"5646054,19"
"2";"00141155";"201406";"Resumo";"1";"null";"78187";"Lucro Líquido";"[70000009]+[80000006]-[81955002]";"15457,5500000001"
"2";"00141155";"201406";"Resumo";"1";"null";"79649";"Patrimônio de Referência para Comparação com o RWA";"Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II";"5646054,19"
"2";"00141155";"201406";"Resumo";"1";"null";"79662";"Índice de Imobilização";"Relação entre Ativo Permanente e Patrimônio de Referência";"0,0521539769351735"
