"tipo_instituicao";"cod_inst";"ano_mes";"nome_relatorio";"numero_relatorio";"grupo";"conta";"nome_coluna";"descricao_coluna";"saldo"
"2";"00058338";"201403";"Resumo";"1";"null";"78182";"Ativo Total";"[10000007] + [20000004]";"2462723,3"
"2";"00058338";"201403";"Resumo";"1";"null";"78183";"Carteira de Crédito Classificada";"[31000000]";"1134426,2"
"2";"00058338";"201403";"Resumo";"1";"null";"78184";"Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros";"[40000008] + [50000005]";"2215196,82"
"2";"00058338";"201403";"Resumo";"1";"null";"78185";"Captações";"[41000007] + [42000006] + [43000005] + [46000002]";"2138816,63"
"2";"00058338";"201403";"Resumo";"1";"null";"78186";"Patrimônio Líquido";"[60000002] + [70000009]+ [80000006]";"247526,48"
"2";"00058338";"201403";"Resumo";"1";"null";"78187";"Lucro Líquido";"[70000009]+[80000006]-[81955002]";"-13611,46"
"2";"00058338";"201403";"Resumo";"1";"null";"79649";"Patrimônio de Referência para Comparação com o RWA";"Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II";"247526,48"
"2";"00058338";"201403";"Resumo";"1";"null";"79662";"Índice de Imobilização";"Relação entre Ativo Permanente e Patrimônio de Referência";"0,0453570462441028"
"2";"00058338";"201403";"Resumo";"1";"null";"79664";"Índice de Basileia";"Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco";"0,157252835406841"
"2";"00068389";"201403";"Resumo";"1";"null";"78182";"Ativo Total";"[10000007] + [20000004]";"18879426,78"
"2";"00068389";"201403";"Resumo";"1";"null";"78183";"Carteira de Crédito Classificada";"[31000000]";"12446730,74"
"2";"00068389";"201403";"Resumo";"1";"null";"78184";"Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros";"[40000008] + [50000005]";"12179880,87"
"2";"00068389";"201403";"Resumo";"1";"null";"78185";"Captações";"[41000007] + [42000006] + [43000005] + [46000002]";"11157921,28"
"2";"00068389";"201403";"Resumo";"1";"null";"78186";"Patrimônio Líquido";"[60000002] + [70000009]+ [80000006]";"6699545,91"
"2";"00068389";"201403";"Resumo";"1";"null";"78187";"Lucro Líquido";"[70000009]+[80000006]-[81955002]";"308797,2"
"2";"00068389";"201403";"Resumo";"1";"null";"79649";"Patrimônio de Referência para Comparação com o RWA";"Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II";"6698085,91"
"2";"00068389";"201403";"Resumo";"1";"null";"79662";"Índice de Imobilização";"Relação entre Ativo Permanente e Patrimônio de Referência";"0,0154738937948319"
"2";"00068389";"201403";"Resumo";"1";"null";"79664";"Índice de Basileia";"Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco";"0,50228556611048"
"2";"00068987";"201403";"Resumo";"1";"null";"78182";"Ativo Total";"[10000007] + [20000004]";"84765390,7"
"2";"00068987";"201403";"Resumo";"1";"null";"78183";"Carteira de Crédito Classificada";"[31000000]";"53170834,03"
"2";"00068987";"201403";"Resumo";"1";"null";"78184";"Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros";"[40000008] + [50000005]";"70660458,16"
"2";"00068987";"201403";"Resumo";"1";"null";"78185";"Captações";"[41000007] + [42000006] + [43000005] + [46000002]";"35887022,42"
"2";"00068987";"201403";"Resumo";"1";"null";"78186";"Patrimônio Líquido";"[60000002] + [70000009]+ [80000006]";"14104932,54"
"2";"00068987";"201403";"Resumo";"1";"null";"78187";"Lucro Líquido";"[70000009]+[80000006]-[81955002]";"195968,33"
"2";"00068987";"201403";"Resumo";"1";"null";"79649";"Patrimônio de Referência para Comparação com o RWA";"Montante de capital regulatório formado pela soma das parcelas de Capital Nível I e Capital Nível II";"11787852,04"
"2";"00068987";"201403";"Resumo";"1";"null";"79662";"Índice de Imobilização";"Relação entre Ativo Permanente e Patrimônio de Referência";"0,0568330928931476"
"2";"00068987";"201403";"Resumo";"1";"null";"79664";"Índice de Basileia";"Relação entre o Patrimônio de Referência e os Ativos ponderados pelo risco";"0,190121242284763"
"2";"00075847";"201403";"Resumo";"1";"null";"78182";"Ativo Total";"[10000007] + [20000004]";"275219075,02"
"2";"00075847";"201403";"Resumo";"1";"null";"78183";"Carteira de Crédito Classificada";"[31000000]";"203393846,58"
"2";"00075847";"201403";"Resumo";"1";"null";"78184";"Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros";"[40000008] + [50000005]";"225411864,04"
"2";"00075847";"201403";"Resumo";"1";"null";"78185";"Captações";"[41000007] + [42000006] + [43000005] + [46000002]";"218365901,56"
"2";"00075847";"201403";"Resumo";"1";"null";"78186";"Patrimônio Líquido";"[60000002] + [70000009]+ [80000006]";"49807210,98"
